claim_id	subject_kind	subject_id	claim_kind	game_version	value	status	risk	adjudication	evidence_ids	last_reviewed	review_issue	active	supersedes
check:7770004/detection	check	7770004	detection	1.17	"{""flag"":174,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10221:getItemFlagId:check-7770004	2026-08-31	#1220	true
check:7770004/identity	check	7770004	identity	1.17	"{""ap_id"":7770004,""flag"":174,""id"":174,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770004:identity	2026-08-31	#1211	true
check:7770004/region	check	7770004	region	1.17	"""Mt. Gelmir"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770004:region	2026-08-31	#1211	true
check:7770005/detection	check	7770005	detection	1.17	"{""flag"":175,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10121:getItemFlagId:check-7770005	2026-08-31	#1220	true
check:7770005/identity	check	7770005	identity	1.17	"{""ap_id"":7770005,""flag"":175,""id"":175,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770005:identity	2026-08-31	#1211	true
check:7770005/region	check	7770005	region	1.17	"""Mohgwyn"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770005:region	2026-08-31	#1211	true
check:7770006/detection	check	7770006	detection	1.17	"{""flag"":176,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10201:getItemFlagId:check-7770006	2026-08-31	#1220	true
check:7770006/identity	check	7770006	identity	1.17	"{""ap_id"":7770006,""flag"":176,""id"":176,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770006:identity	2026-08-31	#1211	true
check:7770006/region	check	7770006	region	1.17	"""Haligtree"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770006:region	2026-08-31	#1211	true
check:7770007/detection	check	7770007	detection	1.17	"{""flag"":197,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10180:getItemFlagId:check-7770007,game:param:ItemLotParam_map:10181:getItemFlagId:check-7770007	2026-08-31	#1220	true
check:7770007/identity	check	7770007	identity	1.17	"{""ap_id"":7770007,""flag"":197,""id"":197,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770007:identity	2026-08-31	#1211	true
check:7770007/region	check	7770007	region	1.17	"""Raya Lucaria Academy"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770007:region	2026-08-31	#1211	true
check:7770008/access	check	7770008	access	1.17	"{""flag"":11059206,""type"":""flag""}"	single_source	critical	automatic	game:emevd:m11_05_00_00:90005750:f9500:gate-11059206:access	2026-08-31	#1232	true
check:7770008/detection	check	7770008	detection	1.17	"{""flag"":9500,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:4900:getItemFlagId:check-7770008	2026-08-31	#1220	true
check:7770008/identity	check	7770008	identity	1.17	"{""ap_id"":7770008,""flag"":9500,""id"":9500,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770008:identity	2026-08-31	#1211	true
check:7770008/region	check	7770008	region	1.17	"""Ashen Capital"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770008:region	2026-08-31	#1211	true
check:7770009/access	check	7770009	access	1.17	"{""flag"":4131,""type"":""flag""}"	single_source	critical	automatic	game:emevd:m12_03_00_00:90005750:f9502:gate-4131:access	2026-08-31	#1237	true
check:7770009/detection	check	7770009	detection	1.17	"{""flag"":9502,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:103350:getItemFlagId:check-7770009,game:param:ItemLotParam_map:4910:getItemFlagId:check-7770009	2026-08-31	#1220	true
check:7770009/identity	check	7770009	identity	1.17	"{""ap_id"":7770009,""flag"":9502,""id"":9502,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770009:identity	2026-08-31	#1211	true
check:7770009/region	check	7770009	region	1.17	"""Deeproot Depths"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770009:region	2026-08-31	#1211	true
check:7770010/detection	check	7770010	detection	1.17	"{""flag"":9504,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:4920:getItemFlagId:check-7770010	2026-08-31	#1220	true
check:7770010/identity	check	7770010	identity	1.17	"{""ap_id"":7770010,""flag"":9504,""id"":9504,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770010:identity	2026-08-31	#1211	true
check:7770010/region	check	7770010	region	1.17	"""Leyndell"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770010:region	2026-08-31	#1211	true
check:7770011/detection	check	7770011	detection	1.17	"{""flag"":60020,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1046380300:getItemFlagId:check-7770011	2026-08-31	#1220	true
check:7770011/identity	check	7770011	identity	1.17	"{""ap_id"":7770011,""flag"":60020,""id"":60020,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770011:identity	2026-08-31	#1211	true
check:7770011/region	check	7770011	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770011:region	2026-08-31	#1211	true
check:7770012/detection	check	7770012	detection	1.17	"{""flag"":60110,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:103900:getItemFlagId:check-7770012	2026-08-31	#1220	true
check:7770012/identity	check	7770012	identity	1.17	"{""ap_id"":7770012,""flag"":60110,""id"":60110,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770012:identity	2026-08-31	#1211	true
check:7770012/region	check	7770012	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770012:region	2026-08-31	#1211	true
check:7770013/identity	check	7770013	identity	1.17	"{""ap_id"":7770013,""flag"":60120,""id"":60120,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770013:identity	2026-08-31	#1211	true
check:7770013/region	check	7770013	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770013:region	2026-08-31	#1211	true
check:7770014/detection	check	7770014	detection	1.17	"{""flag"":60130,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1042371010:getItemFlagId:check-7770014	2026-08-31	#1220	true
check:7770014/identity	check	7770014	identity	1.17	"{""ap_id"":7770014,""flag"":60130,""id"":60130,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770014:identity	2026-08-31	#1211	true
check:7770014/region	check	7770014	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770014:region	2026-08-31	#1211	true
check:7770015/detection	check	7770015	detection	1.17	"{""flag"":60240,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1042400000:getItemFlagId:check-7770015	2026-08-31	#1220	true
check:7770015/identity	check	7770015	identity	1.17	"{""ap_id"":7770015,""flag"":60240,""id"":60240,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770015:identity	2026-08-31	#1211	true
check:7770015/region	check	7770015	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770015:region	2026-08-31	#1211	true
check:7770016/detection	check	7770016	detection	1.17	"{""flag"":60260,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:16000720:getItemFlagId:check-7770016	2026-08-31	#1220	true
check:7770016/identity	check	7770016	identity	1.17	"{""ap_id"":7770016,""flag"":60260,""id"":60260,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770016:identity	2026-08-31	#1211	true
check:7770016/region	check	7770016	region	1.17	"""Mt. Gelmir"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770016:region	2026-08-31	#1211	true
check:7770017/access	check	7770017	access	1.17	"{""flag"":11102180,""type"":""flag""}"	single_source	critical	automatic	game:emevd:m11_10_00_00:90005792:f60300:gate-11102180:access	2026-08-31	#1248	true
check:7770017/detection	check	7770017	detection	1.17	"{""flag"":60300,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:11100800:getItemFlagId:check-7770017	2026-08-31	#1220	true
check:7770017/identity	check	7770017	identity	1.17	"{""ap_id"":7770017,""flag"":60300,""id"":60300,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770017:identity	2026-08-31	#1211	true
check:7770017/region	check	7770017	region	1.17	"""Roundtable Hold"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770017:region	2026-08-31	#1211	true
check:7770018/detection	check	7770018	detection	1.17	"{""flag"":60400,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1045330100:getItemFlagId:check-7770018	2026-08-31	#1220	true
check:7770018/identity	check	7770018	identity	1.17	"{""ap_id"":7770018,""flag"":60400,""id"":60400,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770018:identity	2026-08-31	#1211	true
check:7770018/region	check	7770018	region	1.17	"""Weeping"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770018:region	2026-08-31	#1211	true
check:7770019/detection	check	7770019	detection	1.17	"{""flag"":60410,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1034430100:getItemFlagId:check-7770019	2026-08-31	#1220	true
check:7770019/identity	check	7770019	identity	1.17	"{""ap_id"":7770019,""flag"":60410,""id"":60410,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770019:identity	2026-08-31	#1211	true
check:7770019/region	check	7770019	region	1.17	"""Liurnia"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770019:region	2026-08-31	#1211	true
check:7770020/detection	check	7770020	detection	1.17	"{""flag"":60420,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1035470100:getItemFlagId:check-7770020	2026-08-31	#1220	true
check:7770020/identity	check	7770020	identity	1.17	"{""ap_id"":7770020,""flag"":60420,""id"":60420,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770020:identity	2026-08-31	#1211	true
check:7770020/region	check	7770020	region	1.17	"""Liurnia"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770020:region	2026-08-31	#1211	true
check:7770021/detection	check	7770021	detection	1.17	"{""flag"":60430,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1034500100:getItemFlagId:check-7770021	2026-08-31	#1220	true
check:7770021/identity	check	7770021	identity	1.17	"{""ap_id"":7770021,""flag"":60430,""id"":60430,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770021:identity	2026-08-31	#1211	true
check:7770021/region	check	7770021	region	1.17	"""Liurnia"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770021:region	2026-08-31	#1211	true
check:7770022/detection	check	7770022	detection	1.17	"{""flag"":60450,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30395:getItemFlagId:check-7770022	2026-08-31	#1220	true
check:7770022/identity	check	7770022	identity	1.17	"{""ap_id"":7770022,""flag"":60450,""id"":60450,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770022:identity	2026-08-31	#1211	true
check:7770022/region	check	7770022	region	1.17	"""Mt. Gelmir"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770022:region	2026-08-31	#1211	true
check:7770023/detection	check	7770023	detection	1.17	"{""flag"":60460,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1052410900:getItemFlagId:check-7770023	2026-08-31	#1220	true
check:7770023/identity	check	7770023	identity	1.17	"{""ap_id"":7770023,""flag"":60460,""id"":60460,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770023:identity	2026-08-31	#1211	true
check:7770023/region	check	7770023	region	1.17	"""Caelid"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770023:region	2026-08-31	#1211	true
check:7770024/identity	check	7770024	identity	1.17	"{""ap_id"":7770024,""flag"":60470,""id"":60470,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770024:identity	2026-08-31	#1211	true
check:7770024/region	check	7770024	region	1.17	"""Roundtable Hold"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770024:region	2026-08-31	#1211	true
check:7770025/detection	check	7770025	detection	1.17	"{""flag"":60500,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:101100:getItemFlagId:check-7770025	2026-08-31	#1220	true
check:7770025/identity	check	7770025	identity	1.17	"{""ap_id"":7770025,""flag"":60500,""id"":60500,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770025:identity	2026-08-31	#1211	true
check:7770025/region	check	7770025	region	1.17	"""Roundtable Hold"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770025:region	2026-08-31	#1211	true
check:7770026/detection	check	7770026	detection	1.17	"{""flag"":60510,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10000:getItemFlagId:check-7770026	2026-08-31	#1220	true
check:7770026/identity	check	7770026	identity	1.17	"{""ap_id"":7770026,""flag"":60510,""id"":60510,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770026:identity	2026-08-31	#1211	true
check:7770026/region	check	7770026	region	1.17	"""Limgrave"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770026:region	2026-08-31	#1211	true
check:7770027/detection	check	7770027	detection	1.17	"{""flag"":60520,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:10050:getItemFlagId:check-7770027	2026-08-31	#1220	true
check:7770027/identity	check	7770027	identity	1.17	"{""ap_id"":7770027,""flag"":60520,""id"":60520,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770027:identity	2026-08-31	#1211	true
check:7770027/region	check	7770027	region	1.17	"""Leyndell"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770027:region	2026-08-31	#1211	true
check:7770028/detection	check	7770028	detection	1.17	"{""flag"":65030,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1044530200:getItemFlagId:check-7770028	2026-08-31	#1220	true
check:7770028/identity	check	7770028	identity	1.17	"{""ap_id"":7770028,""flag"":65030,""id"":65030,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770028:identity	2026-08-31	#1211	true
check:7770028/region	check	7770028	region	1.17	"""Altus"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770028:region	2026-08-31	#1211	true
check:7770029/detection	check	7770029	detection	1.17	"{""flag"":65040,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30205:getItemFlagId:check-7770029	2026-08-31	#1220	true
check:7770029/identity	check	7770029	identity	1.17	"{""ap_id"":7770029,""flag"":65040,""id"":65040,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770029:identity	2026-08-31	#1211	true
check:7770029/region	check	7770029	region	1.17	"""Liurnia"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770029:region	2026-08-31	#1211	true
check:7770030/detection	check	7770030	detection	1.17	"{""flag"":65060,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30320:getItemFlagId:check-7770030	2026-08-31	#1220	true
check:7770030/identity	check	7770030	identity	1.17	"{""ap_id"":7770030,""flag"":65060,""id"":65060,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770030:identity	2026-08-31	#1211	true
check:7770030/region	check	7770030	region	1.17	"""Altus"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770030:region	2026-08-31	#1211	true
check:7770031/detection	check	7770031	detection	1.17	"{""flag"":65090,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30185:getItemFlagId:check-7770031	2026-08-31	#1220	true
check:7770031/identity	check	7770031	identity	1.17	"{""ap_id"":7770031,""flag"":65090,""id"":65090,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770031:identity	2026-08-31	#1211	true
check:7770031/region	check	7770031	region	1.17	"""Weeping"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770031:region	2026-08-31	#1211	true
check:7770032/detection	check	7770032	detection	1.17	"{""flag"":65100,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30410:getItemFlagId:check-7770032	2026-08-31	#1220	true
check:7770032/identity	check	7770032	identity	1.17	"{""ap_id"":7770032,""flag"":65100,""id"":65100,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770032:identity	2026-08-31	#1211	true
check:7770032/region	check	7770032	region	1.17	"""Caelid"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770032:region	2026-08-31	#1211	true
check:7770033/detection	check	7770033	detection	1.17	"{""flag"":65120,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1044530210:getItemFlagId:check-7770033	2026-08-31	#1220	true
check:7770033/identity	check	7770033	identity	1.17	"{""ap_id"":7770033,""flag"":65120,""id"":65120,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770033:identity	2026-08-31	#1211	true
check:7770033/region	check	7770033	region	1.17	"""Altus"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770033:region	2026-08-31	#1211	true
check:7770034/detection	check	7770034	detection	1.17	"{""flag"":65150,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1049370000:getItemFlagId:check-7770034	2026-08-31	#1220	true
check:7770034/identity	check	7770034	identity	1.17	"{""ap_id"":7770034,""flag"":65150,""id"":65150,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770034:identity	2026-08-31	#1211	true
check:7770034/region	check	7770034	region	1.17	"""Caelid"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770034:region	2026-08-31	#1211	true
check:7770035/detection	check	7770035	detection	1.17	"{""flag"":65180,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:30380:getItemFlagId:check-7770035	2026-08-31	#1220	true
check:7770035/identity	check	7770035	identity	1.17	"{""ap_id"":7770035,""flag"":65180,""id"":65180,""namespace"":""flag""}"	single_source	medium	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770035:identity	2026-08-31	#1211	true
check:7770035/region	check	7770035	region	1.17	"""Mt. Gelmir"""	single_source	high	automatic	project:data.py:6f66c100ca4aeb89080bfec01ee78fb9b4e4822a2c1076a56fda489248bdc7bc:check-7770035:region	2026-08-31	#1211	true
check:7770036/detection	check	7770036	detection	1.17	"{""flag"":65190,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	single_source	high	automatic	game:param:ItemLotParam_map:1044530201:getItemFlagId:check-7770036	2026-08-31	#1220	true
