source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	combatant_category	drop_links	disposition
wiki:eldenpedia:page-6385:revision-24040	6385	24040	2024-09-13T11:31:42Z	e14ddf9691b5a9304208227d2ecb615813e3716a	Golden Hippopotamus	https://eldenring.wiki.gg/wiki/Golden_Hippopotamus	https://eldenring.wiki.gg/w/index.php?oldid=24040	Bosses	2	lead_only
wiki:eldenpedia:page-7092:revision-100161	7092	100161	2026-07-21T19:33:17Z	04b8c148bf861083d83c66febde859f258413531	Commander Niall	https://eldenring.wiki.gg/wiki/Commander_Niall	https://eldenring.wiki.gg/w/index.php?oldid=100161	Bosses	1	lead_only
wiki:eldenpedia:page-7133:revision-100643	7133	100643	2026-08-16T16:33:46Z	7f3dbf5932e8f7a556486f4081338ff03fe1b12c	Maliketh, the Black Blade	https://eldenring.wiki.gg/wiki/Maliketh,_the_Black_Blade	https://eldenring.wiki.gg/w/index.php?oldid=100643	Bosses	1	lead_only
wiki:eldenpedia:page-7206:revision-100191	7206	100191	2026-07-24T10:47:00Z	73f008da365d0db1ccee9d62de2e75ae227e5d17	Commander Gaius	https://eldenring.wiki.gg/wiki/Commander_Gaius	https://eldenring.wiki.gg/w/index.php?oldid=100191	Bosses	1	lead_only
wiki:eldenpedia:page-748:revision-95771	748	95771	2025-08-04T07:57:57Z	9ae9158dcdbaf19ea08a5764dfd13bf5f2b6551c	Divine Beast Dancing Lion	https://eldenring.wiki.gg/wiki/Divine_Beast_Dancing_Lion	https://eldenring.wiki.gg/w/index.php?oldid=95771	Bosses	2	lead_only
wiki:eldenpedia:page-7713:revision-66891	7713	66891	2024-11-20T04:38:07Z	2eb64a22059bb46dcba138a5b2cd77e02ea24bba	Necromancer Garris	https://eldenring.wiki.gg/wiki/Necromancer_Garris	https://eldenring.wiki.gg/w/index.php?oldid=66891	Bosses	1	lead_only
wiki:eldenpedia:page-7925:revision-64752	7925	64752	2024-10-17T22:50:23Z	5bc030e9ebd28c0c8673336ac2e5e145dbe3a889	Crucible Knight Siluria	https://eldenring.wiki.gg/wiki/Crucible_Knight_Siluria	https://eldenring.wiki.gg/w/index.php?oldid=64752	Bosses	1	lead_only
wiki:eldenpedia:page-8047:revision-100029	8047	100029	2026-07-08T07:45:59Z	3aba047e5a858f8fedefeac857497c3f7a5bfb67	Esgar, Priest of Blood	https://eldenring.wiki.gg/wiki/Esgar,_Priest_of_Blood	https://eldenring.wiki.gg/w/index.php?oldid=100029	Bosses	1	lead_only
wiki:eldenpedia:page-8548:revision-99775	8548	99775	2026-05-24T21:01:41Z	f3b56ce44ccb9edf953025049f22c577285f4ac9	Dragonlord Placidusax	https://eldenring.wiki.gg/wiki/Dragonlord_Placidusax	https://eldenring.wiki.gg/w/index.php?oldid=99775	Bosses	1	lead_only
wiki:eldenpedia:page-8736:revision-100162	8736	100162	2026-07-21T19:34:39Z	7807a579916857d9522eb78ae1870acc610fbcda	Commander O'Neil	https://eldenring.wiki.gg/wiki/Commander_O'Neil	https://eldenring.wiki.gg/w/index.php?oldid=100162	Bosses	2	lead_only
wiki:eldenpedia:page-8781:revision-73696	8781	73696	2025-03-09T03:29:39Z	eb3853ef5ce4d66b09f9304128ef4669af3f97fc	Omenkiller	https://eldenring.wiki.gg/wiki/Omenkiller	https://eldenring.wiki.gg/w/index.php?oldid=73696	Enemies	1	lead_only
wiki:eldenpedia:page-8817:revision-100650	8817	100650	2026-08-16T16:55:12Z	c7f1d2cac598c61bce72103011c219b00367bc70	Morgott, the Omen King	https://eldenring.wiki.gg/wiki/Morgott,_the_Omen_King	https://eldenring.wiki.gg/w/index.php?oldid=100650	Bosses	3	lead_only
wiki:eldenpedia:page-9062:revision-99527	9062	99527	2026-04-07T03:36:10Z	88384e06b9248cb87989dee9a2b64221ff935520	Metyr, Mother of Fingers	https://eldenring.wiki.gg/wiki/Metyr,_Mother_of_Fingers	https://eldenring.wiki.gg/w/index.php?oldid=99527	Bosses	1	lead_only
wiki:eldenpedia:page-9540:revision-97380	9540	97380	2025-11-12T23:36:32Z	aa759011a8638f885bc656ba5942aec5e08648c5	Ulcerated Tree Spirit	https://eldenring.wiki.gg/wiki/Ulcerated_Tree_Spirit	https://eldenring.wiki.gg/w/index.php?oldid=97380	Enemies	1	lead_only
