source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	ap_item_name	template_fields	ap_region	disposition
wiki:fextralife:page-20540:revision-757580	20540	757580	2026-08-21T21:27:00Z	cab48d9e8e8781b4ea623093dec9305c1d48f376	Remembrance of the Blood Lord	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Blood_Lord	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Blood_Lord?oldid=757580	Remembrance of the Blood Lord	location1	Mohgwyn	lead_only
wiki:fextralife:page-20541:revision-757934	20541	757934	2026-08-21T21:36:33Z	7651f5675f16e61188f06568406c63404654eb71	Godskin Noble Bracelets	https://eldenring.wiki.fextralife.com/Godskin_Noble_Bracelets	https://eldenring.wiki.fextralife.com/Godskin_Noble_Bracelets?oldid=757934	Godskin Noble Bracelets			lead_only
wiki:fextralife:page-20546:revision-757581	20546	757581	2026-08-21T21:27:01Z	9fde52b79ea28e71d28bf61b9b75db8e067e9403	Remembrance of the Dancing Lion	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Dancing_Lion	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Dancing_Lion?oldid=757581	Remembrance of the Dancing Lion	location1	Belurat	lead_only
wiki:fextralife:page-20549:revision-757935	20549	757935	2026-08-21T21:36:34Z	47c224229432b8522b9f1e674f3f0e06118e1ec4	Godskin Noble Hood	https://eldenring.wiki.fextralife.com/Godskin_Noble_Hood	https://eldenring.wiki.fextralife.com/Godskin_Noble_Hood?oldid=757935	Godskin Noble Hood	location1	Liurnia	lead_only
wiki:fextralife:page-20552:revision-757582	20552	757582	2026-08-21T21:27:02Z	69ef84d1b4dcf4690c0293826acacbdd7688c54c	Remembrance of the Dragonlord	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Dragonlord	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Dragonlord?oldid=757582	Remembrance of the Dragonlord			lead_only
wiki:fextralife:page-20556:revision-757936	20556	757936	2026-08-21T21:36:35Z	6928ebd1527ac43cc8c917f1298850acd5e99958	Godskin Noble Robe	https://eldenring.wiki.fextralife.com/Godskin_Noble_Robe	https://eldenring.wiki.fextralife.com/Godskin_Noble_Robe?oldid=757936	Godskin Noble Robe	location1	Liurnia	lead_only
wiki:fextralife:page-20568:revision-757937	20568	757937	2026-08-21T21:36:36Z	6852ca0ece236337932c3a5aa519dfc6efa15c12	Godskin Noble Trousers	https://eldenring.wiki.fextralife.com/Godskin_Noble_Trousers	https://eldenring.wiki.fextralife.com/Godskin_Noble_Trousers?oldid=757937	Godskin Noble Trousers			lead_only
wiki:fextralife:page-20572:revision-757584	20572	757584	2026-08-21T21:27:05Z	23fb388570611bbe29e3592038273efa66a0e95c	Remembrance of the Full Moon Queen	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Full_Moon_Queen	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Full_Moon_Queen?oldid=757584	Remembrance of the Full Moon Queen	location1	Raya Lucaria Academy	lead_only
wiki:fextralife:page-20573:revision-750974	20573	750974	2026-08-14T07:28:39Z	7b6aec9302e126c464d691d992a6858b3bffe2cf	Dolores the Sleeping Arrow Puppet	https://eldenring.wiki.fextralife.com/Dolores_the_Sleeping_Arrow_Puppet	https://eldenring.wiki.fextralife.com/Dolores_the_Sleeping_Arrow_Puppet?oldid=750974	Dolores the Sleeping Arrow Puppet			lead_only
wiki:fextralife:page-20574:revision-758496	20574	758496	2026-08-21T21:48:22Z	30d79196ba4262d21bd19ec915c11ae8f3f7891d	Star-Lined Sword	https://eldenring.wiki.fextralife.com/Star-Lined_Sword	https://eldenring.wiki.fextralife.com/Star-Lined_Sword?oldid=758496	Star-Lined Sword			lead_only
wiki:fextralife:page-20579:revision-757585	20579	757585	2026-08-21T21:27:06Z	ce141d939fec54ce84b4ae9eadda3fba4f1ea2f4	Remembrance of the Grafted	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Grafted	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Grafted?oldid=757585	Remembrance of the Grafted	location1	Stormveil	lead_only
wiki:fextralife:page-20587:revision-757586	20587	757586	2026-08-21T21:27:07Z	ba8e0dbb8af6472bf7609f05d61048aafe4e596b	Remembrance of the Impaler	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Impaler	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Impaler?oldid=757586	Remembrance of the Impaler			lead_only
wiki:fextralife:page-20593:revision-757587	20593	757587	2026-08-21T21:27:08Z	dd5fb9b982d8264f31c99ffcf1bda7818742785b	Remembrance of the Lichdragon	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Lichdragon	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Lichdragon?oldid=757587	Remembrance of the Lichdragon			lead_only
wiki:fextralife:page-20600:revision-757588	20600	757588	2026-08-21T21:27:09Z	3f4697a6148d9235ce6bc643d5615ea2e20ba712	Remembrance of the Lord of Frenzied Flame	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Lord_of_Frenzied_Flame	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Lord_of_Frenzied_Flame?oldid=757588	Remembrance of the Lord of Frenzied Flame			lead_only
wiki:fextralife:page-20608:revision-757589	20608	757589	2026-08-21T21:27:11Z	efbe013f8f5817f63e2e5ad27b7f7f42cfdc1e03	Remembrance of the Mother of Fingers	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Mother_of_Fingers	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Mother_of_Fingers?oldid=757589	Remembrance of the Mother of Fingers			lead_only
wiki:fextralife:page-20614:revision-757590	20614	757590	2026-08-21T21:27:12Z	c49da5f42877fd5228833ceb354eb763473aa748	Remembrance of the Naturalborn	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Naturalborn	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Naturalborn?oldid=757590	Remembrance of the Naturalborn			lead_only
wiki:fextralife:page-20621:revision-757591	20621	757591	2026-08-21T21:27:13Z	9915664f9d8bc11868730e6de20182e069657d72	Remembrance of the Omen King	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Omen_King	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Omen_King?oldid=757591	Remembrance of the Omen King	location1	Leyndell	lead_only
wiki:fextralife:page-20625:revision-758366	20625	758366	2026-08-21T21:45:29Z	793fd5573b3bf57ed5acb166a85775bacf48d201	Inquisitor's Girandole	https://eldenring.wiki.fextralife.com/Inquisitor's_Girandole	https://eldenring.wiki.fextralife.com/Inquisitor's_Girandole?oldid=758366	Inquisitor's Girandole			lead_only
wiki:fextralife:page-20628:revision-743311	20628	743311	2026-08-06T14:28:23Z	7b92175fd1192d6e279ab7775095775cf91a6e27	About Cooperative Multiplayer	https://eldenring.wiki.fextralife.com/About_Cooperative_Multiplayer	https://eldenring.wiki.fextralife.com/About_Cooperative_Multiplayer?oldid=743311	About Cooperative Multiplayer			lead_only
wiki:fextralife:page-20629:revision-757592	20629	757592	2026-08-21T21:27:14Z	7f46af1569e6158788283963668c289273489dd6	Remembrance of the Regal Ancestor	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Regal_Ancestor	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Regal_Ancestor?oldid=757592	Remembrance of the Regal Ancestor			lead_only
wiki:fextralife:page-20631:revision-758278	20631	758278	2026-08-21T21:43:30Z	7d07de433e2cdce2780c375dbc7357b9e33875f1	Dragon-Hunter's Great Katana	https://eldenring.wiki.fextralife.com/Dragon-Hunter's_Great_Katana	https://eldenring.wiki.fextralife.com/Dragon-Hunter's_Great_Katana?oldid=758278	Dragon-Hunter's Great Katana			lead_only
wiki:fextralife:page-20633:revision-758545	20633	758545	2026-08-21T21:50:06Z	48460bab4058c534e09e783a7022637498c85b13	Inquisitor Ashes	https://eldenring.wiki.fextralife.com/Inquisitor_Ashes	https://eldenring.wiki.fextralife.com/Inquisitor_Ashes?oldid=758545	Inquisitor Ashes			lead_only
wiki:fextralife:page-20637:revision-757593	20637	757593	2026-08-21T21:27:15Z	cb9955f2814fd5dc48f41624d36674b9fe3efd31	Remembrance of the Rot Goddess	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Rot_Goddess	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Rot_Goddess?oldid=757593	Remembrance of the Rot Goddess			lead_only
wiki:fextralife:page-20645:revision-757594	20645	757594	2026-08-21T21:27:16Z	f9fdd916af0ba62a26c146285ec29154cb7b112b	Remembrance of the Saint of the Bud	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Saint_of_the_Bud	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Saint_of_the_Bud?oldid=757594	Remembrance of the Saint of the Bud			lead_only
wiki:fextralife:page-20647:revision-758367	20647	758367	2026-08-21T21:45:30Z	99b89bd92ea74a99474f8dba538fdc918e8e29f1	Inseparable Sword	https://eldenring.wiki.fextralife.com/Inseparable_Sword	https://eldenring.wiki.fextralife.com/Inseparable_Sword?oldid=758367	Inseparable Sword			lead_only
wiki:fextralife:page-20652:revision-757595	20652	757595	2026-08-21T21:27:17Z	c56c95b8be547b24be27e3b9a73c387d24a61d97	Remembrance of the Shadow Sunflower	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Shadow_Sunflower	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Shadow_Sunflower?oldid=757595	Remembrance of the Shadow Sunflower			lead_only
wiki:fextralife:page-20656:revision-756616	20656	756616	2026-08-21T21:07:51Z	5fff296465eb71cb1fac08b8e73facf9366a9aa5	Dragon Communion Grease	https://eldenring.wiki.fextralife.com/Dragon_Communion_Grease	https://eldenring.wiki.fextralife.com/Dragon_Communion_Grease?oldid=756616	Dragon Communion Grease			lead_only
wiki:fextralife:page-20660:revision-757596	20660	757596	2026-08-21T21:27:19Z	701921346e8998ddae196b726174990a04ae105c	Remembrance of the Starscourge	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Starscourge	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Starscourge?oldid=757596	Remembrance of the Starscourge			lead_only
wiki:fextralife:page-20667:revision-757597	20667	757597	2026-08-21T21:27:20Z	5a4f18f374b261e0c03bc2d39cbf961fcdaa73f2	Remembrance of the Twin Moon Knight	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Twin_Moon_Knight	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Twin_Moon_Knight?oldid=757597	Remembrance of the Twin Moon Knight	location1	Ensis	lead_only
wiki:fextralife:page-20674:revision-757598	20674	757598	2026-08-21T21:27:21Z	4a04d1ba04fda2da9584cb2db9ca4beffa48a596	Remembrance of the Wild Boar Rider	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Wild_Boar_Rider	https://eldenring.wiki.fextralife.com/Remembrance_of_the_Wild_Boar_Rider?oldid=757598	Remembrance of the Wild Boar Rider	location1	Shadow Keep	lead_only
wiki:fextralife:page-20676:revision-758326	20676	758326	2026-08-21T21:44:33Z	4042c02b8c70017048e96b57a416654938ca1651	Godskin Peeler	https://eldenring.wiki.fextralife.com/Godskin_Peeler	https://eldenring.wiki.fextralife.com/Godskin_Peeler?oldid=758326	Godskin Peeler			lead_only
wiki:fextralife:page-20681:revision-758495	20681	758495	2026-08-21T21:48:20Z	1795ca700ab6d4c9f4fbf3c1cac82b21f3f50962	Star Fist	https://eldenring.wiki.fextralife.com/Star_Fist	https://eldenring.wiki.fextralife.com/Star_Fist?oldid=758495	Star Fist	location1	Leyndell	lead_only
wiki:fextralife:page-20682:revision-757162	20682	757162	2026-08-21T21:18:49Z	3102478aecad27f0bc734a277e2a0bf6396cc729	Godskin Prayerbook	https://eldenring.wiki.fextralife.com/Godskin_Prayerbook	https://eldenring.wiki.fextralife.com/Godskin_Prayerbook?oldid=757162	Godskin Prayerbook	location1	Stormveil	lead_only
wiki:fextralife:page-20683:revision-758404	20683	758404	2026-08-21T21:46:20Z	418bdf14b7fef611c292c1e0919e810f2745b6fb	Miquellan Knight's Sword	https://eldenring.wiki.fextralife.com/Miquellan_Knight's_Sword	https://eldenring.wiki.fextralife.com/Miquellan_Knight's_Sword?oldid=758404	Miquellan Knight's Sword			lead_only
wiki:fextralife:page-20691:revision-757388	20691	757388	2026-08-21T21:23:15Z	1f05bdf64009861bd105be612e2d3939df364b91	Mirage Riddle	https://eldenring.wiki.fextralife.com/Mirage_Riddle	https://eldenring.wiki.fextralife.com/Mirage_Riddle?oldid=757388	Mirage Riddle			lead_only
wiki:fextralife:page-20694:revision-758275	20694	758275	2026-08-21T21:43:26Z	dc2c945ed864ee66038418a269f4ed0aca210866	Dragon Communion Seal	https://eldenring.wiki.fextralife.com/Dragon_Communion_Seal	https://eldenring.wiki.fextralife.com/Dragon_Communion_Seal?oldid=758275	Dragon Communion Seal			lead_only
wiki:fextralife:page-20714:revision-757752	20714	757752	2026-08-21T21:32:59Z	151a73f01bb1b5dad672c1f7341849a21fb40355	Stargazer Heirloom	https://eldenring.wiki.fextralife.com/Stargazer_Heirloom	https://eldenring.wiki.fextralife.com/Stargazer_Heirloom?oldid=757752	Stargazer Heirloom	location1	Liurnia	lead_only
wiki:fextralife:page-20716:revision-750372	20716	750372	2026-08-13T07:19:32Z	a699457f2362923fa3a708c92a100c10f6d9103d	Dragon Greatclaw	https://eldenring.wiki.fextralife.com/Dragon_Greatclaw	https://eldenring.wiki.fextralife.com/Dragon_Greatclaw?oldid=750372	Dragon Greatclaw			lead_only
wiki:fextralife:page-20723:revision-758276	20723	758276	2026-08-21T21:43:27Z	b70e6ea2b8edd156ff8b31a43b38ee054be79713	Dragon Halberd	https://eldenring.wiki.fextralife.com/Dragon_Halberd	https://eldenring.wiki.fextralife.com/Dragon_Halberd?oldid=758276	Dragon Halberd	location1	Siofra River	lead_only
wiki:fextralife:page-20728:revision-756587	20728	756587	2026-08-21T21:07:16Z	0fe9625e34e0b45e519b401b56c77af63ea0d53d	Starlight	https://eldenring.wiki.fextralife.com/Starlight	https://eldenring.wiki.fextralife.com/Starlight?oldid=756587	Starlight			lead_only
wiki:fextralife:page-20734:revision-757351	20734	757351	2026-08-21T21:22:30Z	b27783f118f434b5af0fb6c36be48cf3c47f46a5	Miranda Sprout Ashes	https://eldenring.wiki.fextralife.com/Miranda_Sprout_Ashes	https://eldenring.wiki.fextralife.com/Miranda_Sprout_Ashes?oldid=757351	Miranda Sprout Ashes	location1	Caelid	lead_only
wiki:fextralife:page-20743:revision-756588	20743	756588	2026-08-21T21:07:17Z	caaca3608ba5e4cecb1d7850be9fbb2c6e749610	Stars of Ruin	https://eldenring.wiki.fextralife.com/Stars_of_Ruin	https://eldenring.wiki.fextralife.com/Stars_of_Ruin?oldid=756588	Stars of Ruin			lead_only
wiki:fextralife:page-20750:revision-756559	20750	756559	2026-08-21T21:06:43Z	b7618c5c6f978785b57b7dd114df09c2dd127d49	Miriam's Vanishing	https://eldenring.wiki.fextralife.com/Miriam's_Vanishing	https://eldenring.wiki.fextralife.com/Miriam's_Vanishing?oldid=756559	Miriam's Vanishing			lead_only
wiki:fextralife:page-20756:revision-757471	20756	757471	2026-08-21T21:24:52Z	8bf1757d09ab71f7613822844095ed8888b25692	Miriel's Bell Bearing	https://eldenring.wiki.fextralife.com/Miriel's_Bell_Bearing	https://eldenring.wiki.fextralife.com/Miriel's_Bell_Bearing?oldid=757471	Miriel's Bell Bearing			lead_only
wiki:fextralife:page-20758:revision-757753	20758	757753	2026-08-21T21:33:00Z	042fe3aebd4f1590fbd0f5985d8cb7bfca14d68d	Starscourge Heirloom	https://eldenring.wiki.fextralife.com/Starscourge_Heirloom	https://eldenring.wiki.fextralife.com/Starscourge_Heirloom?oldid=757753	Starscourge Heirloom			lead_only
wiki:fextralife:page-20765:revision-757550	20765	757550	2026-08-21T21:26:23Z	3700e347076b080668a731a1a592c7baafab09d5	Repeating Crossbow	https://eldenring.wiki.fextralife.com/Repeating_Crossbow	https://eldenring.wiki.fextralife.com/Repeating_Crossbow?oldid=757550	Repeating Crossbow			lead_only
wiki:fextralife:page-20777:revision-743313	20777	743313	2026-08-06T14:28:27Z	fbdd9fc4696d9a67d2ba71da0dff3cb662e811f9	About Requesting Help from Hunters	https://eldenring.wiki.fextralife.com/About_Requesting_Help_from_Hunters	https://eldenring.wiki.fextralife.com/About_Requesting_Help_from_Hunters?oldid=743313	About Requesting Help from Hunters			lead_only
wiki:fextralife:page-20794:revision-758327	20794	758327	2026-08-21T21:44:34Z	ecfbb492c75d8827557e5ffb76d4c527913edf58	Godskin Stitcher	https://eldenring.wiki.fextralife.com/Godskin_Stitcher	https://eldenring.wiki.fextralife.com/Godskin_Stitcher?oldid=758327	Godskin Stitcher			lead_only
wiki:fextralife:page-20797:revision-754758	20797	754758	2026-08-20T03:20:31Z	f0fae0a1f582974b863bfbc5e3bcce475d5b838a	Retaliatory Crossed-Tree	https://eldenring.wiki.fextralife.com/Retaliatory_Crossed-Tree	https://eldenring.wiki.fextralife.com/Retaliatory_Crossed-Tree?oldid=754758	Retaliatory Crossed-Tree			lead_only
wiki:fextralife:page-20802:revision-757688	20802	757688	2026-08-21T21:31:43Z	1e8519951a4f3d77d711b8698fe3505878acb1b5	Godskin Swaddling Cloth	https://eldenring.wiki.fextralife.com/Godskin_Swaddling_Cloth	https://eldenring.wiki.fextralife.com/Godskin_Swaddling_Cloth?oldid=757688	Godskin Swaddling Cloth			lead_only
wiki:fextralife:page-20806:revision-758224	20806	758224	2026-08-21T21:42:20Z	1fe97f703414080c4862d97d22c9e16ea0487faa	Briar Greatshield	https://eldenring.wiki.fextralife.com/Briar_Greatshield	https://eldenring.wiki.fextralife.com/Briar_Greatshield?oldid=758224	Briar Greatshield			lead_only
wiki:fextralife:page-20810:revision-758328	20810	758328	2026-08-21T21:44:35Z	f4390123abe4018fba522b75b70d559f753c32ca	Godslayer's Greatsword	https://eldenring.wiki.fextralife.com/Godslayer's_Greatsword	https://eldenring.wiki.fextralife.com/Godslayer's_Greatsword?oldid=758328	Godslayer's Greatsword	location1	Caelid	lead_only
wiki:fextralife:page-20817:revision-758329	20817	758329	2026-08-21T21:44:37Z	fe228c48b9cd91498302dfaf23492e60ca417ffc	Godslayer's Seal	https://eldenring.wiki.fextralife.com/Godslayer's_Seal	https://eldenring.wiki.fextralife.com/Godslayer's_Seal?oldid=758329	Godslayer's Seal	location1	Stormveil	lead_only
wiki:fextralife:page-20823:revision-758497	20823	758497	2026-08-21T21:48:23Z	fe1ad69d89fa52f4d70efbb13bb1f37eeaa2e0c1	Steel-Wire Torch	https://eldenring.wiki.fextralife.com/Steel-Wire_Torch	https://eldenring.wiki.fextralife.com/Steel-Wire_Torch?oldid=758497	Steel-Wire Torch			lead_only
wiki:fextralife:page-20824:revision-743285	20824	743285	2026-08-06T14:27:31Z	d44272c802dd8dec8ae892278e0af168ba01f791	About Stakes of Marika	https://eldenring.wiki.fextralife.com/About_Stakes_of_Marika	https://eldenring.wiki.fextralife.com/About_Stakes_of_Marika?oldid=743285	About Stakes of Marika			lead_only
wiki:fextralife:page-20839:revision-756477	20839	756477	2026-08-21T21:05:04Z	984b02abe713db92cf449ed311735ff05faa3a32	Briars of Punishment	https://eldenring.wiki.fextralife.com/Briars_of_Punishment	https://eldenring.wiki.fextralife.com/Briars_of_Punishment?oldid=756477	Briars of Punishment	location1	Mountaintops of the Giants	lead_only
wiki:fextralife:page-20852:revision-758277	20852	758277	2026-08-21T21:43:28Z	8ccfa0bc21ad3e93da7b1095e01742df2db77c34	Dragon Towershield	https://eldenring.wiki.fextralife.com/Dragon_Towershield	https://eldenring.wiki.fextralife.com/Dragon_Towershield?oldid=758277	Dragon Towershield	location1	Farum Azula	lead_only
wiki:fextralife:page-20866:revision-757938	20866	757938	2026-08-21T21:36:38Z	a37d4a8ef78a10321eb050e624c93f0b318f62a7	Gold Bracelets	https://eldenring.wiki.fextralife.com/Gold_Bracelets	https://eldenring.wiki.fextralife.com/Gold_Bracelets?oldid=757938	Gold Bracelets			lead_only
wiki:fextralife:page-20876:revision-756495	20876	756495	2026-08-21T21:05:27Z	ab85776dcd47f0539cc7e5198cb091ce634be806	Dragonbolt Blessing	https://eldenring.wiki.fextralife.com/Dragonbolt_Blessing	https://eldenring.wiki.fextralife.com/Dragonbolt_Blessing?oldid=756495	Dragonbolt Blessing			lead_only
wiki:fextralife:page-20890:revision-757163	20890	757163	2026-08-21T21:18:50Z	f8fb1637d23ce3d3c45899430d975af29dec5b94	Gold Sewing Needle	https://eldenring.wiki.fextralife.com/Gold_Sewing_Needle	https://eldenring.wiki.fextralife.com/Gold_Sewing_Needle?oldid=757163	Gold Sewing Needle			lead_only
wiki:fextralife:page-20892:revision-756496	20892	756496	2026-08-21T21:05:28Z	031321a03bc33136be93a1101718171bad071940	Dragonbolt of Florissax	https://eldenring.wiki.fextralife.com/Dragonbolt_of_Florissax	https://eldenring.wiki.fextralife.com/Dragonbolt_of_Florissax?oldid=756496	Dragonbolt of Florissax			lead_only
wiki:fextralife:page-20898:revision-757939	20898	757939	2026-08-21T21:36:39Z	a9a04f50c65892ab81f888306c31bbef030338bf	Gold Waistwrap	https://eldenring.wiki.fextralife.com/Gold_Waistwrap	https://eldenring.wiki.fextralife.com/Gold_Waistwrap?oldid=757939	Gold Waistwrap			lead_only
wiki:fextralife:page-20900:revision-756497	20900	756497	2026-08-21T21:05:29Z	e69a9b9368ca2c559acc46f4ec370f8973b41746	Dragonclaw	https://eldenring.wiki.fextralife.com/Dragonclaw	https://eldenring.wiki.fextralife.com/Dragonclaw?oldid=756497	Dragonclaw			lead_only
wiki:fextralife:page-20906:revision-756532	20906	756532	2026-08-21T21:06:11Z	a81ee1b39c08e59f473d8e500dffa7eb4427182b	Golden Arcs	https://eldenring.wiki.fextralife.com/Golden_Arcs	https://eldenring.wiki.fextralife.com/Golden_Arcs?oldid=756532	Golden Arcs			lead_only
wiki:fextralife:page-20908:revision-758279	20908	758279	2026-08-21T21:43:31Z	cba622e7fca81207d8f045fd455916075b05a702	Dragonclaw Shield	https://eldenring.wiki.fextralife.com/Dragonclaw_Shield	https://eldenring.wiki.fextralife.com/Dragonclaw_Shield?oldid=758279	Dragonclaw Shield			lead_only
wiki:fextralife:page-20916:revision-757672	20916	757672	2026-08-21T21:31:25Z	49e68a85ff18c4bdaf4297df2f69cc79c40f0918	Dragoncrest Greatshield Talisman	https://eldenring.wiki.fextralife.com/Dragoncrest_Greatshield_Talisman	https://eldenring.wiki.fextralife.com/Dragoncrest_Greatshield_Talisman?oldid=757672	Dragoncrest Greatshield Talisman			lead_only
wiki:fextralife:page-20925:revision-757673	20925	757673	2026-08-21T21:31:26Z	50d76f27186978b64bf7b29aa4e6fc26ef169a1c	Dragoncrest Shield Talisman	https://eldenring.wiki.fextralife.com/Dragoncrest_Shield_Talisman	https://eldenring.wiki.fextralife.com/Dragoncrest_Shield_Talisman?oldid=757673	Dragoncrest Shield Talisman			lead_only
wiki:fextralife:page-20949:revision-756498	20949	756498	2026-08-21T21:05:30Z	128985ecf621668f378c4b88c6154741ecabaa5b	Dragonfire	https://eldenring.wiki.fextralife.com/Dragonfire	https://eldenring.wiki.fextralife.com/Dragonfire?oldid=756498	Dragonfire			lead_only
wiki:fextralife:page-20961:revision-758368	20961	758368	2026-08-21T21:45:31Z	2e7f9a6494506338b3c53ce9e873da4cb85fe1a0	Inverted Hawk Heater Shield	https://eldenring.wiki.fextralife.com/Inverted_Hawk_Heater_Shield	https://eldenring.wiki.fextralife.com/Inverted_Hawk_Heater_Shield?oldid=758368	Inverted Hawk Heater Shield	location1	Siofra River	lead_only
wiki:fextralife:page-20965:revision-758225	20965	758225	2026-08-21T21:42:21Z	1c02503bb52e147ed70839c72528e594f8c5a39a	Brick Hammer	https://eldenring.wiki.fextralife.com/Brick_Hammer	https://eldenring.wiki.fextralife.com/Brick_Hammer?oldid=758225	Brick Hammer	location1	Stormveil	lead_only
wiki:fextralife:page-20966:revision-756499	20966	756499	2026-08-21T21:05:31Z	cf717e0a206845c7d989564dff444f4c2a5b4b37	Dragonice	https://eldenring.wiki.fextralife.com/Dragonice	https://eldenring.wiki.fextralife.com/Dragonice?oldid=756499	Dragonice			lead_only
