redmaw_url	canonical_url	revision_url	page_id	revision_id	revision_timestamp
https://eldenring.wiki.gg/wiki/Memory_Stone	https://eldenring.wiki.gg/wiki/Memory_Stone	https://eldenring.wiki.gg/wiki/Memory_Stone?oldid=100680	6480	100680	2026-08-17T23:24:37Z
https://eldenring.wiki.gg/wiki/Miranda_Powder	https://eldenring.wiki.gg/wiki/Miranda_Powder	https://eldenring.wiki.gg/wiki/Miranda_Powder?oldid=82600	8468	82600	2025-04-14T14:47:48Z
https://eldenring.wiki.gg/wiki/Nascent_Butterfly	https://eldenring.wiki.gg/wiki/Nascent_Butterfly	https://eldenring.wiki.gg/wiki/Nascent_Butterfly?oldid=99391	11647	99391	2026-03-24T11:13:35Z
https://eldenring.wiki.gg/wiki/Neutralizing_Boluses	https://eldenring.wiki.gg/wiki/Neutralizing_Boluses	https://eldenring.wiki.gg/wiki/Neutralizing_Boluses?oldid=98936	7248	98936	2026-02-02T07:47:05Z
https://eldenring.wiki.gg/wiki/O,_Flame!	https://eldenring.wiki.gg/wiki/O%2C_Flame%21	https://eldenring.wiki.gg/wiki/O%2C_Flame%21?oldid=97568	4011	97568	2025-12-06T10:04:53Z
https://eldenring.wiki.gg/wiki/Old_Fang	https://eldenring.wiki.gg/wiki/Old_Fang	https://eldenring.wiki.gg/wiki/Old_Fang?oldid=44772	11899	44772	2024-09-27T04:02:27Z
https://eldenring.wiki.gg/wiki/Perfume_Bottle	https://eldenring.wiki.gg/wiki/Perfume_Bottle	https://eldenring.wiki.gg/wiki/Perfume_Bottle?oldid=98643	4334	98643	2026-01-10T04:38:59Z
https://eldenring.wiki.gg/wiki/Pickled_Turtle_Neck	https://eldenring.wiki.gg/wiki/Pickled_Turtle_Neck	https://eldenring.wiki.gg/wiki/Pickled_Turtle_Neck?oldid=95340	11925	95340	2025-07-26T19:00:54Z
https://eldenring.wiki.gg/wiki/Poison_Grease	https://eldenring.wiki.gg/wiki/Poison_Grease	https://eldenring.wiki.gg/wiki/Poison_Grease?oldid=99327	11537	99327	2026-03-04T11:01:18Z
https://eldenring.wiki.gg/wiki/Poisonbloom	https://eldenring.wiki.gg/wiki/Poisonbloom	https://eldenring.wiki.gg/wiki/Poisonbloom?oldid=100397	1550	100397	2026-08-09T01:12:17Z
https://eldenring.wiki.gg/wiki/Poisonbone_Dart	https://eldenring.wiki.gg/wiki/Poisonbone_Dart	https://eldenring.wiki.gg/wiki/Poisonbone_Dart?oldid=84875	14125	84875	2025-05-13T17:16:10Z
https://eldenring.wiki.gg/wiki/Poisoned_Stone	https://eldenring.wiki.gg/wiki/Poisoned_Stone	https://eldenring.wiki.gg/wiki/Poisoned_Stone?oldid=70648	8956	70648	2025-01-14T06:18:30Z
https://eldenring.wiki.gg/wiki/Preserving_Boluses	https://eldenring.wiki.gg/wiki/Preserving_Boluses	https://eldenring.wiki.gg/wiki/Preserving_Boluses?oldid=99721	3066	99721	2026-05-13T19:09:16Z
https://eldenring.wiki.gg/wiki/Radagon%27s_Rings_of_Light	https://eldenring.wiki.gg/wiki/Radagon's_Rings_of_Light	https://eldenring.wiki.gg/wiki/Radagon's_Rings_of_Light?oldid=83586	4592	83586	2025-05-02T03:26:09Z
https://eldenring.wiki.gg/wiki/Ritual_Pot	https://eldenring.wiki.gg/wiki/Ritual_Pot	https://eldenring.wiki.gg/wiki/Ritual_Pot?oldid=66982	11495	66982	2024-11-20T04:42:26Z
https://eldenring.wiki.gg/wiki/Rune_Arc	https://eldenring.wiki.gg/wiki/Rune_Arc	https://eldenring.wiki.gg/wiki/Rune_Arc?oldid=71254	2553	71254	2025-01-25T16:10:15Z
https://eldenring.wiki.gg/wiki/Sacrificial_Twig	https://eldenring.wiki.gg/wiki/Sacrificial_Twig	https://eldenring.wiki.gg/wiki/Sacrificial_Twig?oldid=93171	9298	93171	2025-06-29T09:34:45Z
https://eldenring.wiki.gg/wiki/Silver-Pickled_Fowl_Foot	https://eldenring.wiki.gg/wiki/Silver-Pickled_Fowl_Foot	https://eldenring.wiki.gg/wiki/Silver-Pickled_Fowl_Foot?oldid=101061	1630	101061	2026-08-30T22:24:31Z
https://eldenring.wiki.gg/wiki/Sliver_of_Meat	https://eldenring.wiki.gg/wiki/Sliver_of_Meat	https://eldenring.wiki.gg/wiki/Sliver_of_Meat?oldid=27555	7334	27555	2024-08-29T15:47:36Z
https://eldenring.wiki.gg/wiki/Slumbering_Egg	https://eldenring.wiki.gg/wiki/Slumbering_Egg	https://eldenring.wiki.gg/wiki/Slumbering_Egg?oldid=82248	8471	82248	2025-04-03T21:35:48Z
https://eldenring.wiki.gg/wiki/Smithing_Stone_1	https://eldenring.wiki.gg/wiki/Smithing_Stone_1	https://eldenring.wiki.gg/wiki/Smithing_Stone_1?oldid=100372	14861	100372	2026-08-08T19:46:52Z
https://eldenring.wiki.gg/wiki/Smithing_Stone_2	https://eldenring.wiki.gg/wiki/Smithing_Stone_2	https://eldenring.wiki.gg/wiki/Smithing_Stone_2?oldid=100390	7911	100390	2026-08-09T00:48:55Z
https://eldenring.wiki.gg/wiki/Soap	https://eldenring.wiki.gg/wiki/Soap	https://eldenring.wiki.gg/wiki/Soap?oldid=84889	2429	84889	2025-05-13T18:03:32Z
https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_3	https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_3	https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_3?oldid=71674	2971	71674	2025-02-04T00:54:00Z
https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_4	https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_4	https://eldenring.wiki.gg/wiki/Somber_Smithing_Stone_4?oldid=71675	68	71675	2025-02-04T00:54:27Z
https://eldenring.wiki.gg/wiki/St._Trina%27s_Arrow	https://eldenring.wiki.gg/wiki/St._Trina's_Arrow	https://eldenring.wiki.gg/wiki/St._Trina's_Arrow?oldid=75056	1836	75056	2025-03-11T23:37:38Z
https://eldenring.wiki.gg/wiki/Stanching_Boluses	https://eldenring.wiki.gg/wiki/Stanching_Boluses	https://eldenring.wiki.gg/wiki/Stanching_Boluses?oldid=84448	5094	84448	2025-05-09T12:10:43Z
https://eldenring.wiki.gg/wiki/Star_Shower	https://eldenring.wiki.gg/wiki/Star_Shower	https://eldenring.wiki.gg/wiki/Star_Shower?oldid=83325	6325	83325	2025-04-29T19:52:43Z
https://eldenring.wiki.gg/wiki/Stimulating_Boluses	https://eldenring.wiki.gg/wiki/Stimulating_Boluses	https://eldenring.wiki.gg/wiki/Stimulating_Boluses?oldid=84883	3548	84883	2025-05-13T17:49:36Z
https://eldenring.wiki.gg/wiki/Stonesword_Key	https://eldenring.wiki.gg/wiki/Stonesword_Key	https://eldenring.wiki.gg/wiki/Stonesword_Key?oldid=100701	9805	100701	2026-08-18T23:18:39Z
https://eldenring.wiki.gg/wiki/Stormhawk_Feather	https://eldenring.wiki.gg/wiki/Stormhawk_Feather	https://eldenring.wiki.gg/wiki/Stormhawk_Feather?oldid=49482	13175	49482	2024-09-03T13:23:22Z
https://eldenring.wiki.gg/wiki/Surge,_O_Flame!	https://eldenring.wiki.gg/wiki/Surge%2C_O_Flame%21	https://eldenring.wiki.gg/wiki/Surge%2C_O_Flame%21?oldid=100906	11481	100906	2026-08-28T15:56:33Z
https://eldenring.wiki.gg/wiki/Swift_Glintstone_Shard	https://eldenring.wiki.gg/wiki/Swift_Glintstone_Shard	https://eldenring.wiki.gg/wiki/Swift_Glintstone_Shard?oldid=83179	4444	83179	2025-04-26T16:58:29Z
https://eldenring.wiki.gg/wiki/Thawfrost_Boluses	https://eldenring.wiki.gg/wiki/Thawfrost_Boluses	https://eldenring.wiki.gg/wiki/Thawfrost_Boluses?oldid=94526	9320	94526	2025-07-11T20:58:36Z
https://eldenring.wiki.gg/wiki/Toxic_Mossling	https://eldenring.wiki.gg/wiki/Toxic_Mossling	https://eldenring.wiki.gg/wiki/Toxic_Mossling?oldid=42073	11162	42073	2024-08-29T20:23:58Z
https://eldenring.wiki.gg/wiki/Toxic_Mushroom	https://eldenring.wiki.gg/wiki/Toxic_Mushroom	https://eldenring.wiki.gg/wiki/Toxic_Mushroom?oldid=21762	5702	21762	2024-09-29T21:20:45Z
https://eldenring.wiki.gg/wiki/Trina%27s_Lily	https://eldenring.wiki.gg/wiki/Trina's_Lily	https://eldenring.wiki.gg/wiki/Trina's_Lily?oldid=94524	14508	94524	2025-07-11T14:37:59Z
https://eldenring.wiki.gg/wiki/Upper-Class_Robe	https://eldenring.wiki.gg/wiki/Upper-Class_Robe	https://eldenring.wiki.gg/wiki/Upper-Class_Robe?oldid=37285	9933	37285	2023-07-14T19:11:43Z
