source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	acquisition_rows	disposition
wiki:eldenpedia:page-1662:revision-6322	1662	6322	2024-07-10T18:09:53Z	c1ed8ac6658ac6e2a1331dc5592af55d754c1633	Black-Key Bolt	https://eldenring.wiki.gg/wiki/Black-Key_Bolt	https://eldenring.wiki.gg/w/index.php?oldid=6322	18	lead_only
wiki:eldenpedia:page-16654:revision-82381	16654	82381	2025-04-06T23:13:49Z	6e29bb73d117422f030375987dd8779583d5762c	Igon's Helm	https://eldenring.wiki.gg/wiki/Igon's_Helm	https://eldenring.wiki.gg/w/index.php?oldid=82381	5	lead_only
wiki:eldenpedia:page-16656:revision-82383	16656	82383	2025-04-06T23:14:03Z	b71429d1af6d75a4a0c734e67e8fbccd4a048044	Igon's Armor	https://eldenring.wiki.gg/wiki/Igon's_Armor	https://eldenring.wiki.gg/w/index.php?oldid=82383	5	lead_only
wiki:eldenpedia:page-16658:revision-82385	16658	82385	2025-04-06T23:14:16Z	37d373ce45a29a7191edde1f6fd7b2d38e3e81d1	Igon's Gauntlets	https://eldenring.wiki.gg/wiki/Igon's_Gauntlets	https://eldenring.wiki.gg/w/index.php?oldid=82385	5	lead_only
wiki:eldenpedia:page-16659:revision-82386	16659	82386	2025-04-06T23:14:23Z	5980f71ffbd6728bc7822656c1d529038b661e9b	Igon's Loincloth	https://eldenring.wiki.gg/wiki/Igon's_Loincloth	https://eldenring.wiki.gg/w/index.php?oldid=82386	5	lead_only
wiki:eldenpedia:page-1992:revision-82708	1992	82708	2025-04-18T15:51:10Z	cc065e9b7cc67a527d5d51ec0acfc4b8717e3a03	Whetstone Knife	https://eldenring.wiki.gg/wiki/Whetstone_Knife	https://eldenring.wiki.gg/w/index.php?oldid=82708	1	lead_only
wiki:eldenpedia:page-2062:revision-7897	2062	7897	2024-07-22T16:07:36Z	4780bfe814af61659a6b759ae572fcf71e75e199	Black Knife Tiche	https://eldenring.wiki.gg/wiki/Black_Knife_Tiche	https://eldenring.wiki.gg/w/index.php?oldid=7897	0	lead_only
wiki:eldenpedia:page-2221:revision-70638	2221	70638	2025-01-14T03:03:55Z	93e9240b29b1f79223319c6be4738bf1a3f0de00	Gravity Stone Fan	https://eldenring.wiki.gg/wiki/Gravity_Stone_Fan	https://eldenring.wiki.gg/w/index.php?oldid=70638	3	lead_only
wiki:eldenpedia:page-2397:revision-99819	2397	99819	2026-05-30T16:22:05Z	389b51835d81eff54704dec315c382c338f2f9cd	"Prattling Pate ""Wonderful"""	"https://eldenring.wiki.gg/wiki/Prattling_Pate_""Wonderful"""	https://eldenring.wiki.gg/w/index.php?oldid=99819	0	lead_only
wiki:eldenpedia:page-2553:revision-71254	2553	71254	2025-01-25T16:10:15Z	35c042d7a51fdf44749a9de2c8d275df463008bb	Rune Arc	https://eldenring.wiki.gg/wiki/Rune_Arc	https://eldenring.wiki.gg/w/index.php?oldid=71254	8	lead_only
wiki:eldenpedia:page-2741:revision-99660	2741	99660	2026-05-03T03:06:27Z	a8ca79832f0d672221dd290629738341d26544a0	Hefty Cracked Pot	https://eldenring.wiki.gg/wiki/Hefty_Cracked_Pot	https://eldenring.wiki.gg/w/index.php?oldid=99660	9	lead_only
wiki:eldenpedia:page-3127:revision-12130	3127	12130	2024-03-21T17:55:11Z	617ca3f845ed50dcc6a858d3063422fed831d99b	Lightning Scorpion Charm	https://eldenring.wiki.gg/wiki/Lightning_Scorpion_Charm	https://eldenring.wiki.gg/w/index.php?oldid=12130	1	lead_only
wiki:eldenpedia:page-3321:revision-68897	3321	68897	2024-12-09T21:38:59Z	dee0029a08db606458be22bc1e75e51ba7a37bda	Ash of War: Sky Shot	https://eldenring.wiki.gg/wiki/Ash_of_War:_Sky_Shot	https://eldenring.wiki.gg/w/index.php?oldid=68897	1	lead_only
wiki:eldenpedia:page-3379:revision-13371	3379	13371	2024-09-28T21:03:16Z	e9b6f91c0ff22589ce209e0362a0945b235b3545	Crucible Greaves	https://eldenring.wiki.gg/wiki/Crucible_Greaves	https://eldenring.wiki.gg/w/index.php?oldid=13371	2	lead_only
wiki:eldenpedia:page-3590:revision-83839	3590	83839	2025-05-03T19:00:18Z	b24fe501ade29df54b07cea9b55052957d4143d0	Deep-Purple Lily	https://eldenring.wiki.gg/wiki/Deep-Purple_Lily	https://eldenring.wiki.gg/w/index.php?oldid=83839	3	lead_only
wiki:eldenpedia:page-3677:revision-99624	3677	99624	2026-04-17T14:56:50Z	f374cb9aa2d4dcd6ed947429aaa9b15f845bb685	Miquella's Needle	https://eldenring.wiki.gg/wiki/Miquella's_Needle	https://eldenring.wiki.gg/w/index.php?oldid=99624	1	lead_only
wiki:eldenpedia:page-3913:revision-15351	3913	15351	2024-09-17T15:45:51Z	c87cd126c61eddf5f2b5fdc436f1554ce7b5da5d	Cursemark of Death	https://eldenring.wiki.gg/wiki/Cursemark_of_Death	https://eldenring.wiki.gg/w/index.php?oldid=15351	1	lead_only
wiki:eldenpedia:page-3983:revision-15646	3983	15646	2024-09-21T20:05:06Z	e7c87e06f284d44d07b7ed7eae7b5173f51d8af9	Sewing Needle	https://eldenring.wiki.gg/wiki/Sewing_Needle	https://eldenring.wiki.gg/w/index.php?oldid=15646	1	lead_only
wiki:eldenpedia:page-4251:revision-16598	4251	16598	2024-03-20T05:01:16Z	d1e1a3a8c893c94180b7e2aaafd8ac9935c281d7	"""Resurrection"" Painting"	"https://eldenring.wiki.gg/wiki/""Resurrection""_Painting"	https://eldenring.wiki.gg/w/index.php?oldid=16598	1	lead_only
wiki:eldenpedia:page-4334:revision-98643	4334	98643	2026-01-10T04:38:59Z	86975225665d7fab137bf58fb6349c0ae835a1c1	Perfume Bottle	https://eldenring.wiki.gg/wiki/Perfume_Bottle	https://eldenring.wiki.gg/w/index.php?oldid=98643	11	lead_only
wiki:eldenpedia:page-4437:revision-99824	4437	99824	2026-06-01T14:35:33Z	f88d58faafa50f5058e1b7555fecb50cfdd09d38	Lost Ashes of War	https://eldenring.wiki.gg/wiki/Lost_Ashes_of_War	https://eldenring.wiki.gg/w/index.php?oldid=99824	19	lead_only
wiki:eldenpedia:page-444:revision-1618	444	1618	2024-07-14T09:13:01Z	45be8ae1fffbcf5b0c20572ae0b07fab85eceae1	Putrid Corpse Ashes	https://eldenring.wiki.gg/wiki/Putrid_Corpse_Ashes	https://eldenring.wiki.gg/w/index.php?oldid=1618	0	lead_only
wiki:eldenpedia:page-4486:revision-17421	4486	17421	2024-09-02T19:33:45Z	213746af22ea1f53437225fd2c1b71c156ef64c9	Black Whetblade	https://eldenring.wiki.gg/wiki/Black_Whetblade	https://eldenring.wiki.gg/w/index.php?oldid=17421	1	lead_only
wiki:eldenpedia:page-4898:revision-70654	4898	70654	2025-01-14T06:38:48Z	1d6d2ce64a30aac3db782964b7d9a5ae0abe1c8a	Large Glintstone Scrap	https://eldenring.wiki.gg/wiki/Large_Glintstone_Scrap	https://eldenring.wiki.gg/w/index.php?oldid=70654	2	lead_only
wiki:eldenpedia:page-4911:revision-99687	4911	99687	2026-05-07T11:01:02Z	f523a6797d99edea3319c60dc1520c472ceab56d	Larval Tear	https://eldenring.wiki.gg/wiki/Larval_Tear	https://eldenring.wiki.gg/w/index.php?oldid=99687	29	lead_only
wiki:eldenpedia:page-5168:revision-64493	5168	64493	2024-10-14T23:55:52Z	e5123e66ff18bc97887687d10b6ece8646c27cd3	Nox Mirrorhelm	https://eldenring.wiki.gg/wiki/Nox_Mirrorhelm	https://eldenring.wiki.gg/w/index.php?oldid=64493	1	lead_only
wiki:eldenpedia:page-5369:revision-73473	5369	73473	2025-02-24T09:44:29Z	e9aeac4a0fa9efc310787b0d37391619db467365	Erdtree Seal	https://eldenring.wiki.gg/wiki/Erdtree_Seal	https://eldenring.wiki.gg/w/index.php?oldid=73473	2	lead_only
wiki:eldenpedia:page-5657:revision-98694	5657	98694	2026-01-13T15:23:07Z	da7dba435192712b0c85a77d00a620e527ba75bf	Aeonian Butterfly	https://eldenring.wiki.gg/wiki/Aeonian_Butterfly	https://eldenring.wiki.gg/w/index.php?oldid=98694	18	lead_only
wiki:eldenpedia:page-5766:revision-85942	5766	85942	2025-05-30T20:32:02Z	326dceb69d8ad03346de03cfcead873579af49bf	Revered Spirit Ash	https://eldenring.wiki.gg/wiki/Revered_Spirit_Ash	https://eldenring.wiki.gg/w/index.php?oldid=85942	31	lead_only
wiki:eldenpedia:page-5870:revision-22284	5870	22284	2023-10-21T12:36:55Z	53ad69797c62a46355fd9526a646ab48f10789f2	Explosive Greatbolt	https://eldenring.wiki.gg/wiki/Explosive_Greatbolt	https://eldenring.wiki.gg/w/index.php?oldid=22284	8	lead_only
wiki:eldenpedia:page-5894:revision-82596	5894	82596	2025-04-14T14:41:32Z	53b0d0d1a68a9118992433d58765f399379298fe	Celestial Dew	https://eldenring.wiki.gg/wiki/Celestial_Dew	https://eldenring.wiki.gg/w/index.php?oldid=82596	0	lead_only
wiki:eldenpedia:page-6480:revision-100680	6480	100680	2026-08-17T23:24:37Z	4f64ec6ea32191ef7a2cd67d727d0b8665d4e3ef	Memory Stone	https://eldenring.wiki.gg/wiki/Memory_Stone	https://eldenring.wiki.gg/w/index.php?oldid=100680	10	lead_only
wiki:eldenpedia:page-6506:revision-99382	6506	99382	2026-03-13T22:30:12Z	f16f5975d7875f38c3969c29f398f32ea45b2239	Scadutree Fragment	https://eldenring.wiki.gg/wiki/Scadutree_Fragment	https://eldenring.wiki.gg/w/index.php?oldid=99382	51	lead_only
wiki:eldenpedia:page-6511:revision-67455	6511	67455	2024-11-21T20:39:30Z	c7d2f67bd7db4d2b21d2a3966f57c8f1c51289fa	Crucible Gauntlets	https://eldenring.wiki.gg/wiki/Crucible_Gauntlets	https://eldenring.wiki.gg/w/index.php?oldid=67455	2	lead_only
wiki:eldenpedia:page-6686:revision-99769	6686	99769	2026-05-24T20:55:51Z	98533eaebc3feaf48c77505b144b283ad8a1404c	Ancient Dragon Knight Kristoff	https://eldenring.wiki.gg/wiki/Ancient_Dragon_Knight_Kristoff	https://eldenring.wiki.gg/w/index.php?oldid=99769	0	lead_only
wiki:eldenpedia:page-6776:revision-83601	6776	83601	2025-05-02T03:32:58Z	b156dcc485ec177fc53d05609b1243f9ccc80b78	Lansseax's Glaive	https://eldenring.wiki.gg/wiki/Lansseax's_Glaive	https://eldenring.wiki.gg/w/index.php?oldid=83601	1	lead_only
wiki:eldenpedia:page-697:revision-2497	697	2497	2023-08-26T12:09:29Z	6959dc2242b595c2eede3a210a52fa1f7042d12d	Haligtree Knight Helm	https://eldenring.wiki.gg/wiki/Haligtree_Knight_Helm	https://eldenring.wiki.gg/w/index.php?oldid=2497	0	lead_only
wiki:eldenpedia:page-7055:revision-68408	7055	68408	2024-12-01T13:37:05Z	8ee8e1ee06c2d63ea8be61ca070865b8a14ede6d	Ash of War: Troll's Roar	https://eldenring.wiki.gg/wiki/Ash_of_War:_Troll's_Roar	https://eldenring.wiki.gg/w/index.php?oldid=68408	1	lead_only
wiki:eldenpedia:page-7418:revision-74164	7418	74164	2025-03-09T21:25:32Z	27fca4ef07c24f2417dc5fa7f219523873e9ebff	Crimson Tear Scarab	https://eldenring.wiki.gg/wiki/Crimson_Tear_Scarab	https://eldenring.wiki.gg/w/index.php?oldid=74164	1	lead_only
wiki:eldenpedia:page-7441:revision-99809	7441	99809	2026-05-29T10:20:10Z	9fe86c9892c052cdce0e8f8f0a84feed96f0a740	Medicine Peddler's Bell Bearing	https://eldenring.wiki.gg/wiki/Medicine_Peddler's_Bell_Bearing	https://eldenring.wiki.gg/w/index.php?oldid=99809	1	lead_only
wiki:eldenpedia:page-7467:revision-28111	7467	28111	2023-10-21T18:27:13Z	dcc36d7b8dfd811155e3b306b876e3e34486ea71	Spiritflame Arrow	https://eldenring.wiki.gg/wiki/Spiritflame_Arrow	https://eldenring.wiki.gg/w/index.php?oldid=28111	6	lead_only
wiki:eldenpedia:page-7699:revision-100736	7699	100736	2026-08-19T09:06:14Z	87f96f4b88d70a80ddc3244dcc0b7f8df7baaf83	String	https://eldenring.wiki.gg/wiki/String	https://eldenring.wiki.gg/w/index.php?oldid=100736	8	lead_only
wiki:eldenpedia:page-7968:revision-30031	7968	30031	2023-10-21T15:21:18Z	7f426d63c401d4b9126200ab92c44a7c89509542	Lightning Greatbolt	https://eldenring.wiki.gg/wiki/Lightning_Greatbolt	https://eldenring.wiki.gg/w/index.php?oldid=30031	10	lead_only
wiki:eldenpedia:page-8112:revision-85968	8112	85968	2025-06-01T07:51:53Z	102a9f100839b41426ae62ad2070d3940523276c	Golden Order Seal	https://eldenring.wiki.gg/wiki/Golden_Order_Seal	https://eldenring.wiki.gg/w/index.php?oldid=85968	1	lead_only
wiki:eldenpedia:page-8360:revision-83821	8360	83821	2025-05-03T18:32:53Z	8a38e827128629670fc0cee478d19b1b38c4b6db	Redflesh Mushroom	https://eldenring.wiki.gg/wiki/Redflesh_Mushroom	https://eldenring.wiki.gg/w/index.php?oldid=83821	2	lead_only
wiki:eldenpedia:page-8543:revision-32232	8543	32232	2024-09-16T14:35:38Z	ba688689c8efbba2d40969044612232a8a1f48a1	Fingerprint Grape	https://eldenring.wiki.gg/wiki/Fingerprint_Grape	https://eldenring.wiki.gg/w/index.php?oldid=32232	1	lead_only
wiki:eldenpedia:page-8837:revision-73439	8837	73439	2025-02-23T17:53:48Z	58ac8c74144b7d3f5e184f05f4d318d6a6f5b829	Crystal Staff	https://eldenring.wiki.gg/wiki/Crystal_Staff	https://eldenring.wiki.gg/w/index.php?oldid=73439	2	lead_only
wiki:eldenpedia:page-8891:revision-85965	8891	85965	2025-06-01T07:50:57Z	df9e55fe03f2ce4191b5caed4772241aa89d4c5e	Albinauric Staff	https://eldenring.wiki.gg/wiki/Albinauric_Staff	https://eldenring.wiki.gg/w/index.php?oldid=85965	2	lead_only
wiki:eldenpedia:page-8950:revision-33884	8950	33884	2024-09-16T14:57:50Z	dcd1cf0161be719b02b1415eb48efe5ab2da5906	Serpent's Amnion	https://eldenring.wiki.gg/wiki/Serpent's_Amnion	https://eldenring.wiki.gg/w/index.php?oldid=33884	1	lead_only
wiki:eldenpedia:page-8969:revision-99538	8969	99538	2026-04-07T17:35:11Z	b3afda3a6fffbe96085e7a5be21d87427129fdc1	Golden Seed	https://eldenring.wiki.gg/wiki/Golden_Seed	https://eldenring.wiki.gg/w/index.php?oldid=99538	52	lead_only
wiki:eldenpedia:page-8972:revision-70759	8972	70759	2025-01-15T09:33:05Z	eb35694f2241ce5d37ad647d27ac13ba14b35144	Smoldering Butterfly	https://eldenring.wiki.gg/wiki/Smoldering_Butterfly	https://eldenring.wiki.gg/w/index.php?oldid=70759	3	lead_only
wiki:eldenpedia:page-9174:revision-100752	9174	100752	2026-08-21T20:09:25Z	c9da71f88595f8fccfc9cee87283896ccd94c45e	Albinauric Mask	https://eldenring.wiki.gg/wiki/Albinauric_Mask	https://eldenring.wiki.gg/w/index.php?oldid=100752	0	lead_only
wiki:eldenpedia:page-9245:revision-66913	9245	66913	2024-11-20T04:39:07Z	7ce0b783ffb361e0d4283c175b5f4fc8c91c8828	Nomadic Merchant's Bell Bearing 4	https://eldenring.wiki.gg/wiki/Nomadic_Merchant's_Bell_Bearing_4	https://eldenring.wiki.gg/w/index.php?oldid=66913	0	lead_only
wiki:eldenpedia:page-9301:revision-91553	9301	91553	2025-06-22T08:12:12Z	ee7846d280f07dde9c89a1c402354f3b43e1be8d	Warhawk Ashes	https://eldenring.wiki.gg/wiki/Warhawk_Ashes	https://eldenring.wiki.gg/w/index.php?oldid=91553	0	lead_only
wiki:eldenpedia:page-9316:revision-35134	9316	35134	2024-08-29T20:28:46Z	f50ae864b7b47b7fe205a2609963d86ea744a534	Frozen Maggot	https://eldenring.wiki.gg/wiki/Frozen_Maggot	https://eldenring.wiki.gg/w/index.php?oldid=35134	1	lead_only
wiki:eldenpedia:page-9553:revision-35905	9553	35905	2024-06-15T12:25:57Z	86c3eef705232aa0e94aa43e69f6c07388d23c6b	"Prattling Pate ""Please help"""	"https://eldenring.wiki.gg/wiki/Prattling_Pate_""Please_help"""	https://eldenring.wiki.gg/w/index.php?oldid=35905	0	lead_only
wiki:eldenpedia:page-9805:revision-100701	9805	100701	2026-08-18T23:18:39Z	af42ccdcdc9bd62262334cc3078a50b04031aa47	Stonesword Key	https://eldenring.wiki.gg/wiki/Stonesword_Key	https://eldenring.wiki.gg/w/index.php?oldid=100701	12	lead_only
wiki:eldenpedia:page-9899:revision-37146	9899	37146	2024-08-28T23:19:28Z	baca559f6f8c92df7b07b81155102abff41fd478	Shadow Realm Rune 2	https://eldenring.wiki.gg/wiki/Shadow_Realm_Rune_2	https://eldenring.wiki.gg/w/index.php?oldid=37146	1	lead_only
