source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	wiki_region	ap_regions	notable_loot_links	disposition
wiki:eldenpedia:page-618:revision-2229	618	2229	2023-08-26T09:16:28Z	b0a9942c6329ac2714dc4763a07d21add9471d80	Demi-Human Forest Ruins	https://eldenring.wiki.gg/wiki/Demi-Human_Forest_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=2229			3	lead_only
wiki:eldenpedia:page-636:revision-2287	636	2287	2023-03-08T20:01:58Z	692ed890ba4df8fa6450196baf7b4fb73d2556c7	Mistwood Ruins	https://eldenring.wiki.gg/wiki/Mistwood_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=2287			2	lead_only
wiki:eldenpedia:page-696:revision-2488	696	2488	2023-12-31T23:17:27Z	28a7ecfc14f23677ef70647dcc881ba5fc8a8a99	Jarburg	https://eldenring.wiki.gg/wiki/Jarburg	https://eldenring.wiki.gg/w/index.php?oldid=2488			3	lead_only
wiki:eldenpedia:page-773:revision-69852	773	69852	2024-12-25T03:28:50Z	9a0ed8dd0f95d06f587aa7e7ba5459dd499a2599	Jagged Peak	https://eldenring.wiki.gg/wiki/Jagged_Peak	https://eldenring.wiki.gg/w/index.php?oldid=69852			0	lead_only
wiki:eldenpedia:page-825:revision-3140	825	3140	2023-08-27T12:26:37Z	9f2947c2a2e9c2bd85eaf2ef2f4fa4d715e6a2c7	Minor Erdtree (Capital Outskirts)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(Capital_Outskirts)	https://eldenring.wiki.gg/w/index.php?oldid=3140	Capital Outskirts	Altus	2	lead_only
wiki:eldenpedia:page-830:revision-96307	830	96307	2025-08-18T05:56:57Z	f006ca994a63770d1f65300b09439080721e09e8	Roundtable Hold	https://eldenring.wiki.gg/wiki/Roundtable_Hold	https://eldenring.wiki.gg/w/index.php?oldid=96307			4	lead_only
wiki:eldenpedia:page-842:revision-68986	842	68986	2024-12-12T20:54:20Z	a49688149713699e9db959a75dcb26d8a3dc3e19	Swamp of Aeonia	https://eldenring.wiki.gg/wiki/Swamp_of_Aeonia	https://eldenring.wiki.gg/w/index.php?oldid=68986	Caelid	Caelid	4	lead_only
wiki:eldenpedia:page-948:revision-3597	948	3597	2023-08-26T10:39:38Z	740d1bd1b729a08b782fe792ab79665fb71a6bba	Hidden Path to the Haligtree	https://eldenring.wiki.gg/wiki/Hidden_Path_to_the_Haligtree	https://eldenring.wiki.gg/w/index.php?oldid=3597	Consecrated Snowfield	Consecrated Snowfield	12	lead_only
wiki:eldenpedia:page-992:revision-3807	992	3807	2023-08-27T12:29:27Z	c3cadb845b69570e0d3fb003ef343fa53a1c3718	East Windmill Pasture	https://eldenring.wiki.gg/wiki/East_Windmill_Pasture	https://eldenring.wiki.gg/w/index.php?oldid=3807	Altus Plateau	Altus,Leyndell	3	lead_only
wiki:eldenpedia:page-1118:revision-4341	1118	4341	2024-06-29T16:58:48Z	6b2a9423063b60046a7eb5d69c75bdf5265be528	Sellia Evergaol	https://eldenring.wiki.gg/wiki/Sellia_Evergaol	https://eldenring.wiki.gg/w/index.php?oldid=4341	Greyoll's Dragonbarrow	Caelid	2	lead_only
wiki:eldenpedia:page-1228:revision-85076	1228	85076	2025-05-20T19:35:41Z	ecea4b4a867eab67653415abe063ae81f54e9618	Palace Approach Ledge-Road	https://eldenring.wiki.gg/wiki/Palace_Approach_Ledge-Road	https://eldenring.wiki.gg/w/index.php?oldid=85076	Siofra River	Siofra River,Mohgwyn	0	lead_only
wiki:eldenpedia:page-1259:revision-4984	1259	4984	2023-08-27T12:36:35Z	32ef6505fea69540a4666b2ddfb33054deef7a36	Woodfolk Ruins	https://eldenring.wiki.gg/wiki/Woodfolk_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=4984	Altus Plateau	Altus,Leyndell	9	lead_only
wiki:eldenpedia:page-1295:revision-5123	1295	5123	2023-08-27T12:27:57Z	9fbe576e0df4f83a9727fa7d88395cf8d1127fca	Sainted Hero's Grave	https://eldenring.wiki.gg/wiki/Sainted_Hero's_Grave	https://eldenring.wiki.gg/w/index.php?oldid=5123	Altus Plateau	Altus,Leyndell	11	lead_only
wiki:eldenpedia:page-1299:revision-65359	1299	65359	2024-10-27T00:37:43Z	3a7e78f4ef2b8ccf1a44d8edc4ee54614f4ef30f	Consecrated Snowfield	https://eldenring.wiki.gg/wiki/Consecrated_Snowfield	https://eldenring.wiki.gg/w/index.php?oldid=65359	Mountaintops of the Giants	Mountaintops of the Giants	0	lead_only
wiki:eldenpedia:page-1327:revision-68951	1327	68951	2024-12-11T17:45:24Z	fab6c56b488a87087b7e5337344ca8380344e859	Mt. Gelmir	https://eldenring.wiki.gg/wiki/Mt._Gelmir	https://eldenring.wiki.gg/w/index.php?oldid=68951	Altus Plateau	Altus,Leyndell	0	lead_only
wiki:eldenpedia:page-1338:revision-83492	1338	83492	2025-05-01T14:30:03Z	7c4e196fb8d1dd236b3d5502dc3ea7a270cb0df5	Finger Ruins of Dheo	https://eldenring.wiki.gg/wiki/Finger_Ruins_of_Dheo	https://eldenring.wiki.gg/w/index.php?oldid=83492	Scaduview		0	lead_only
wiki:eldenpedia:page-1420:revision-70824	1420	70824	2025-01-16T15:14:54Z	cb5d748d090f123c5247f98fc77d5b75c58adb74	Miquella's Cross	https://eldenring.wiki.gg/wiki/Miquella's_Cross	https://eldenring.wiki.gg/w/index.php?oldid=70824			0	lead_only
wiki:eldenpedia:page-1527:revision-85195	1527	85195	2025-05-22T18:40:46Z	ea15104b4e4048c3819d2fc63c717e3c4b0f73c9	Realm of Shadow	https://eldenring.wiki.gg/wiki/Realm_of_Shadow	https://eldenring.wiki.gg/w/index.php?oldid=85195			0	lead_only
wiki:eldenpedia:page-1539:revision-5935	1539	5935	2023-08-27T12:13:33Z	645bd5beb72af1a452fad5edb3614b36336791a7	Albinauric Rise	https://eldenring.wiki.gg/wiki/Albinauric_Rise	https://eldenring.wiki.gg/w/index.php?oldid=5935	Consecrated Snowfield	Consecrated Snowfield	2	lead_only
wiki:eldenpedia:page-1572:revision-66617	1572	66617	2024-11-18T21:27:50Z	6fbf157c462b42e1688e9d1cff35f305485ead04	Dominula, Windmill Village	https://eldenring.wiki.gg/wiki/Dominula,_Windmill_Village	https://eldenring.wiki.gg/w/index.php?oldid=66617	Altus Plateau	Altus,Leyndell	8	lead_only
wiki:eldenpedia:page-1581:revision-6058	1581	6058	2023-07-11T16:42:12Z	901b562046bdd51ba9e4bc86af8e6df533507d97	Cave of Knowledge	https://eldenring.wiki.gg/wiki/Cave_of_Knowledge	https://eldenring.wiki.gg/w/index.php?oldid=6058			0	lead_only
wiki:eldenpedia:page-1641:revision-6222	1641	6222	2023-07-10T21:23:17Z	9e41d8191a628af053ddac5cbf5d91fab07dfe00	Gatefront Ruins	https://eldenring.wiki.gg/wiki/Gatefront_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=6222			5	lead_only
wiki:eldenpedia:page-1666:revision-6347	1666	6347	2023-12-31T23:41:01Z	b460e406dd7f7818a6f9759235a8cfbec2e77eb5	Cathedral of Dragon Communion	https://eldenring.wiki.gg/wiki/Cathedral_of_Dragon_Communion	https://eldenring.wiki.gg/w/index.php?oldid=6347	Caelid	Caelid	1	lead_only
wiki:eldenpedia:page-1693:revision-6429	1693	6429	2023-08-26T08:45:20Z	92ddd1e63da79075b1b36f6d6d089f607eefaa39	Bestial Sanctum	https://eldenring.wiki.gg/wiki/Bestial_Sanctum	https://eldenring.wiki.gg/w/index.php?oldid=6429	Greyoll's Dragonbarrow	Caelid	4	lead_only
wiki:eldenpedia:page-1709:revision-6473	1709	6473	2023-08-26T09:23:18Z	936650b23a1623992b6351c600c39982dc26ff7c	Artist's Shack (Limgrave)	https://eldenring.wiki.gg/wiki/Artist's_Shack_(Limgrave)	https://eldenring.wiki.gg/w/index.php?oldid=6473			2	lead_only
wiki:eldenpedia:page-2176:revision-100537	2176	100537	2026-08-12T21:39:01Z	dd8b2dceb91af3c13d7898ce55c85fa8ca81ade2	Enir-Ilim	https://eldenring.wiki.gg/wiki/Enir-Ilim	https://eldenring.wiki.gg/w/index.php?oldid=100537			0	lead_only
wiki:eldenpedia:page-2178:revision-99719	2178	99719	2026-05-13T03:26:13Z	a3a4312a892819c67e91bac8eacadaebbf9537a2	Cemeteries	https://eldenring.wiki.gg/wiki/Cemeteries	https://eldenring.wiki.gg/w/index.php?oldid=99719			0	lead_only
wiki:eldenpedia:page-2179:revision-8316	2179	8316	2023-08-26T08:46:00Z	e7a26b7b467e9476b4fe18795b59b7d52b909ac3	Castle Sol	https://eldenring.wiki.gg/wiki/Castle_Sol	https://eldenring.wiki.gg/w/index.php?oldid=8316	Mountaintops of the Giants	Mountaintops of the Giants	19	lead_only
wiki:eldenpedia:page-2374:revision-73556	2374	73556	2025-02-26T16:51:16Z	ac45f3cfaf6464c4ca627553dc21e202d630c437	Hermit Merchant's Shack	https://eldenring.wiki.gg/wiki/Hermit_Merchant's_Shack	https://eldenring.wiki.gg/w/index.php?oldid=73556	Capital Outskirts	Altus	0	lead_only
wiki:eldenpedia:page-2393:revision-9278	2393	9278	2023-08-27T12:19:26Z	eb7434798c2d7f7ab45bdae77ba1fb11aaedb997	Second Church of Marika	https://eldenring.wiki.gg/wiki/Second_Church_of_Marika	https://eldenring.wiki.gg/w/index.php?oldid=9278	Altus Plateau	Altus,Leyndell	3	lead_only
wiki:eldenpedia:page-2394:revision-9280	2394	9280	2023-08-27T12:21:16Z	72352235a436f0f693a3a9f796e052078e660437	Heretical Rise	https://eldenring.wiki.gg/wiki/Heretical_Rise	https://eldenring.wiki.gg/w/index.php?oldid=9280	Mountaintops of the Giants	Mountaintops of the Giants	1	lead_only
wiki:eldenpedia:page-2427:revision-9399	2427	9399	2023-03-16T22:46:04Z	7d7ad4ea51eb13249e485db1ba891ebdff5aebae	Minor Erdtree (East Liurnia)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(East_Liurnia)	https://eldenring.wiki.gg/w/index.php?oldid=9399			3	lead_only
wiki:eldenpedia:page-2492:revision-9682	2492	9682	2023-08-27T12:23:57Z	b7aab93289a28e244ee6dd5b4dac986e0d165529	Lakeside Crystal Cave	https://eldenring.wiki.gg/wiki/Lakeside_Crystal_Cave	https://eldenring.wiki.gg/w/index.php?oldid=9682			7	lead_only
wiki:eldenpedia:page-2510:revision-9747	2510	9747	2024-08-11T19:32:21Z	93e27d7c4c61c0810cca3a5491d72ce9a7631e82	Underground River Wells	https://eldenring.wiki.gg/wiki/Underground_River_Wells	https://eldenring.wiki.gg/w/index.php?oldid=9747			0	lead_only
wiki:eldenpedia:page-2575:revision-9968	2575	9968	2023-08-27T12:29:57Z	94272247700a64976f3d89d4b845e2941744817e	First Church of Marika	https://eldenring.wiki.gg/wiki/First_Church_of_Marika	https://eldenring.wiki.gg/w/index.php?oldid=9968	Mountaintops of the Giants	Mountaintops of the Giants	2	lead_only
wiki:eldenpedia:page-2590:revision-84364	2590	84364	2025-05-07T17:05:09Z	c44ff6aa789d049988107110030225b9403f7b86	Limgrave Tunnels	https://eldenring.wiki.gg/wiki/Limgrave_Tunnels	https://eldenring.wiki.gg/w/index.php?oldid=84364	Limgrave	Limgrave,Stormveil	0	lead_only
wiki:eldenpedia:page-2684:revision-95013	2684	95013	2025-07-21T00:10:59Z	e612d38ad9e822105840067295e276ced3dec0de	Ordina, Liturgical Town	https://eldenring.wiki.gg/wiki/Ordina,_Liturgical_Town	https://eldenring.wiki.gg/w/index.php?oldid=95013	Consecrated Snowfield	Consecrated Snowfield	12	lead_only
wiki:eldenpedia:page-2788:revision-10875	2788	10875	2023-08-27T12:41:45Z	caf3660585238f6d3b48b311aa02c08435cbc397	Church of Inhibition	https://eldenring.wiki.gg/wiki/Church_of_Inhibition	https://eldenring.wiki.gg/w/index.php?oldid=10875			2	lead_only
wiki:eldenpedia:page-2812:revision-83533	2812	83533	2025-05-01T21:47:46Z	fab301138fcd8ea195136f08716fd80761a535c4	Lookout Towers	https://eldenring.wiki.gg/wiki/Lookout_Towers	https://eldenring.wiki.gg/w/index.php?oldid=83533			0	lead_only
wiki:eldenpedia:page-2996:revision-84318	2996	84318	2025-05-06T16:56:25Z	5fba5947e4d98580c5f40993f1a2d9873f63ce99	Scadu Altus	https://eldenring.wiki.gg/wiki/Scadu_Altus	https://eldenring.wiki.gg/w/index.php?oldid=84318			0	lead_only
wiki:eldenpedia:page-3029:revision-11708	3029	11708	2023-08-27T12:32:17Z	a1dbdd85d46329de3a94f08c4e03550fdd45b450	Caelem Ruins	https://eldenring.wiki.gg/wiki/Caelem_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=11708	Caelid	Caelid	2	lead_only
wiki:eldenpedia:page-3118:revision-12090	3118	12090	2023-08-27T12:20:56Z	0e82bd20cc6d716ef01157c2a166050007233daa	Hermit Village	https://eldenring.wiki.gg/wiki/Hermit_Village	https://eldenring.wiki.gg/w/index.php?oldid=12090	Mt. Gelmir	Mt. Gelmir	6	lead_only
wiki:eldenpedia:page-3167:revision-68953	3167	68953	2024-12-11T19:07:25Z	4bef9ef87ddb7c64d006fccccc458380b361a6d2	Caelid	https://eldenring.wiki.gg/wiki/Caelid	https://eldenring.wiki.gg/w/index.php?oldid=68953			0	lead_only
wiki:eldenpedia:page-3192:revision-12414	3192	12414	2023-08-27T12:34:07Z	5c257bd1ce5ca3ebc449b1961ff2abf8e9f4ad64	Divine Tower of Limgrave	https://eldenring.wiki.gg/wiki/Divine_Tower_of_Limgrave	https://eldenring.wiki.gg/w/index.php?oldid=12414	Limgrave	Limgrave,Stormveil	5	lead_only
wiki:eldenpedia:page-3228:revision-12530	3228	12530	2024-06-29T16:58:05Z	a62ea92fff541df4bdc97ee21bf2882974307a31	Golden Lineage Evergaol	https://eldenring.wiki.gg/wiki/Golden_Lineage_Evergaol	https://eldenring.wiki.gg/w/index.php?oldid=12530	Altus Plateau	Altus,Leyndell	2	lead_only
wiki:eldenpedia:page-3271:revision-67063	3271	67063	2024-11-20T04:46:42Z	273d53377d36c881f07f93f54330f962c153d727	Stormhill	https://eldenring.wiki.gg/wiki/Stormhill	https://eldenring.wiki.gg/w/index.php?oldid=67063			4	lead_only
wiki:eldenpedia:page-3286:revision-13026	3286	13026	2023-08-27T12:38:15Z	823015376589ffaea9f6ab30c7766807fe55f216	Swamp Lookout Tower	https://eldenring.wiki.gg/wiki/Swamp_Lookout_Tower	https://eldenring.wiki.gg/w/index.php?oldid=13026	Caelid	Caelid	1	lead_only
wiki:eldenpedia:page-3312:revision-84182	3312	84182	2025-05-05T13:57:15Z	94ebbed4fa0f4beeebb271a39f604da97ca86e68	Gatefront	https://eldenring.wiki.gg/wiki/Gatefront	https://eldenring.wiki.gg/w/index.php?oldid=84182			0	lead_only
wiki:eldenpedia:page-3364:revision-70800	3364	70800	2025-01-16T04:24:49Z	62ca92e76577cea0310d26288369e43cb188397f	Frenzied Flame Village	https://eldenring.wiki.gg/wiki/Frenzied_Flame_Village	https://eldenring.wiki.gg/w/index.php?oldid=70800			9	lead_only
wiki:eldenpedia:page-3438:revision-13564	3438	13564	2024-06-21T04:46:23Z	ae4ae7732f4a97a00852a8ebe4d81b8c08d16a5a	The Shaded Castle	https://eldenring.wiki.gg/wiki/The_Shaded_Castle	https://eldenring.wiki.gg/w/index.php?oldid=13564	Altus Plateau	Altus,Leyndell	23	lead_only
wiki:eldenpedia:page-3552:revision-69855	3552	69855	2024-12-25T03:32:37Z	e7a143df26447b46dc5641e714a20b4d9197942e	Ancient Ruins of Rauh	https://eldenring.wiki.gg/wiki/Ancient_Ruins_of_Rauh	https://eldenring.wiki.gg/w/index.php?oldid=69855			0	lead_only
wiki:eldenpedia:page-3719:revision-82420	3719	82420	2025-04-07T21:12:20Z	fe673e7dab59d66c4d8d4f68265ef332ebc498f5	Coastal Cave	https://eldenring.wiki.gg/wiki/Coastal_Cave	https://eldenring.wiki.gg/w/index.php?oldid=82420			2	lead_only
wiki:eldenpedia:page-3737:revision-14650	3737	14650	2023-08-27T12:43:25Z	772286ae74820d7705ae025d49bfd720e817feec	Ailing Village	https://eldenring.wiki.gg/wiki/Ailing_Village	https://eldenring.wiki.gg/w/index.php?oldid=14650			1	lead_only
wiki:eldenpedia:page-3814:revision-14958	3814	14958	2024-01-20T08:15:03Z	27d2391e338c23ca5670ff8530894e02c68237fd	The Pit	https://eldenring.wiki.gg/wiki/The_Pit	https://eldenring.wiki.gg/w/index.php?oldid=14958	Limgrave	Limgrave,Stormveil	1	lead_only
wiki:eldenpedia:page-4025:revision-15763	4025	15763	2023-08-27T12:32:37Z	917fb7eabd9239868c9b1d514df5035e07caf46e	Wyndham Ruins	https://eldenring.wiki.gg/wiki/Wyndham_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=15763	Altus Plateau	Altus,Leyndell	5	lead_only
wiki:eldenpedia:page-4086:revision-15953	4086	15953	2023-08-26T08:37:05Z	ef4195df17a01d47d4169fe8ff67cdfdd074055d	Murkwater Catacombs	https://eldenring.wiki.gg/wiki/Murkwater_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=15953			3	lead_only
wiki:eldenpedia:page-4138:revision-101009	4138	101009	2026-08-29T20:18:15Z	dccabffefe29b59c216766aa68f3cd927654bd12	Laskyar Ruins	https://eldenring.wiki.gg/wiki/Laskyar_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=101009			7	lead_only
wiki:eldenpedia:page-4160:revision-97173	4160	97173	2025-09-26T19:00:42Z	69a316749f8ba2065e872382a4a210d3d336f0b3	Volcano Manor	https://eldenring.wiki.gg/wiki/Volcano_Manor	https://eldenring.wiki.gg/w/index.php?oldid=97173			0	lead_only
wiki:eldenpedia:page-4206:revision-16430	4206	16430	2023-08-27T12:31:07Z	a7cb95a94008236191d3a3e50da35bb2a94bb79c	Dragonbarrow Cave	https://eldenring.wiki.gg/wiki/Dragonbarrow_Cave	https://eldenring.wiki.gg/w/index.php?oldid=16430	Greyoll's Dragonbarrow	Caelid	5	lead_only
wiki:eldenpedia:page-4224:revision-16505	4224	16505	2023-08-27T12:40:25Z	1206387b6ae0c5de39bae92e90460c25ffe2d58c	Gaol Cave	https://eldenring.wiki.gg/wiki/Gaol_Cave	https://eldenring.wiki.gg/w/index.php?oldid=16505			11	lead_only
wiki:eldenpedia:page-4227:revision-70952	4227	70952	2025-01-20T16:08:49Z	53df579f7739485d6f2128ccb69c601d81731374	Cathedral of Manus Metyr	https://eldenring.wiki.gg/wiki/Cathedral_of_Manus_Metyr	https://eldenring.wiki.gg/w/index.php?oldid=70952	Scadu Altus	Scadu Altus,Shadow Keep	0	lead_only
wiki:eldenpedia:page-4327:revision-16802	4327	16802	2023-08-26T08:46:10Z	5aa8404878eee04d35a742a6f6ea3b2cfbf51f51	Redmane Castle	https://eldenring.wiki.gg/wiki/Redmane_Castle	https://eldenring.wiki.gg/w/index.php?oldid=16802	Caelid	Caelid	9	lead_only
wiki:eldenpedia:page-4356:revision-16931	4356	16931	2023-08-27T12:29:17Z	77bf849951d833e82ba514bfad7dc2fa199957c6	West Windmill Pasture	https://eldenring.wiki.gg/wiki/West_Windmill_Pasture	https://eldenring.wiki.gg/w/index.php?oldid=16931	Altus Plateau	Altus,Leyndell	1	lead_only
wiki:eldenpedia:page-4383:revision-97555	4383	97555	2025-12-01T16:01:35Z	8dc45c3cc866fbff2f62b33e11c305323a817aaf	Nokstella, Eternal City	https://eldenring.wiki.gg/wiki/Nokstella,_Eternal_City	https://eldenring.wiki.gg/w/index.php?oldid=97555	Ainsel River Main	Ainsel River	0	lead_only
wiki:eldenpedia:page-4462:revision-85783	4462	85783	2025-05-23T05:55:32Z	df5a894cbade30d6574295b7f4fadb1f3b72cedb	Abyssal Woods	https://eldenring.wiki.gg/wiki/Abyssal_Woods	https://eldenring.wiki.gg/w/index.php?oldid=85783	Scadu Altus	Scadu Altus,Shadow Keep	0	lead_only
wiki:eldenpedia:page-4557:revision-17652	4557	17652	2023-08-27T12:22:26Z	cb96c4561c744510a47cb3ec55c74666ef4f76a2	Minor Erdtree Catacombs	https://eldenring.wiki.gg/wiki/Minor_Erdtree_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=17652			6	lead_only
wiki:eldenpedia:page-4646:revision-17940	4646	17940	2023-08-27T12:34:37Z	ce44e8b2e08f5bbf7df57832740f1a5cb85aa9b6	Caelid Waypoint Ruins	https://eldenring.wiki.gg/wiki/Caelid_Waypoint_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=17940	Caelid	Caelid	2	lead_only
wiki:eldenpedia:page-4662:revision-18006	4662	18006	2023-08-27T12:28:37Z	102ff66967ad1c38ae1fb8e9acd16faa50dbe1f0	Forsaken Ruins	https://eldenring.wiki.gg/wiki/Forsaken_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=18006	Caelid	Caelid	3	lead_only
wiki:eldenpedia:page-4727:revision-99445	4727	99445	2026-03-29T05:35:29Z	b997f39dbe0585e20b1bcf6b290ccbf0486dbb2e	Erdtree	https://eldenring.wiki.gg/wiki/Erdtree	https://eldenring.wiki.gg/w/index.php?oldid=99445			0	lead_only
wiki:eldenpedia:page-4731:revision-85075	4731	85075	2025-05-20T19:34:39Z	bc53f0f3c9fe1b13a69b72dc0dbd7bbc59649f2b	Mohgwyn Dynasty Mausoleum	https://eldenring.wiki.gg/wiki/Mohgwyn_Dynasty_Mausoleum	https://eldenring.wiki.gg/w/index.php?oldid=85075			0	lead_only
wiki:eldenpedia:page-4732:revision-18306	4732	18306	2023-07-11T16:39:06Z	ef56f5ed4345b2cee1296336578a353ac2922b8b	Isolated Merchant's Shack (Weeping Peninsula)	https://eldenring.wiki.gg/wiki/Isolated_Merchant's_Shack_(Weeping_Peninsula)	https://eldenring.wiki.gg/w/index.php?oldid=18306			0	lead_only
wiki:eldenpedia:page-4760:revision-18405	4760	18405	2023-08-27T12:17:36Z	0254842637dbb738c484a8c95551455d94410934	Renna's Rise	https://eldenring.wiki.gg/wiki/Renna's_Rise	https://eldenring.wiki.gg/w/index.php?oldid=18405			2	lead_only
wiki:eldenpedia:page-4830:revision-97518	4830	97518	2025-11-24T16:59:39Z	477fa432d68b6ebda65278598e49a41064bd636f	Limgrave	https://eldenring.wiki.gg/wiki/Limgrave	https://eldenring.wiki.gg/w/index.php?oldid=97518			0	lead_only
wiki:eldenpedia:page-4872:revision-18756	4872	18756	2023-08-27T12:27:17Z	3dae9191f1bffafd61c0d4911360b8b79063d353	Minor Erdtree (Mountaintops of the Giants)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(Mountaintops_of_the_Giants)	https://eldenring.wiki.gg/w/index.php?oldid=18756	Mountaintops of the Giants	Mountaintops of the Giants	4	lead_only
wiki:eldenpedia:page-4912:revision-18903	4912	18903	2023-08-27T12:18:16Z	2e2172f00e927b4b59a11baacd677da5eb34fca2	Tombsward Ruins	https://eldenring.wiki.gg/wiki/Tombsward_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=18903			1	lead_only
wiki:eldenpedia:page-4918:revision-95878	4918	95878	2025-08-04T23:47:33Z	8e73e3bdb5b9bedd9cea683ad9effad9f5f1d9aa	War-Dead Catacombs	https://eldenring.wiki.gg/wiki/War-Dead_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=95878	Caelid	Caelid	8	lead_only
wiki:eldenpedia:page-4947:revision-83204	4947	83204	2025-04-27T16:02:08Z	c5e233947e695bdaaf50ad11afc2d3c376fc7084	Churches	https://eldenring.wiki.gg/wiki/Churches	https://eldenring.wiki.gg/w/index.php?oldid=83204			0	lead_only
