check_id	category	acquisition_class	region	item_name	flag	map_id	review_status	external_family_count	external_families	access_disposition	next_evidence
7772009	glovewort	repeated_material_row	Cerulean	Grave Glovewort [6]	22007240	m22_00	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7772005	glovewort	repeated_material_row	Cerulean	Grave Glovewort [7]	22007200	m22_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773366	glovewort	repeated_material_row	Cerulean	Grave Glovewort [7]	2047387000	m61_46_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773467	glovewort	repeated_material_row	Cerulean	Grave Glovewort [7]	2048397040	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772001	glovewort	repeated_material_row	Cerulean	Grave Glovewort [8]	22007140	m22_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773304	glovewort	repeated_material_row	Cerulean	Grave Glovewort [8]	2046397050	m61_46_40	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773363	glovewort	repeated_material_row	Cerulean	Grave Glovewort [8]	2047367000	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773367	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2047387010	m61_47_39	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773369	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2047397040	m61_47_39	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773371	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2047397080	m61_47_39	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773456	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2048377010	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773458	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2048377030	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773580	glovewort	repeated_material_row	Cerulean	Grave Glovewort [9]	2050387010	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773301	glovewort	repeated_material_row	Cerulean	Great Grave Glovewort	2046397020	m61_46_40	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773307	glovewort	repeated_material_row	Cerulean	Great Grave Glovewort	2046407040	m61_46_40	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773457	glovewort	repeated_material_row	Cerulean	Great Grave Glovewort	2048377020	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773461	glovewort	repeated_material_row	Cerulean	Great Grave Glovewort	2048387010	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773462	glovewort	repeated_material_row	Cerulean	Great Grave Glovewort	2048387030	m61_48_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774448	glovewort	repeated_material_row	Consecrated Snowfield	Ghost Glovewort [9]	1048577900	m60_48_57	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774449	glovewort	repeated_material_row	Consecrated Snowfield	Ghost Glovewort [9]	1048577910	m60_48_57	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774450	glovewort	repeated_material_row	Consecrated Snowfield	Ghost Glovewort [9]	1048577920	m60_48_57	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774451	glovewort	repeated_material_row	Consecrated Snowfield	Ghost Glovewort [9]	1048577930	m60_48_57	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773821	glovewort	repeated_material_row	Consecrated Snowfield	Great Grave Glovewort	520190		audited_one_family	1	gameplay-wiki:eldenpedia	unresolved	second_independent_exact_landmark_source
7773494	glovewort	repeated_material_row	Ensis	Ghost Glovewort [7]	2048447080	m61_48_44	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771481	glovewort	unique_material_row	Farum Azula	Glovewort Picker's Bell Bearing [3]	13007910	m13_00	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	unresolved	none_identity_region_trusted
7771406	glovewort	repeated_material_row	Farum Azula	Great Grave Glovewort	13007025	m13_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771408	glovewort	repeated_material_row	Farum Azula	Great Grave Glovewort	13007035	m13_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773206	glovewort	repeated_material_row	Gravesite	Ghost Glovewort [4]	2044417000	m61_46_41	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774021	glovewort	repeated_material_row	Gravesite	Ghost Glovewort [4]	40007080	m40_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774023	glovewort	repeated_material_row	Gravesite	Ghost Glovewort [5]	40007100	m40_00	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7773688	glovewort	unique_material_row	Gravesite	Glovewort Crystal Tear	65460		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772425	glovewort	repeated_material_row	Gravesite	Grave Glovewort [1]	40007000	m40_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774018	glovewort	repeated_material_row	Gravesite	Grave Glovewort [2]	40007050	m40_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773390	glovewort	repeated_material_row	Gravesite	Grave Glovewort [3]	2047427000	m61_46_41	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773440	glovewort	repeated_material_row	Gravesite	Grave Glovewort [4]	2047457180	m61_45_44	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773395	glovewort	repeated_material_row	Gravesite	Grave Glovewort [5]	2047437000	m61_46_41	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7773484	glovewort	repeated_material_row	Gravesite	Grave Glovewort [6]	2048437030	m61_46_41	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774024	glovewort	repeated_material_row	Gravesite	Grave Glovewort [7]	40007110	m40_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772426	glovewort	repeated_material_row	Gravesite	Great Ghost Glovewort	40007800	m40_00	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7771561	glovewort	repeated_material_row	Haligtree	Ghost Glovewort [9]	15001300		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771562	glovewort	repeated_material_row	Haligtree	Ghost Glovewort [9]	15001310		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771563	glovewort	repeated_material_row	Haligtree	Ghost Glovewort [9]	15001320		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771564	glovewort	repeated_material_row	Haligtree	Ghost Glovewort [9]	15001330		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771565	glovewort	repeated_material_row	Haligtree	Ghost Glovewort [9]	15001340		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771657	glovewort	unique_material_row	Haligtree	Ghost-Glovewort Picker's Bell Bearing [3]	15007910	m15_00	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7771655	glovewort	repeated_material_row	Haligtree	Great Grave Glovewort	15007890	m15_00	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7772413	glovewort	repeated_material_row	Leyndell	Ghost Glovewort [6]	35007900	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	unresolved	second_independent_exact_landmark_source
7772422	glovewort	repeated_material_row	Leyndell	Ghost Glovewort [6]	35007995	m35_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773934	glovewort	repeated_material_row	Limgrave	Grave Glovewort [1]	18007060	m18_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7774123	glovewort	repeated_material_row	Liurnia	Ghost Glovewort [2]	1035417980	m60_35_42	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774124	glovewort	repeated_material_row	Liurnia	Ghost Glovewort [2]	1035417990	m60_34_42	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774213	glovewort	repeated_material_row	Liurnia	Ghost Glovewort [2]	1037427990	m60_37_42	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7900137	glovewort	unique_material_row	Mountaintops of the Giants	Glovewort Picker's Bell Bearing [2]	520180		trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7773223	glovewort	repeated_material_row	Rauh Base	Ghost Glovewort [2]	2044477000	m61_44_47	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774032	glovewort	repeated_material_row	Rauh Base	Ghost Glovewort [3]	40017040	m40_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774031	glovewort	repeated_material_row	Rauh Base	Ghost Glovewort [5]	40017030	m40_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774034	glovewort	repeated_material_row	Rauh Base	Ghost Glovewort [6]	40017060	m40_01	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774041	glovewort	repeated_material_row	Rauh Base	Ghost Glovewort [8]	40017130	m40_01	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774029	glovewort	repeated_material_row	Rauh Base	Grave Glovewort [3]	40017010	m40_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774038	glovewort	repeated_material_row	Rauh Base	Grave Glovewort [4]	40017100	m40_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773248	glovewort	repeated_material_row	Rauh Base	Grave Glovewort [5]	2045457010	m61_46_45	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774040	glovewort	repeated_material_row	Rauh Base	Great Ghost Glovewort	40017120	m40_01	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7771918	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [1]	21007580	m21_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773534	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [1]	2049437330	m61_49_43	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774046	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [2]	40027100	m61_49_45	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774051	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [4]	40027210	m61_47_45	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773626	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [7]	2051417000	m61_52_43	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7772429	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [8]	40027200	m61_49_44	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774050	glovewort	repeated_material_row	Scadu Altus	Ghost Glovewort [9]	40027140	m61_49_44	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774044	glovewort	repeated_material_row	Scadu Altus	Grave Glovewort [1]	40027010	m61_49_43	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772428	glovewort	repeated_material_row	Scadu Altus	Grave Glovewort [5]	40027000	m61_50_43	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773624	glovewort	repeated_material_row	Scadu Altus	Grave Glovewort [6]	2050477010	m61_49_45	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7774052	glovewort	repeated_material_row	Scadu Altus	Great Ghost Glovewort	40027900	m61_51_44	audited_one_family	1	gameplay-guide:redmaw	unresolved	second_independent_exact_landmark_source
7771905	glovewort	repeated_material_row	Scadu Altus	Great Grave Glovewort	21007320	m21_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771972	glovewort	repeated_material_row	Shadow Keep	Ghost Glovewort [3]	21017640	m21_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771389	glovewort	unique_material_row	Siofra River	Ghost-Glovewort Picker's Bell Bearing [1]	12077400	m12_09	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7771049	golden_seed	uniquely_anchored_collectible	Ainsel River	Golden Seed	12017100	m12_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771145	golden_seed	uniquely_anchored_collectible	Ainsel River	Golden Seed	12017997	m12_01	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772688	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1038517400	m60_38_51	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7772743	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1039517400	m60_39_51	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772845	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1042507020	m60_41_51	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772847	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1042517400	m60_41_50	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772848	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1042517410	m60_41_51	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772850	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1042547400	m60_41_53	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7772897	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1043527400	m60_44_53	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772898	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1043527410	m60_43_53	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774314	golden_seed	uniquely_anchored_collectible	Altus	Golden Seed	1041547400	m60_40_53	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773050	golden_seed	uniquely_anchored_collectible	Caelid	Golden Seed	1049377020	m60_49_37	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773087	golden_seed	uniquely_anchored_collectible	Caelid	Golden Seed	1050397100	m60_51_40	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774512	golden_seed	uniquely_anchored_collectible	Caelid	Golden Seed	1051437020	m60_51_43	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7900003	golden_seed	uniquely_anchored_collectible	Caelid	Golden Seed	520160		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773044	golden_seed	uniquely_anchored_collectible	Consecrated Snowfield	Golden Seed	1048577800	m60_48_57	trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7774481	golden_seed	uniquely_anchored_collectible	Consecrated Snowfield	Golden Seed	1049557800	m60_48_55	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771485	golden_seed	uniquely_anchored_collectible	Farum Azula	Golden Seed	13007980	m13_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771486	golden_seed	uniquely_anchored_collectible	Farum Azula	Golden Seed	13007990	m13_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7771555	golden_seed	uniquely_anchored_collectible	Haligtree	Golden Seed	15001200	m15_00	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	unresolved	none_identity_region_trusted
7771027	golden_seed	uniquely_anchored_collectible	Leyndell	Golden Seed	11007993	m11_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773927	golden_seed	uniquely_anchored_collectible	Leyndell	Golden Seed	11007990	m11_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7770583	golden_seed	uniquely_anchored_collectible	Limgrave	Golden Seed	400191	m60_42_38	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772953	golden_seed	uniquely_anchored_collectible	Limgrave	Golden Seed	1046367100	m60_44_36	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7773794	golden_seed	uniquely_anchored_collectible	Limgrave	Golden Seed	510280		trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7774303	golden_seed	uniquely_anchored_collectible	Limgrave	Golden Seed	1041387100	m60_42_38	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772631	golden_seed	uniquely_anchored_collectible	Liurnia	Golden Seed	1037507100	m60_36_50	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774164	golden_seed	uniquely_anchored_collectible	Liurnia	Golden Seed	1035507300	m60_35_50	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774200	golden_seed	uniquely_anchored_collectible	Liurnia	Golden Seed	1036447300	m60_36_45	trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7771310	golden_seed	uniquely_anchored_collectible	Mohgwyn	Golden Seed	12057010	m12_05	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7773063	golden_seed	uniquely_anchored_collectible	Mountaintops of the Giants	Golden Seed	1049527800	m60_49_52	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773183	golden_seed	uniquely_anchored_collectible	Mountaintops of the Giants	Golden Seed	1052537800	m60_52_52	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773820	golden_seed	uniquely_anchored_collectible	Mountaintops of the Giants	Golden Seed	520180		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774535	golden_seed	uniquely_anchored_collectible	Mountaintops of the Giants	Golden Seed	1052577800	m60_53_56	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7772601	golden_seed	uniquely_anchored_collectible	Mt. Gelmir	Golden Seed	1036547400	m60_36_54	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7772647	golden_seed	uniquely_anchored_collectible	Mt. Gelmir	Golden Seed	1037537400	m60_37_53	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
7771553	golden_seed	uniquely_anchored_collectible	Raya Lucaria Academy	Golden Seed	14007990	m14_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7774140	golden_seed	uniquely_anchored_collectible	Raya Lucaria Academy	Golden Seed	1035467100		trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7771149	golden_seed	uniquely_anchored_collectible	Siofra River	Golden Seed	12027040	m12_02	trusted	2	gameplay-guide:powerpyx;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7770832	golden_seed	uniquely_anchored_collectible	Stormveil	Golden Seed	10007195	m10_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7770885	golden_seed	uniquely_anchored_collectible	Stormveil	Golden Seed	10007730	m10_00	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773716	golden_seed	uniquely_anchored_collectible	Stormveil	Golden Seed	400220		remaining_unreviewed	0		unresolved	first_exact_landmark_source
7772906	golden_seed	uniquely_anchored_collectible	Weeping	Golden Seed	1044327020	m60_44_32	trusted	2	gameplay-guide:powerpyx;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772022	revered_spirit_ash	uniquely_anchored_collectible	Abyssal	Revered Spirit Ash	28007110	m28_00	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	unresolved	none_identity_region_trusted
7772023	revered_spirit_ash	uniquely_anchored_collectible	Abyssal	Revered Spirit Ash	28007900		trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7773212	revered_spirit_ash	uniquely_anchored_collectible	Ancient Ruins	Revered Spirit Ash	2044467000	m61_44_45	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773222	revered_spirit_ash	uniquely_anchored_collectible	Ancient Ruins	Revered Spirit Ash	2044467950	m61_44_45	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773357	revered_spirit_ash	uniquely_anchored_collectible	Ancient Ruins	Revered Spirit Ash	2046477950	m61_46_46	trusted	2	gameplay-guide:powerpyx;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7771746	revered_spirit_ash	uniquely_anchored_collectible	Belurat	Revered Spirit Ash	20007170	m20_00	trusted	2	gameplay-guide:game8;gameplay-guide:pushsquare	unresolved	none_identity_region_trusted
7771799	revered_spirit_ash	uniquely_anchored_collectible	Belurat	Revered Spirit Ash	20007700	m20_00	trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7771808	revered_spirit_ash	uniquely_anchored_collectible	Belurat	Revered Spirit Ash	20007800	m20_00	trusted	2	gameplay-guide:powerpyx;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7771812	revered_spirit_ash	uniquely_anchored_collectible	Belurat	Revered Spirit Ash	20007900	m20_00	trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7771835	revered_spirit_ash	uniquely_anchored_collectible	Enir Ilim	Revered Spirit Ash	20017200	m20_01	trusted	2	gameplay-guide:eip;gameplay-guide:game8	unresolved	none_identity_region_trusted
7771855	revered_spirit_ash	uniquely_anchored_collectible	Enir Ilim	Revered Spirit Ash	20017400	m20_01	trusted	2	gameplay-guide:eip;gameplay-guide:game8	unresolved	none_identity_region_trusted
7771882	revered_spirit_ash	uniquely_anchored_collectible	Enir Ilim	Revered Spirit Ash	20017900	m20_01	trusted	2	gameplay-guide:eip;gameplay-guide:game8	unresolved	none_identity_region_trusted
7773236	revered_spirit_ash	uniquely_anchored_collectible	Gravesite	Revered Spirit Ash	2045417700	m61_46_41	trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7773324	revered_spirit_ash	uniquely_anchored_collectible	Gravesite	Revered Spirit Ash	2046447700	m61_45_44	trusted	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7773388	revered_spirit_ash	uniquely_anchored_collectible	Gravesite	Revered Spirit Ash	2047417700	m61_46_41	trusted	2	gameplay-guide:samurai-gamers;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7773401	revered_spirit_ash	uniquely_anchored_collectible	Gravesite	Revered Spirit Ash	2047437700	m61_46_41	trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7773334	revered_spirit_ash	uniquely_anchored_collectible	Rauh Base	Revered Spirit Ash	2046457720	m61_46_45	trusted	2	gameplay-guide:redmaw;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7773555	revered_spirit_ash	uniquely_anchored_collectible	Scadu Altus	Revered Spirit Ash	2049447500	m61_49_44	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773590	revered_spirit_ash	uniquely_anchored_collectible	Scadu Altus	Revered Spirit Ash	2050437720	m61_50_43	remaining_unreviewed	0		unresolved	first_exact_landmark_source
7773603	revered_spirit_ash	uniquely_anchored_collectible	Scadu Altus	Revered Spirit Ash	2050447500	m61_50_43	trusted	2	gameplay-guide:game8;gameplay-guide:samurai-gamers	unresolved	none_identity_region_trusted
7773617	revered_spirit_ash	uniquely_anchored_collectible	Scadu Altus	Revered Spirit Ash	2050467700	m61_49_45	trusted	2	gameplay-guide:samurai-gamers;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7771934	revered_spirit_ash	uniquely_anchored_collectible	Shadow Keep	Revered Spirit Ash	21017020	m21_01	audited_one_family	1	gameplay-guide:samurai-gamers	unresolved	second_independent_exact_landmark_source
7771962	revered_spirit_ash	uniquely_anchored_collectible	Shadow Keep	Revered Spirit Ash	21017460	m21_01	trusted	2	gameplay-guide:game8;gameplay-wiki:eldenpedia	unresolved	none_identity_region_trusted
7772744	sacred_tear	uniquely_anchored_collectible	Altus	Sacred Tear	1039527400	m60_38_51	trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772767	sacred_tear	uniquely_anchored_collectible	Altus	Sacred Tear	1040517400	m60_39_51	trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7773077	sacred_tear	uniquely_anchored_collectible	Caelid	Sacred Tear	1050387020	m60_49_38	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772958	sacred_tear	uniquely_anchored_collectible	Limgrave	Sacred Tear	1046387100	m60_45_39	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772585	sacred_tear	uniquely_anchored_collectible	Liurnia	Sacred Tear	1036497000	m60_36_50	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772627	sacred_tear	uniquely_anchored_collectible	Liurnia	Sacred Tear	1037497100	m60_38_48	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	unresolved	none_identity_region_trusted
7772710	sacred_tear	uniquely_anchored_collectible	Liurnia	Sacred Tear	1039397000	m60_38_41	audited_one_family	1	gameplay-wiki:fextralife	unresolved	second_independent_exact_landmark_source
