# AUTO-GENERATED by tools/datamine_merchant_shops.py -- which physical merchant opens
# each ShopLineupParam row, and on which map. Replaces datamine_shop_rows.py's false
# 'block = one merchant' region inheritance. One line per (row, merchant instance);
# a row with >1 distinct map region -> gen_data collapses to HUB + DEFAULTED. map_id ->
# region is gen_data's job (_gt_region). map_source: msb|binder|msb+binder|none.
row_id	talk_id	npc_param_id	merchant_name	map_id	map_source	npc_name_id	pos_x	pos_y	pos_z
100009	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100009	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100009	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100009	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100009	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100010	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100010	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100010	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100010	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100010	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100010	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100010	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100010	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100011	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100011	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100011	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100011	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100011	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100011	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100011	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100011	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100012	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100012	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100012	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100012	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100012	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100012	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100012	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100012	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100013	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100013	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100013	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100013	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100013	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100013	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100013	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100013	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100014	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100014	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100014	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100014	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100014	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100014	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100014	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100014	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100015	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100015	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100015	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100015	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100015	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100015	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100015	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100015	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100016	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100016	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100016	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100016	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100016	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100016	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100016	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100016	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100017	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100017	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100017	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100017	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100017	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100017	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100017	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100017	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100018	302001000	36650014	Gatekeeper Gostoc	m10_00	msb+binder	130200	-122.16	21.607	16.772
100018	302011000	36650114	Gatekeeper Gostoc	m10_00	msb+binder	130200	-189.484	37.364	-30.265
100018	302021000	36650214	Gatekeeper Gostoc	m10_00	msb+binder	130200	-242.167	51.47	66.505
100018	302031000	36650314	Gatekeeper Gostoc	m10_00	msb+binder	130200	-275.683	98.474	82.538
100018	302041000	36650414	Gatekeeper Gostoc	m10_00	msb+binder	130200	-272.094	89.7	173.335
100018	302051000	36650514	Gatekeeper Gostoc	m10_00	msb+binder	130200	-252.48	73.707	366.68
100018	302061000	36650614	Gatekeeper Gostoc	m10_00	msb+binder	130200	-294.161	81.201	408.32
100018	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100050	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100050	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100050	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100050	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100050	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100051	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100051	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100051	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100051	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100051	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100052	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100052	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100052	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100052	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100052	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100053	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100053	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100053	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100053	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100053	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100054	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100054	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100054	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100054	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100054	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100055	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100055	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100055	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100055	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100055	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100056	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100056	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100056	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100056	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100056	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100057	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100057	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100057	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100057	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100057	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100058	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100058	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100058	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100058	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100058	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100059	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100059	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100059	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100059	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100059	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100060	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100060	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100060	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100060	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100060	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100061	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100061	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100061	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100061	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100061	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100062	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100062	316211400	523160024	Sorceress Sellen	m14_00	msb+binder	131600	41.783	154.229	-23.522
100062	316301400	37301024	Sorceress Sellen	m14_00	msb+binder	131600	48.599	154.074	-6.528
100062	316006000	523160010	Sorceress Sellen	m60_44_36	msb	131600	18.018	80.814	19.131
100062	316206000	523160020	Sorceress Sellen	m60_34_50	msb	131600	-3.653	444.161	41.808
100075	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100075	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100075	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100075	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100076	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100076	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100076	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100076	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100077	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100077	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100077	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100077	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100078	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100078	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100078	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100078	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100079	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100079	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100079	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100079	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100080	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100080	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100080	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100080	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100081	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100081	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100081	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100081	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100082	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100082	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100082	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100082	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100083	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100083	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100083	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100083	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100084	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100084	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100084	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100084	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100085	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100085	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100085	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100085	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100086	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100086	326001600	523260038	Recusant Bernahl	m16_00	msb+binder	132601	12.37	4.07	-87.68
100086	326101600	503260038	Sword of Bernahl	m16_00	msb+binder	160900	12.37	4.068	-87.68
100086	326006000	523260010	Knight Bernahl	m60_42_38	msb	132600	12.301	188.016	89.593
100100	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100100	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100100	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100100	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100100	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100100	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100100	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100101	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100101	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100101	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100101	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100101	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100101	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100101	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100102	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100102	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100102	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100102	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100102	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100102	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100102	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100103	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100103	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100103	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100103	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100103	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100103	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100103	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100104	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100104	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100104	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100104	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100104	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100104	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100104	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100105	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100105	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100105	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100105	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100105	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100105	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100105	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100108	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100108	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100108	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100108	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100108	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100108	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100108	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100111	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100111	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100111	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100111	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100111	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100111	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100111	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100112	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100112	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100112	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100112	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100112	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100112	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100112	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100113	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
