# generated by tools/datamine_mine_material_sources.py; issue #1095
map_id	asset_name	model_name	instance_id	asset_entity_id	geometry_id	lot_field	item_lot_id	goods_id	item_name	family	tier	quantity	repeatable	break_on_pickup	capstone
m34_12	AEG099_864_9004	AEG099_864	9004	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m34_12	AEG099_874_9000	AEG099_874	9000	0	99874	pickUpItemLotParamId	998740	10164	Somber Smithing Stone [5]	somber	5	1	yes	yes	no
m39_20	AEG099_863_9000	AEG099_863	9000	39201605	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9001	AEG099_863	9001	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9002	AEG099_863	9002	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9003	AEG099_863	9003	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9004	AEG099_863	9004	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9005	AEG099_863	9005	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9006	AEG099_863	9006	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9007	AEG099_863	9007	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9008	AEG099_863	9008	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9009	AEG099_863	9009	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9010	AEG099_863	9010	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_863_9011	AEG099_863	9011	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m39_20	AEG099_873_9000	AEG099_873	9000	0	99873	pickUpItemLotParamId	998730	10163	Somber Smithing Stone [4]	somber	4	1	yes	yes	no
m39_20	AEG099_873_9001	AEG099_873	9001	0	99873	pickUpItemLotParamId	998730	10163	Somber Smithing Stone [4]	somber	4	1	yes	yes	no
m42_00	AEG099_860_9000	AEG099_860	9000	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9001	AEG099_860	9001	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9002	AEG099_860	9002	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9003	AEG099_860	9003	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9004	AEG099_860	9004	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9005	AEG099_860	9005	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9006	AEG099_860	9006	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_860_9007	AEG099_860	9007	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_00	AEG099_862_9000	AEG099_862	9000	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_00	AEG099_862_9001	AEG099_862	9001	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_00	AEG099_862_9002	AEG099_862	9002	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_00	AEG099_862_9003	AEG099_862	9003	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_00	AEG099_862_9004	AEG099_862	9004	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_00	AEG099_863_9000	AEG099_863	9000	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9001	AEG099_863	9001	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9002	AEG099_863	9002	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9003	AEG099_863	9003	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9004	AEG099_863	9004	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9005	AEG099_863	9005	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_00	AEG099_863_9006	AEG099_863	9006	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_02	AEG099_861_9000	AEG099_861	9000	0	99861	pickUpItemLotParamId	998610	10101	Smithing Stone [2]	regular	2	1	yes	yes	no
m42_02	AEG099_861_9001	AEG099_861	9001	0	99861	pickUpItemLotParamId	998610	10101	Smithing Stone [2]	regular	2	1	yes	yes	no
m42_02	AEG099_861_9002	AEG099_861	9002	0	99861	pickUpItemLotParamId	998610	10101	Smithing Stone [2]	regular	2	1	yes	yes	no
m42_02	AEG099_861_9003	AEG099_861	9003	0	99861	pickUpItemLotParamId	998610	10101	Smithing Stone [2]	regular	2	1	yes	yes	no
m42_02	AEG099_861_9005	AEG099_861	9005	0	99861	pickUpItemLotParamId	998610	10101	Smithing Stone [2]	regular	2	1	yes	yes	no
m42_02	AEG099_862_9000	AEG099_862	9000	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_862_9001	AEG099_862	9001	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_862_9002	AEG099_862	9002	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_862_9003	AEG099_862	9003	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_862_9004	AEG099_862	9004	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_862_9005	AEG099_862	9005	0	99862	pickUpItemLotParamId	998620	10102	Smithing Stone [3]	regular	3	1	yes	yes	no
m42_02	AEG099_864_9000	AEG099_864	9000	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_02	AEG099_864_9001	AEG099_864	9001	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_02	AEG099_864_9002	AEG099_864	9002	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_02	AEG099_864_9003	AEG099_864	9003	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_02	AEG099_865_9000	AEG099_865	9000	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_02	AEG099_865_9001	AEG099_865	9001	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_02	AEG099_865_9002	AEG099_865	9002	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_02	AEG099_865_9003	AEG099_865	9003	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_02	AEG099_865_9004	AEG099_865	9004	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_02	AEG099_865_9005	AEG099_865	9005	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_860_9000	AEG099_860	9000	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_860_9001	AEG099_860	9001	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_860_9002	AEG099_860	9002	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_860_9003	AEG099_860	9003	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_860_9004	AEG099_860	9004	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_860_9005	AEG099_860	9005	0	99860	pickUpItemLotParamId	998600	10100	Smithing Stone [1]	regular	1	1	yes	yes	no
m42_03	AEG099_863_9000	AEG099_863	9000	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9001	AEG099_863	9001	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9002	AEG099_863	9002	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9003	AEG099_863	9003	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9004	AEG099_863	9004	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9005	AEG099_863	9005	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9006	AEG099_863	9006	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_863_9007	AEG099_863	9007	0	99863	pickUpItemLotParamId	998630	10103	Smithing Stone [4]	regular	4	1	yes	yes	no
m42_03	AEG099_864_9000	AEG099_864	9000	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_03	AEG099_864_9002	AEG099_864	9002	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_03	AEG099_864_9003	AEG099_864	9003	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_03	AEG099_864_9005	AEG099_864	9005	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_03	AEG099_864_9006	AEG099_864	9006	0	99864	pickUpItemLotParamId	998640	10104	Smithing Stone [5]	regular	5	1	yes	yes	no
m42_03	AEG099_865_9000	AEG099_865	9000	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_865_9001	AEG099_865	9001	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_865_9002	AEG099_865	9002	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_865_9003	AEG099_865	9003	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_865_9004	AEG099_865	9004	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
m42_03	AEG099_865_9005	AEG099_865	9005	0	99865	pickUpItemLotParamId	998650	10105	Smithing Stone [6]	regular	6	1	yes	yes	no
