# AUTO-GENERATED by tools/datamine_flag_names.py -- DO NOT EDIT, re-emit.
# A human-readable label for an event flag, taken from FromSoft's OWN developer comment on the
# event that SETS it (the decompiled EMEVD carries `// <japanese> -- <english gloss>` above almost
# every event). The flag itself has no name anywhere in the game data.
# 🛑 IT NAMES THE EVENT, NOT THE FLAG. One event setting five flags labels all five identically --
#   an ATTRIBUTION ("set by the thing called X"), never a definition. `setters` is how many distinct
#   named setters were found; >1 means the label shown is one of several.
# 🛑 `name_en` IS A MACHINE TRANSLATION carried in the decompiled comment, not a FromSoft string.
#   `name_ja` is the datum. Read the Japanese before reasoning about meaning.
# 🛑 A FLAG ABSENT HERE IS UNNAMED, not ungated. Absence means this scan could not reach it.
# source: emevd_event (a SetEventFlag site in a NAMED event -- strongest)
#       | emevd_batch (inside a BatchSetEventFlags range in a named event; the comment names the
#                      RANGE's purpose, so it is weaker. Ranges wider than 64 are dropped)
#       | esd_talk    (no EMEVD setter; esd_flags.tsv says a talk ESD sets it. Provenance, no name)
# TIER 2 (AGENTS §5a): a hand-run emit. No build.ps1 step regenerates this and CI cannot -- the
#   EMEVD is licensing-restricted. Re-emit and commit when the corpus changes.
# MEASURED THIS RUN (recomputed on every emit):
#   files                          589
#   events                         4893
#   events_named                   3791
#   events_unnamed                 1102
#   set_sites                      4527
#   set_sites_in_unnamed_event     1247
#   batch_sites                    662
#   batch_sites_in_unnamed_event   76
#   esd_only                       2267
#   flags labelled                 5111
#     via emevd_event              2173
#     via emevd_batch              671
#     via esd_talk                 2267
flag	name_ja	name_en	source	set_by_event	map_id	setters
3164	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3165	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_event	3179	common	2
3166	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3167	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3168	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3169	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3170	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3171	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3172	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3173	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3174	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3175	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3176	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3177	NPC100娘マリカ_キャラ状態遷移	NPC100 Daughter Marika_Character state transition	emevd_batch	3179	common	1
3178	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	2
3180	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3181	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3182	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3183	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	3
3184	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3185	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3186	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3187	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3188	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3189	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3190	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3191	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3192	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3193	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_event	3199	common	2
3194	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3195	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3196	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3197	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3198	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	5
3199	NPC301戦場医師_キャラ状態遷移	NPC301 Battlefield Doctor_Character state transition	emevd_batch	3199	common	1
3218	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	1
3220	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3221	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3222	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3223	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3224	NPC213鍛冶屋_拠点_キャラ状態遷移	NPC213 Blacksmith_Base_Character state transition	emevd_batch	3239	common	1
3225	NPC213鍛冶屋_拠点_キャラ状態遷移	NPC213 Blacksmith_Base_Character state transition	emevd_event	3239	common	2
3226	NPC213鍛冶屋_拠点_キャラ状態遷移	NPC213 Blacksmith_Base_Character state transition	emevd_event	3239	common	2
3227	NPC213鍛冶屋_拠点_キャラ状態遷移	NPC213 Blacksmith_Base_Character state transition	emevd_event	3239	common	2
3228	NPC213鍛冶屋_拠点_キャラ状態遷移	NPC213 Blacksmith_Base_Character state transition	emevd_event	3239	common	2
3238	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	2
3240	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	2
3241	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3242	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3243	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3258	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	1
3260	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3261	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3262	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3263	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3264	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_batch	3279	common	1
3265	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_event	3279	common	2
3266	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_event	3279	common	2
3267	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_batch	3279	common	1
3268	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_event	3279	common	2
3269	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_event	3279	common	2
3270	NPC302門衛_キャラ状態遷移	NPC302 Gatekeeper_Character state transition	emevd_event	3279	common	2
3278	NPC302門衛_移動領域_門前	NPC302 Gatekeeper_Moving area_In front of the gate	emevd_event	10003710	m10_00_00_00	4
3280	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3281	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3282	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3283	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3284	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3285	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_event	3299	common	2
3286	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_event	3299	common	2
3287	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3288	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3289	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3290	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3291	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3292	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3293	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3294	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3295	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_event	3299	common	2
3296	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3297	NPC303傭兵剣士_キャラ状態遷移	NPC303 Mercenary Swordsman_Character state transition	emevd_batch	3299	common	1
3298	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	2
3300	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	2
3301	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3302	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3303	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	1
3318	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	1
3338	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	1
3346		set by NPC talk 209006000 on m60_00_00_00	esd_talk	209006000	m60_00_00_00	1
3358	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	1
3360	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3361	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3362	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3363	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	3
3364	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3365	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3366	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3367	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3368	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3369	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3370	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3371	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3372	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_event	3379	common	2
3373	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3374	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3375	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3376	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3377	NPC312平原砦の領主_キャラ状態遷移	NPC312 Lord of Plains Fort_Character state transition	emevd_batch	3379	common	1
3378	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	3
3380	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_event	1037460719	m60_37_46_00	4
3381	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3382	NPC330_贖罪司祭_免罪実行	NPC330_Atonement Priest_Performing absolution	emevd_batch	1037460719	m60_37_46_00	2
3383	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	3
3385	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3386	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3387	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3388	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3389	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3390	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3391	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3392	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3393	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_event	3399	common	2
3394	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_batch	3399	common	1
3395	NPC310城主の娘_キャラ状態遷移	NPC310 Castle Lord's Daughter_Character state transition	emevd_batch	3399	common	1
