# AUTO-GENERATED by tools/datamine_enemy_drops.py -- DO NOT EDIT, re-emit.
# NpcParam.itemLotId_enemy -> the ItemLotParam_enemy lot GROUP (base+0.. while the row exists and is
# not another NpcParam's base) -> its 1..8 item slots. One row per (npc_id, lot, slot).
# POLARITY: flag>0 = ONE-TIME drop (getItemFlagId; the game never rolls it again -- a CHECK
# candidate). flag blank = FARMABLE, rolls on every kill, never a check.
# chance_pct is the slot's share of ITS OWN ROW's weight (the row's missing weight is the
# "nothing" slot), not of the enemy's whole drop table.
# npc_name is blank unless the game itself ships a name (tables/enemy_names.py); wiki names are
# not invented here. map_id/part are filled only where the flag has exactly ONE source=enemy
# placement in msb_flag_region.tsv.
# 🛑 No row here is an AP location. Whether flagged enemy drops become checks is a product ruling.
npc_id	npc_name	chr_id	lot	slot	category	item_id	full_id	item_name	num	chance_pct	flag	map_id	part
21401930		2140	214000100	2	2	15010000	15010000	Warped Axe	1	4.0000			
22700000		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700000		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700010		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700010		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700012		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700012		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700013		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700013		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700030		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700030		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700032		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700032		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700033		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700033		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700064		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700064		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700100		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700100		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22700210		2270	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22700210		2270	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22710000		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710000		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710010		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710010		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710012		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710012		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710013		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710013		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710030		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710030		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710032		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710032		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710033		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710033		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710040		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710040		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710060		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710060		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710064		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710064		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22710065		2271	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22710065		2271	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22720000		2272	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22720000		2272	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22720020		2272	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22720020		2272	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22720100		2272	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22720100		2272	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22720112		2272	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22720112		2272	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22730000		2273	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22730000		2273	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22730020		2273	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22730020		2273	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22740000		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740000		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22740020		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740020		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22740021		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740021		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22740024		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740024		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22740052		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740052		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22740120		2274	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22740120		2274	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22750000		2275	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22750000		2275	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22750020		2275	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22750020		2275	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22750024		2275	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22750024		2275	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22750052		2275	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22750052		2275	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22750120		2275	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22750120		2275	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22751000		2275	227100500	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22751000		2275	227100501	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22751000		2275	227100502	2	1	20812	1073762636	Glintstone Firefly	1	5.0000			
22751024		2275	227100500	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22751024		2275	227100501	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22751024		2275	227100502	2	1	20812	1073762636	Glintstone Firefly	1	5.0000			
22760000		2276	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22760000		2276	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22760020		2276	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22760020		2276	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22760033		2276	227000000	2	1	15130	1073756954	Crab Eggs	1	100.0000			
22760033		2276	227000001	2	1	15160	1073756984	Strip of White Flesh	1	25.0000			
22770000		2277	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22770000		2277	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22770020		2277	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22770020		2277	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
22770033		2277	227100000	2	1	15130	1073756954	Crab Eggs	1	3.0000			
22770033		2277	227100001	2	1	15160	1073756984	Strip of White Flesh	1	3.0000			
30000000		3000	300000000	2	2	43000000	43000000		1	2.0000			
30000000		3000	300000001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000000		3000	300000002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000000		3000	300000003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000000		3000	300000004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000000		3000	300000005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000000		3000	300000006	2	2	52000000	52000000	Bolt	5	10.0000			
30000000		3000	300000007	2	2	52080000	52080000		5	2.0000			
30000000		3000	300000008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000000		3000	300000009	2	1	20760	1073762584	Mushroom	1	15.0000			
30000014		3000	300014000	2	2	43000000	43000000		1	2.0000			
30000014		3000	300014001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000014		3000	300014002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000014		3000	300014003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000014		3000	300014004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000014		3000	300014005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000014		3000	300014006	2	2	52000000	52000000	Bolt	5	10.0000			
30000014		3000	300014007	2	2	52080000	52080000		5	2.0000			
30000014		3000	300014008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000014		3000	300014009	2	1	20760	1073762584	Mushroom	1	15.0000			
30000014		3000	300014010	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000014		3000	300014011	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000034		3000	300000000	2	2	43000000	43000000		1	2.0000			
30000034		3000	300000001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000034		3000	300000002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000034		3000	300000003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000034		3000	300000004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000034		3000	300000005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000034		3000	300000006	2	2	52000000	52000000	Bolt	5	10.0000			
30000034		3000	300000007	2	2	52080000	52080000		5	2.0000			
30000034		3000	300000008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000034		3000	300000009	2	1	20760	1073762584	Mushroom	1	15.0000			
30000100		3000	300000100	2	3	190000	268625456	Exile Hood	1	1.5000			
30000100		3000	300000101	2	3	190100	268625556	Exile Armor	1	1.5000			
30000100		3000	300000102	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000100		3000	300000103	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000100		3000	300000104	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000100		3000	300000105	2	2	52000000	52000000	Bolt	5	10.0000			
30000100		3000	300000106	2	2	52080000	52080000		5	2.0000			
30000100		3000	300000107	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000100		3000	300000108	2	1	20760	1073762584	Mushroom	1	15.0000			
30000114		3000	300014100	2	3	190000	268625456	Exile Hood	1	1.5000			
30000114		3000	300014101	2	3	190100	268625556	Exile Armor	1	1.5000			
30000114		3000	300014102	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000114		3000	300014103	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000114		3000	300014104	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000114		3000	300014105	2	2	52000000	52000000	Bolt	5	10.0000			
30000114		3000	300014106	2	2	52080000	52080000		5	2.0000			
30000114		3000	300014107	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000114		3000	300014108	2	1	20760	1073762584	Mushroom	1	15.0000			
30000114		3000	300014109	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000114		3000	300014110	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000134		3000	300000100	2	3	190000	268625456	Exile Hood	1	1.5000			
30000134		3000	300000101	2	3	190100	268625556	Exile Armor	1	1.5000			
30000134		3000	300000102	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000134		3000	300000103	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000134		3000	300000104	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000134		3000	300000105	2	2	52000000	52000000	Bolt	5	10.0000			
30000134		3000	300000106	2	2	52080000	52080000		5	2.0000			
30000134		3000	300000107	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000134		3000	300000108	2	1	20760	1073762584	Mushroom	1	15.0000			
30000200		3000	300000200	2	3	190000	268625456	Exile Hood	1	1.5000			
30000200		3000	300000201	2	3	190100	268625556	Exile Armor	1	1.5000			
30000200		3000	300000202	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000200		3000	300000203	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000200		3000	300000204	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000200		3000	300000205	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000200		3000	300000206	2	1	20760	1073762584	Mushroom	1	15.0000			
30000214		3000	300014200	2	3	190000	268625456	Exile Hood	1	1.5000			
30000214		3000	300014201	2	3	190100	268625556	Exile Armor	1	1.5000			
30000214		3000	300014202	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000214		3000	300014203	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000214		3000	300014204	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000214		3000	300014205	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000214		3000	300014206	2	1	20760	1073762584	Mushroom	1	15.0000			
30000214		3000	300014207	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000214		3000	300014208	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000600		3000	300000300	2	3	190000	268625456	Exile Hood	1	1.5000			
30000600		3000	300000301	2	3	190100	268625556	Exile Armor	1	1.5000			
30000600		3000	300000302	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000600		3000	300000303	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000600		3000	300000304	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000600		3000	300000305	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000600		3000	300000306	2	1	20760	1073762584	Mushroom	1	15.0000			
30000614		3000	300014300	2	3	190000	268625456	Exile Hood	1	1.5000			
30000614		3000	300014301	2	3	190100	268625556	Exile Armor	1	1.5000			
30000614		3000	300014302	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000614		3000	300014303	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000614		3000	300014304	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000614		3000	300014305	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000614		3000	300014306	2	1	20760	1073762584	Mushroom	1	15.0000			
30000614		3000	300014307	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000614		3000	300014308	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000700		3000	300000400	2	3	190000	268625456	Exile Hood	1	1.5000			
30000700		3000	300000401	2	3	190100	268625556	Exile Armor	1	1.5000			
30000700		3000	300000402	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000700		3000	300000403	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000700		3000	300000404	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000700		3000	300000405	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000700		3000	300000406	2	1	20760	1073762584	Mushroom	1	15.0000			
30000714		3000	300014400	2	3	190000	268625456	Exile Hood	1	1.5000			
30000714		3000	300014401	2	3	190100	268625556	Exile Armor	1	1.5000			
30000714		3000	300014402	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000714		3000	300014403	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000714		3000	300014404	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000714		3000	300014405	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000714		3000	300014406	2	1	20760	1073762584	Mushroom	1	15.0000			
30000714		3000	300014407	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000714		3000	300014408	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000800		3000	300000000	2	2	43000000	43000000		1	2.0000			
30000800		3000	300000001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000800		3000	300000002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000800		3000	300000003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000800		3000	300000004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000800		3000	300000005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000800		3000	300000006	2	2	52000000	52000000	Bolt	5	10.0000			
30000800		3000	300000007	2	2	52080000	52080000		5	2.0000			
30000800		3000	300000008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000800		3000	300000009	2	1	20760	1073762584	Mushroom	1	15.0000			
30000814		3000	300014000	2	2	43000000	43000000		1	2.0000			
30000814		3000	300014001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000814		3000	300014002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000814		3000	300014003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000814		3000	300014004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000814		3000	300014005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000814		3000	300014006	2	2	52000000	52000000	Bolt	5	10.0000			
30000814		3000	300014007	2	2	52080000	52080000		5	2.0000			
30000814		3000	300014008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000814		3000	300014009	2	1	20760	1073762584	Mushroom	1	15.0000			
30000814		3000	300014010	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30000814		3000	300014011	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30000834		3000	300000000	2	2	43000000	43000000		1	2.0000			
30000834		3000	300000001	2	3	190000	268625456	Exile Hood	1	1.5000			
30000834		3000	300000002	2	3	190100	268625556	Exile Armor	1	1.5000			
30000834		3000	300000003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30000834		3000	300000004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30000834		3000	300000005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30000834		3000	300000006	2	2	52000000	52000000	Bolt	5	10.0000			
30000834		3000	300000007	2	2	52080000	52080000		5	2.0000			
30000834		3000	300000008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30000834		3000	300000009	2	1	20760	1073762584	Mushroom	1	15.0000			
30001000		3000	300000500	2	3	190000	268625456	Exile Hood	1	1.5000			
30001000		3000	300000501	2	3	190100	268625556	Exile Armor	1	1.5000			
30001000		3000	300000502	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001000		3000	300000503	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001000		3000	300000504	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001000		3000	300000505	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001000		3000	300000506	2	1	20760	1073762584	Mushroom	1	15.0000			
30001014		3000	300014500	2	3	190000	268625456	Exile Hood	1	1.5000			
30001014		3000	300014501	2	3	190100	268625556	Exile Armor	1	1.5000			
30001014		3000	300014502	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001014		3000	300014503	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001014		3000	300014504	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001014		3000	300014505	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001014		3000	300014506	2	1	20760	1073762584	Mushroom	1	15.0000			
30001014		3000	300014507	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30001014		3000	300014508	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30001034		3000	300000500	2	3	190000	268625456	Exile Hood	1	1.5000			
30001034		3000	300000501	2	3	190100	268625556	Exile Armor	1	1.5000			
30001034		3000	300000502	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001034		3000	300000503	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001034		3000	300000504	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001034		3000	300000505	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001034		3000	300000506	2	1	20760	1073762584	Mushroom	1	15.0000			
30001100		3000	300000500	2	3	190000	268625456	Exile Hood	1	1.5000			
30001100		3000	300000501	2	3	190100	268625556	Exile Armor	1	1.5000			
30001100		3000	300000502	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001100		3000	300000503	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001100		3000	300000504	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001100		3000	300000505	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001100		3000	300000506	2	1	20760	1073762584	Mushroom	1	15.0000			
30001114		3000	300014500	2	3	190000	268625456	Exile Hood	1	1.5000			
30001114		3000	300014501	2	3	190100	268625556	Exile Armor	1	1.5000			
30001114		3000	300014502	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001114		3000	300014503	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001114		3000	300014504	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001114		3000	300014505	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001114		3000	300014506	2	1	20760	1073762584	Mushroom	1	15.0000			
30001114		3000	300014507	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30001114		3000	300014508	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30001200		3000	300000000	2	2	43000000	43000000		1	2.0000			
30001200		3000	300000001	2	3	190000	268625456	Exile Hood	1	1.5000			
30001200		3000	300000002	2	3	190100	268625556	Exile Armor	1	1.5000			
30001200		3000	300000003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001200		3000	300000004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001200		3000	300000005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001200		3000	300000006	2	2	52000000	52000000	Bolt	5	10.0000			
30001200		3000	300000007	2	2	52080000	52080000		5	2.0000			
30001200		3000	300000008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001200		3000	300000009	2	1	20760	1073762584	Mushroom	1	15.0000			
30001214		3000	300014000	2	2	43000000	43000000		1	2.0000			
30001214		3000	300014001	2	3	190000	268625456	Exile Hood	1	1.5000			
30001214		3000	300014002	2	3	190100	268625556	Exile Armor	1	1.5000			
30001214		3000	300014003	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
30001214		3000	300014004	2	3	190300	268625756	Exile Greaves	1	1.5000			
30001214		3000	300014005	2	1	15430	1073757254	Stormhawk Feather	1	2.0000			
30001214		3000	300014006	2	2	52000000	52000000	Bolt	5	10.0000			
30001214		3000	300014007	2	2	52080000	52080000		5	2.0000			
30001214		3000	300014008	2	1	20802	1073762626	Smoldering Butterfly	1	15.0000			
30001214		3000	300014009	2	1	20760	1073762584	Mushroom	1	15.0000			
30001214		3000	300014010	2	1	10100	1073751924	Smithing Stone [1]	1	2.5000			
30001214		3000	300014011	2	1	10101	1073751925	Smithing Stone [2]	1	1.5000			
30001300		3000	300000100	2	3	190000	268625456	Exile Hood	1	1.5000			
30001300		3000	300000101	2	3	190100	268625556	Exile Armor	1	1.5000			
30001300		3000	300000102	2	3	190200	268625656	Exile Gauntlets	1	1.5000			
