# AUTO-GENERATED by tools/datamine_item_grace_coords.py (run via the connected folder over the
# 88 progression-surface-hosting maps; expand to all maps for the map tracker). Treasure chain:
# Event/Treasure ItemLotID -> ItemLotParam_map flags, TreasurePartName -> Part/Asset Position.
# Grace rows: BonfireWarpParam posX/Y/Z + grace_flags tile + grace_names. Map-LOCAL coords.
kind	key	map_id	x	y	z	name
item	12017880	m12_01	-277.711	-316.071	-16.072	
item	12017890	m12_01	-419.783	-316.475	-131.119	
item	67890	m12_01	-523.009	-315.146	-385.606	
item	12017690	m12_01	-79.275	-128.994	237.44	
item	12017700	m12_01	-146.013	-111.059	282.796	
item	12017900	m12_01	-0.824	-163.708	-46.209	
item	12017910	m12_01	-178.18	-224.464	135.209	
item	12017920	m12_01	-627.311	-364.852	-552.801	
item	12017940	m12_01	-73.107	-135.448	128.035	
item	12017950	m12_01	-143.081	-159.005	172.799	
item	12017960	m12_01	-329.098	-90.364	273.465	
item	12017970	m12_01	-29.361	-154.989	67.485	
item	12017980	m12_01	-57.922	-136.951	74.455	
item	12017990	m12_01	-73.631	-129.013	125.643	
item	12027000	m12_02	1549.434	-758.178	1157.633	
item	65720	m12_02	1030.872	-647.279	1350.731	
item	67630	m12_02	1192.681	-631.151	1732.402	
item	12027030	m12_02	1062.382	-800.795	1211.935	
item	12027040	m12_02	1383.854	-777.913	1764.673	
item	12027050	m12_02	1293.595	-748.455	1767.397	
item	62063	m12_02	1183.373	-822.936	1232.6	
item	12027100	m12_02	992.137	-844.453	1275.135	
item	12027110	m12_02	945.294	-853.103	1300.188	
item	12027120	m12_02	1069.074	-822.22	1230.99	
item	67300	m12_02	1042.862	-819.014	1266.032	
item	12027140	m12_02	1052.979	-800.704	1218.713	
item	12027140	m12_02	1052.979	-800.704	1218.713	
item	12027150	m12_02	1175.99	-819.581	1316.194	
item	12027160	m12_02	1111.458	-811.063	1246.953	
item	12027170	m12_02	1381.805	-818.451	1369.971	
item	12027180	m12_02	1400.451	-818.29	1357.415	
item	12027190	m12_02	1406.86	-817.029	1317.179	
item	12027200	m12_02	1418.206	-816.518	1385.772	
item	12027210	m12_02	1435.078	-797.544	1437.387	
item	12027220	m12_02	1477.44	-805.35	1413.738	
item	12027230	m12_02	1445.066	-817.558	1374.559	
item	12027240	m12_02	1422.706	-820.036	1391.935	
item	12027250	m12_02	1293.121	-820.79	1356.843	
item	12027260	m12_02	1168.044	-817.678	1374.242	
item	12027270	m12_02	1249.738	-820.79	1462.807	
item	12027280	m12_02	1205.431	-820.79	1473.548	
item	12027290	m12_02	1220.994	-820.79	1453.969	
item	12027300	m12_02	1240.076	-820.134	1532.528	
item	12027310	m12_02	1251.89	-811.777	1532.461	
item	12027320	m12_02	1193.812	-829.176	1218.577	
item	12027320	m12_02	1193.812	-829.176	1218.577	
item	12027330	m12_02	1348.308	-801.138	1464.348	
item	12027340	m12_02	1377.293	-801.109	1468.66	
item	12027350	m12_02	1341.441	-815.152	1479.183	
item	12027360	m12_02	1307.472	-820.176	1491.33	
item	12027370	m12_02	1252.188	-816.863	1262.058	
item	12027380	m12_02	1372.372	-802.883	1254.779	
item	12027390	m12_02	1456.02	-758.024	1213.136	
item	12027400	m12_02	1403.496	-813.117	1594.996	
item	12027410	m12_02	1433.541	-810.38	1607.927	
item	12027420	m12_02	1220.074	-830.362	1198.173	
item	12027430	m12_02	1509.547	-782.294	1780.858	
item	12027440	m12_02	1577.086	-779.388	1810.541	
item	12027450	m12_02	1394.631	-783.983	1730.333	
item	12027460	m12_02	1306.345	-786.231	1905.592	
item	12027470	m12_02	1573.188	-759.5	1896.899	
item	12027490	m12_02	1239.573	-691.669	1538.02	
item	12027480	m12_02	1076.253	-805.919	1376.29	
item	12027500	m12_02	1077.91	-611.982	1270.443	
item	12027510	m12_02	1175.291	-612.086	1365.159	
item	12027520	m12_02	1146.203	-617.697	1415.335	
item	12027530	m12_02	1081.149	-620.194	1485.752	
item	12027540	m12_02	1069.028	-618.234	1495.14	
item	12027550	m12_02	1078.253	-615.889	1504.693	
item	12027560	m12_02	1093.829	-609.238	1592.211	
item	12027570	m12_02	1070.617	-610.578	1579.192	
item	12027580	m12_02	1067.949	-602.151	1594.953	
item	12027590	m12_02	1163.256	-621.876	1548.119	
item	12027600	m12_02	1124.715	-620.061	1529.736	
item	12027610	m12_02	1153.411	-614.765	1479.769	
item	12027620	m12_02	1178.966	-583.124	1622.727	
item	12027630	m12_02	1167.821	-587.371	1684.511	
item	12027640	m12_02	1089.436	-595.455	1649.131	
item	12027650	m12_02	998.211	-602.079	1576.78	
item	12027660	m12_02	990.089	-603.147	1564.468	
item	12027670	m12_02	975.644	-597.648	1584.539	
item	12027680	m12_02	939.123	-609.286	1535.611	
item	12027690	m12_02	916.73	-604.605	1728.105	
item	12027710	m12_02	1192.149	-641.834	1431.097	
item	12027720	m12_02	1224.164	-691.688	1524.946	
item	12027730	m12_02	1240.419	-690.72	1517.011	
item	12027740	m12_02	1351.891	-699.553	1478.394	
item	12027750	m12_02	1181.661	-594.095	1670.558	
item	12027760	m12_02	1154.696	-609.014	1746.184	
item	12027770	m12_02	1192.122	-631.17	1731.696	
item	12027780	m12_02	1277.23	-631.016	1737.977	
item	12027790	m12_02	1297.439	-631.328	1712.63	
item	12027800	m12_02	1304.731	-626.946	1773.497	
item	12027810	m12_02	1315.914	-626.946	1832.591	
item	12027820	m12_02	1296.65	-626.69	1836.105	
item	12027830	m12_02	1307.837	-626.74	1856.792	
item	12027850	m12_02	980.275	-621.979	1434.617	
item	12027860	m12_02	967.469	-621.043	1435.646	
item	12027870	m12_02	960.482	-622.948	1449.875	
item	12027890	m12_02	955.788	-636.472	1394.04	
item	12027900	m12_02	1062.028	-647.063	1335.786	
item	12027910	m12_02	1024.651	-649.032	1321.203	
item	12027920	m12_02	970.249	-670.975	1336.089	
item	12027930	m12_02	986.207	-671.273	1345.864	
item	12027940	m12_02	993.02	-671.302	1357.513	
item	12027950	m12_02	1244.893	-748.508	1524.893	
item	12027960	m12_02	1176.809	-747.666	1443.836	
item	12027970	m12_02	1273.07	-747.616	1513.288	
item	12027980	m12_02	1183.131	-745.195	1521.856	
item	12027990	m12_02	1289.018	-763.031	1666.127	
item	12027880	m12_02	1073.275	-647.275	1333.529	
item	12027080	m12_02	1033.153	-659.322	1432.598	
item	12027090	m12_02	839.591	-597.717	1777.943	
item	12027070	m12_02	1304.365	-803.405	1524.267	
item	62062	m12_05	1674.298	-616.722	1318.182	
item	12057010	m12_05	1696.036	-571.437	1176.898	
item	12057020	m12_05	1919.504	-603.584	1145.125	
item	12057030	m12_05	1897.939	-612.065	1200.268	
item	12057040	m12_05	1907.909	-615.627	1213.757	
item	67910	m12_05	1880.466	-620.554	1146.393	
item	12057060	m12_05	1875.16	-621.531	1279.298	
item	12057070	m12_05	1828.379	-620.756	1292.188	
item	12057080	m12_05	1847.238	-621.729	1325.687	
item	12057090	m12_05	1857.406	-621.187	1327.042	
item	12057100	m12_05	1925.257	-621.714	1276.718	
item	12057110	m12_05	1913.907	-621.682	1336.139	
item	12057120	m12_05	1855.248	-621.758	1339.377	
item	12057130	m12_05	1825.406	-621.408	1336.417	
item	12057140	m12_05	1798.777	-619.897	1362.108	
item	12057150	m12_05	1799.979	-620.612	1377.714	
item	12057160	m12_05	1752.186	-620.417	1396.941	
item	12057170	m12_05	1735.378	-620.549	1398.734	
item	12057180	m12_05	1730.703	-620.389	1387.495	
item	12057190	m12_05	1810.612	-618.808	1437.344	
item	12057210	m12_05	1888.044	-621.24	1386.785	
item	12057290	m12_05	1827.842	-621.882	1123.888	
item	12057300	m12_05	1732.876	-620.645	1164.909	
item	12057310	m12_05	1738.327	-621.131	1129.385	
item	12057320	m12_05	1776.011	-621.905	1191.789	
item	12057330	m12_05	1700.843	-620.519	1238.496	
item	12057340	m12_05	1784.159	-621.713	1192.145	
item	12057350	m12_05	1781.883	-621.851	1220.357	
item	12057360	m12_05	1840.014	-621.228	1142.322	
item	12057370	m12_05	1706.967	-620.494	1138.519	
item	12057590	m12_05	1679.478	-601.421	1229.731	
item	12057600	m12_05	1695.878	-587.226	1157.261	
item	12057610	m12_05	1699.017	-585.572	1190.498	
item	12057620	m12_05	1661.763	-580.343	1129.243	
item	12057630	m12_05	1599.057	-576.317	1204.079	
item	12057640	m12_05	1539.819	-572.478	1158.368	
item	12057650	m12_05	1709.418	-597.037	1212.26	
item	12057670	m12_05	1681.494	-557.755	1179.493	
item	12057680	m12_05	1974.383	-590.25	1137.391	
item	12057690	m12_05	1576.389	-572.157	1183.039	
item	12057700	m12_05	1888.974	-621.447	1375.108	
item	12057900	m12_05	1672.72	-555.384	1179.451	
item	12057010	m12_05	1822.777	-616.124	1175.992	
item	13007005	m13_00	171.646	-121.726	428.905	
item	13007015	m13_00	-17.269	-24.975	423.651	
item	13007025	m13_00	-124.772	6.001	404.522	
item	13007035	m13_00	-100.937	57.083	270.684	
item	13007850	m13_00	-116.76	48.647	211.228	
item	13007860	m13_00	-139.417	57.224	255.002	
item	13007870	m13_00	-108.319	-13.063	398.07	
item	13007880	m13_00	-135.291	30.074	318.917	
item	13007890	m13_00	-32.551	-44.839	344.077	
item	13007900	m13_00	171.646	-121.726	428.905	
item	13007910	m13_00	-65.06	-67.005	63.656	
item	13007980	m13_00	150.777	-122.194	513.225	
item	13007990	m13_00	-16.729	8.466	414.338	
item	13007000	m13_00	212.502	83.435	169.121	
item	13007010	m13_00	219.389	74	179.864	
item	13007020	m13_00	176.252	54.011	184.909	
item	13007030	m13_00	131.894	54.02	183.273	
item	13007040	m13_00	45.454	41.76	176.146	
item	13007050	m13_00	13.504	39.323	183.339	
item	13007060	m13_00	-33.507	37.561	206.391	
item	13007070	m13_00	-161.503	-50.108	289.822	
item	13007080	m13_00	-76.75	47.406	195.549	
item	13007090	m13_00	-129.434	43.286	233.12	
item	13007100	m13_00	-131.629	45.515	222.87	
item	13007110	m13_00	-162.309	47.497	254.34	
item	13007120	m13_00	-123.08	38.983	251.966	
item	13007130	m13_00	-165.498	38.009	233.353	
item	13007140	m13_00	-123.2	55.751	256.796	
item	13007150	m13_00	-86.728	34.106	294.654	
item	13007160	m13_00	-160.421	-50.256	287.05	
item	13007170	m13_00	-122.222	-57.093	177.693	
item	13007180	m13_00	-103.601	-46.849	194.428	
item	13007190	m13_00	-131.941	-30.387	145.298	
item	13007200	m13_00	-74.479	-68.276	107.398	
item	13007210	m13_00	-65.02	-66.929	63.879	
item	13007220	m13_00	-54.779	-68.108	100.675	
item	13007230	m13_00	-22.317	-73.889	111.612	
item	13007240	m13_00	38.623	-76.563	139.186	
item	13007250	m13_00	-119.495	11.752	328.716	
item	13007260	m13_00	-150.14	22.313	324.163	
item	13007270	m13_00	-140.781	5.635	356.526	
item	13007280	m13_00	-111.401	-13.737	395.247	
item	13007290	m13_00	-120.902	-8.59	411.166	
item	13007300	m13_00	-129.416	-25.542	370.009	
item	13007310	m13_00	-101.208	-28.52	409.574	
item	13007320	m13_00	-63.189	-20.006	384.787	
item	13007330	m13_00	-65.574	-19.985	435.294	
item	13007340	m13_00	-39.153	-24.985	422.568	
item	13007350	m13_00	41.301	-28	425.289	
item	13007360	m13_00	-26.562	-32.056	440.04	
item	13007370	m13_00	-40.23	-38.985	401.156	
item	13007380	m13_00	-60.996	-47.985	430.993	
item	13007390	m13_00	-62.324	-46.656	361.773	
item	13007400	m13_00	25.292	-46	364.667	
item	13007410	m13_00	-23.182	-55.985	457.066	
item	13007420	m13_00	-35.499	-56.07	484.127	
item	13007430	m13_00	-54.101	-59.033	469.174	
item	13007440	m13_00	-63.032	-58.98	469.061	
item	13007450	m13_00	-30.232	-64.01	554.094	
item	13007460	m13_00	-60.668	-63.952	517.404	
item	13007470	m13_00	-66.55	-49.997	539.849	
item	13007480	m13_00	-24.712	-42.035	480.22	
item	13007490	m13_00	15.81	-76.762	515.951	
item	13007500	m13_00	6.112	-76.031	532.861	
item	13007510	m13_00	38.332	-61.985	565.505	
item	13007520	m13_00	64.883	-82.175	636.886	
item	13007530	m13_00	-48.924	2.519	467.122	
item	13007540	m13_00	-6.01	-3.336	476.151	
item	13007550	m13_00	22.412	5.47	445.085	
item	13007560	m13_00	47.016	9.046	423.323	
item	13007570	m13_00	-8.719	8.536	414.46	
item	13007580	m13_00	4.529	6.12	466.844	
item	13007590	m13_00	-82.744	-3.637	429.526	
item	13007600	m13_00	-36.909	4.102	354.472	
item	13007610	m13_00	-13.497	4.703	346.428	
item	13007620	m13_00	-136.987	16.169	391.68	
item	13007630	m13_00	-143.124	16.215	401.568	
item	13007640	m13_00	-171.115	27.078	350.825	
item	68020	m13_00	-128.346	44.442	305.734	
item	13007660	m13_00	-139.704	41.801	321.34	
item	13007670	m13_00	107.889	-98.203	607.431	
item	13007680	m13_00	95.128	-112.938	590.137	
item	13007690	m13_00	105.337	-113.109	581.351	
item	13007700	m13_00	91.148	-73.185	610.672	
item	13007710	m13_00	138.553	-126.094	466.847	
item	13007720	m13_00	134.393	-125.911	460.159	
item	13007730	m13_00	158.393	-122.114	504.232	
item	13007740	m13_00	199.22	-192.617	537.423	
item	13007750	m13_00	97.924	-130.985	538.044	
item	13007760	m13_00	92.182	-108.038	558.422	
item	13007770	m13_00	68.797	-112.749	455.658	
item	13007780	m13_00	73.099	-114.94	412.059	
item	13007790	m13_00	59.853	-106.676	497.579	
item	13007800	m13_00	85.584	-41.782	425.663	
item	13007810	m13_00	101.4	-34.924	403.091	
item	13007820	m13_00	78.537	-66.073	603.812	
item	13007830	m13_00	-438.307	120.539	486.015	
item	13007900	m13_00	-126.014	4.877	403.483	
item	13007910	m13_00	-32.327	-46.061	342.39	
item	13007920	m13_00	105.912	-125.147	625.307	
item	13007930	m13_00	63.574	-106.538	505.89	
item	13007940	m13_00	211.776	-182.586	519.337	
item	13007950	m13_00	144.566	-80.29	553.338	
item	66120	m14_00	155.003	119.539	-200.639	
item	14007880	m14_00	109.14	110.493	-209.162	
item	14007890	m14_00	119.536	100.076	-234.61	
item	14007840	m14_00	34.324	73.999	-93.398	
item	14007990	m14_00	97.225	113.439	-104.845	
item	14007850	m14_00	67.182	44.118	-119.033	
item	14007860	m14_00	125.188	61.47	-194.155	
item	14007870	m14_00	32.099	-33.603	-143.08	
item	14007015	m14_00	133.173	93.335	-162.108	
item	14007000	m14_00	-46.627	48.793	-52.994	
item	14007020	m14_00	-56.897	62.008	-97.166	
item	14007030	m14_00	-48.072	62.015	-124.705	
item	14007040	m14_00	-27.729	62.022	-132.911	
item	14007070	m14_00	-10.829	57.984	-78.594	
item	14007090	m14_00	8.322	49.485	-133.429	
item	14007120	m14_00	10.216	45.421	-82.477	
item	14007150	m14_00	63.578	44.25	-57.383	
item	14007160	m14_00	68.632	40.758	-63.743	
item	14007190	m14_00	102.788	51.991	-99.929	
item	14007200	m14_00	89.05	40.963	-81.213	
item	14007220	m14_00	130.872	55.204	-90.88	
item	14007250	m14_00	110.405	47.472	-125.884	
item	14007280	m14_00	56.011	12.572	-106.168	
item	14007290	m14_00	50.565	12.864	-103.265	
item	14007300	m14_00	79.577	-45.767	-152.26	
item	14007320	m14_00	113.591	-45.249	-154.513	
item	14007330	m14_00	104.919	91.042	-182.528	
item	14007350	m14_00	107.033	98.289	-165.567	
item	14007360	m14_00	160.91	94.871	-201.668	
item	14007370	m14_00	169.815	94.869	-206.696	
item	14007380	m14_00	114.731	110.793	-208.889	
item	14007390	m14_00	59.749	106.208	-235.877	
item	14007410	m14_00	154.759	119.563	-191.217	
item	14007420	m14_00	140.959	115.951	-144.015	
item	14007430	m14_00	133.341	112.613	-104.319	
item	14007440	m14_00	99.119	114.112	-77.584	
item	14007450	m14_00	76.817	114.353	-75.507	
item	14007460	m14_00	144.623	125.582	-233.376	
item	14007470	m14_00	120.906	127.564	-194.364	
item	14007480	m14_00	174.547	106.605	-143.776	
item	14007490	m14_00	113.924	123.022	-181.751	
item	65680	m14_00	119.991	119.743	-139.593	
item	14007510	m14_00	79.072	124.73	-148.532	
item	14007520	m14_00	178.876	114.28	-111.148	
item	14007530	m14_00	126.232	127.254	-78.965	
item	14007540	m14_00	183.192	120.854	-94.033	
item	14007560	m14_00	156.132	134.242	-50.237	
item	14007600	m14_00	39.716	120.799	-210.822	
item	14007620	m14_00	15.677	132.172	-201.635	
item	14007630	m14_00	-6.83	95.436	-158.359	
item	14007660	m14_00	-16.843	132.265	-192.648	
item	14007670	m14_00	-24.273	132.917	-177.202	
item	14007710	m14_00	-64.927	104.874	-150.99	
item	14007720	m14_00	4.46	95.032	-139.718	
item	14007740	m14_00	-56.132	86.986	-106.254	
item	14007750	m14_00	-28.543	90.534	-111.226	
item	14007760	m14_00	-31.643	75.252	-148.647	
item	14007770	m14_00	-39.342	74.058	-92.482	
item	66120	m14_00	-39.354	74.015	-91.526	
item	66410	m14_00	94.369	99.508	-239.74	
item	14007910	m14_00	148.295	138.448	-54.566	
item	14007920	m14_00	59.581	284.711	-84.434	
item	14007930	m14_00	-28.815	83.025	-113.596	
item	14007940	m14_00	143.626	125.547	-212.859	
item	67420	m14_00	158.028	94.866	-209.49	
item	114	m14_00	38.428	154.063	-11.323	
item	14007970	m14_00	-3.991	145.256	-196.638	
item	15007000	m15_00	-2.057	628.505	17.062	
item	15007010	m15_00	-4.094	619.519	23.4	
item	15007020	m15_00	55.118	608.258	56.058	
item	15007030	m15_00	96.264	587.416	58.73	
item	15007040	m15_00	112.953	596.357	69.609	
item	15007050	m15_00	132.204	592.689	74.225	
item	15007060	m15_00	90.795	592.88	96.892	
item	15007070	m15_00	82.328	593.139	43.039	
item	15007080	m15_00	67.549	607.675	-5.87	
item	15007090	m15_00	63.164	599.372	31.164	
item	15007100	m15_00	33.561	615.133	7.894	
item	15007110	m15_00	40.169	598.071	49.426	
