# AUTO-GENERATED by tools/datamine_msb_gated_treasures.py -- DO NOT EDIT, re-emit.
# MSB Event/Treasure records with StartDisabled=1: the item is not in the world
# at map load. 🛑 THIS IS NOT A RISK LIST, and the cross-tab below is why.
#   InChest=0  StartDisabled=0  :  3112
#   InChest=0  StartDisabled=1  :     1
#   InChest=1  StartDisabled=0  :   117
#   InChest=1  StartDisabled=1  :   141
#   InChest=2  StartDisabled=0  :   502
#   InChest=2  StartDisabled=1  :    21
# 162 of 163 StartDisabled=1 records are InChest>=1; of the 3113 pickups NOT in a
#   container only 1 is StartDisabled. The field tracks the CONTAINER, not access:
#   an item in a closed chest is not in the world until the lid opens.
# See tools/datamine_treasure_enablers.py + greenfield/treasure_enablers.tsv for the
#   enabler join: 18 of 136 have any enabler, 13 of those are in-place, ONE is a
#   genuine cross-region prerequisite (f580600 waits on 9146, Messmer, m21_01).
# MEASURED THIS RUN: 3894 treasure records, 163 gated w/ lot, 158 resolved to a flag,
#   155 rows = 136 DISTINCT live AP checks (rows > checks: treasure records share
#   lots). Gated-but-no-lot: 0. Unreadable: 0.
# ENTITY KEYS: `entity_id` is the Treasure EVENT's EntityID, `asset_entity_id` is
#   the Part/Asset EntityID. EnableAssetTreasure is MEASURED to accept EITHER, so a
#   consumer must try BOTH or it misses a family. Both are 0/empty on many rows --
#   those treasures have NO entity handle and can never be script-enabled.
# in_chest: 0 = loose pickup, 1 = inside a chest, 2 = item-glow/container.
map_id	treasure_name	item_lot_id	treasure_part	entity_id	asset_entity_id	asset_model	part_dir	in_chest	flag	is_live_check	is_corpse
m40_02_00_00	宝箱002	40020220	AEG099_630_9002	0	0	AEG099_630	Asset	1	40027220	1	0
m41_00_00_00	宝箱000（宝死体014枠）	41000140	AEG099_630_9000	0	0	AEG099_630	Asset	1	66900	0	1
m41_02_00_00	宝箱000	41020000	AEG099_630_9000	0	0	AEG099_630	Asset	1	41027000	1	0
m41_02_00_00	宝箱001	41020320	AEG099_630_9001	0	0	AEG099_630	Asset	1	41027320	1	0
m60_09_12_02	m60_38_51_00-宝死体003 大野営地群 馬車宝箱	1038510030	m60_38_51_00-AEG100_101_3000	0	0	AEG100_101	Asset	1	1038517030	1	1
m60_09_12_02	m60_39_51_00-馬車宝箱	1038510090	m60_39_51_00-AEG100_101_3000	0	0	AEG100_101	Asset	1	1038517090	1	0
m60_10_09_02	m60_42_37_00-馬車宝001	942370070	m60_42_37_00-AEG100_101_1000	0	1042371501	AEG100_101	Asset	1	1042377070	1	0
m60_10_09_02	m60_42_37_00-馬車宝002	942370060	m60_42_37_00-AEG100_101_1001	0	1042371506	AEG100_101	Asset	1	1042377060	1	0
m60_10_10_02	m60_40_40_00-馬車宝箱：000	1040400000	m60_40_40_00-AEG100_101_1000	0	1040401500	AEG100_101	Asset	1	1040407000	1	0
m60_10_12_02	m60_42_50_00-宝死体000 馬車宝箱	1042500000	m60_42_50_00-AEG100_101_1000	0	1042501501	AEG100_101	Asset	1	1042507000	1	1
m60_11_10_02	m60_47_40_00-宝箱002（馬車）	1047400920	m60_47_40_00-AEG100_101_1001	0	1047401620	AEG100_101	Asset	1	1047407920	1	0
m60_11_14_02	m60_47_56_00-宝箱000 霊廟	1047560000		0				1		0	0
m60_33_47_00	宝箱002	1033470900	AEG099_630_9002	0	0	AEG099_630	Asset	1	1033477900	1	0
m60_33_47_00	宝箱003	1033470910	AEG099_630_9003	0	0	AEG099_630	Asset	1	1033477910	1	0
m60_34_43_00	アイテム光000：魔術師の塔	1034430300	AEG099_090_9010	0	0	AEG099_090	Asset	2	1034437300	1	0
m60_34_43_00	宝箱000：魔術師の塔	1034430100	AEG099_630_9000	0	1034431600	AEG099_630	Asset	1	60410	1	0
m60_34_44_00	宝死体000	1034440900	AEG099_630_9000	0	0	AEG099_630	Asset	1	1034447900	1	1
m60_34_51_00	宝箱000	1034510900	AEG099_630_9000	0	0	AEG099_630	Asset	1	1034517900	1	0
m60_35_50_00	宝箱000	1035500900	AEG099_630_9001	0	1035501620	AEG099_630	Asset	1	1035507900	1	0
m60_36_52_00	宝 彫像型宝箱	1036520000	AEG099_635_9000	0	1036521200	AEG099_635	Asset	2	1036527000	1	0
m60_37_42_00	宝箱000：遺跡2-3地下室	1037420900	AEG099_630_9000	0	1037421600	AEG099_630	Asset	1	1037427900	1	0
m60_38_49_00	宝箱000	1038490900	AEG099_630_9000	0	1038491610	AEG099_630	Asset	1	1038497900	1	0
m60_38_52_00	宝箱　遺跡地下	1038520000	AEG099_630_9000	0	0	AEG099_630	Asset	1	1038527000	1	0
m60_39_53_00	宝死体005 魔術師の塔	1039530050	AEG099_630_9000	1039533501	1039531480	AEG099_630	Asset	1	1039537050	1	1
m60_39_53_00	宝死体006 椅子宝死体 魔術師の塔内	1039530060	AEG099_620_9000	1039533502	1039531481	AEG099_620	Asset	0	1039537060	1	1
m60_39_54_00	宝箱00	1039540300	AEG099_630_9000	0	1039541270	AEG099_630	Asset	1	1039547300	1	0
m60_40_53_00	宝死体001 遺跡地下ボス部屋 宝箱	1040530010	AEG099_630_9000	0	0	AEG099_630	Asset	1	1040537010	1	1
m60_42_37_00	宝箱000 関所上	1042371300	AEG099_630_9000	0	1042371600	AEG099_630	Asset	1	1042377300	1	0
m60_42_37_00	宝箱001 遺跡1-4	1042371010	AEG099_630_9001	0	1042371601	AEG099_630	Asset	1	60130	1	0
m60_42_38_00	アイテム光014：巨大敵オブジェ	1042380600	AEG099_635_9000	0	1042381600	AEG099_635	Asset	2	1042387600	1	0
m60_42_39_00	宝箱000	1042390900	AEG099_630_9000	0	0	AEG099_630	Asset	1	1042397900	1	0
m60_43_31_00	宝箱000	1043310900	AEG099_630_9000	0	1043311900	AEG099_630	Asset	1	1043317900	1	0
m60_43_31_00	宝箱001	1043310910	AEG099_630_9001	0	1043311901	AEG099_630	Asset	1	1043317910	1	0
m60_44_35_00	宝箱000 野営地	1044350900	AEG099_630_9000	0	0	AEG099_630	Asset	1	1044357900	1	0
m60_45_52_00	宝死体002 巨大敵で壊せる石像	1045520020	AEG099_635_9000	0	1045521600	AEG099_635	Asset	2	1045527020	1	1
m60_46_57_00	アイテム光000：枯れ古代樹の森_巨大敵が壊せる像	1046570800	AEG099_635_9000	0	1046571500	AEG099_635	Asset	2	1046577800	1	0
m60_47_38_00	宝箱000	1047380900	AEG099_630_9000	0	1047381601	AEG099_630	Asset	1	1047387900	1	0
m60_47_38_00	宝箱001	1047380910	AEG099_630_9001	0	1047381600	AEG099_630	Asset	1	1047387910	1	0
m60_47_38_00	宝箱002	1047380920	AEG099_630_9002	0	1047381602	AEG099_630	Asset	1	1047387920	1	0
m60_47_38_10	宝箱000	1047380900	AEG099_630_9000	0	1047381601	AEG099_630	Asset	1	1047387900	1	0
m60_47_38_10	宝箱001	1047380910	AEG099_630_9001	0	1047381600	AEG099_630	Asset	1	1047387910	1	0
m60_47_38_10	宝箱002	1047380920	AEG099_630_9002	0	1047381602	AEG099_630	Asset	1	1047387920	1	0
m60_47_39_00	宝箱008	1047390080	AEG099_630_9000	0	1047391500	AEG099_630	Asset	1	1047397080	1	0
m60_47_39_10	宝箱008	1047390080	AEG099_630_9000	0	1047391500	AEG099_630	Asset	1	1047397080	1	0
m60_47_40_00	宝箱000	1047400900	AEG099_630_9000	0	1047401600	AEG099_630	Asset	1	1047407900	1	0
m60_47_40_00	宝箱001	1047400910	AEG099_630_9001	0	1047401610	AEG099_630	Asset	1	1047407910	1	0
m60_48_39_00	宝箱000	1048390900	AEG099_630_9000	0	1048391600	AEG099_630	Asset	1	1048397900	1	0
m60_48_40_00	宝箱000　遺跡4－4地下室	1048400900	AEG099_630_9000	0	1048401600	AEG099_630	Asset	1	1048407900	1	0
m60_49_39_00	宝箱000	1049390900	AEG099_630_9000	0	1049391500	AEG099_630	Asset	1	1049397900	1	0
m60_49_39_00	宝箱001	1049390910	AEG099_630_9001	0	1049391501	AEG099_630	Asset	1	1049397910	1	0
m60_49_40_00	宝情報004　壊せる彫像の中	1049400040	AEG099_635_9000	0	1049401600	AEG099_635	Asset	2	1049407040	1	0
m60_50_36_00	宝箱000	1050360900	AEG099_630_9000	0	1050361600	AEG099_630	Asset	1	1050367900	1	0
m60_50_39_00	宝箱000	1050390900	AEG099_630_9000	0	1050391500	AEG099_630	Asset	1	1050397900	1	0
m60_50_39_00	宝箱001	1050390910	AEG099_630_9001	0	1050391501	AEG099_630	Asset	1	1050397910	1	0
m60_50_55_00	貴人宝箱000	1050550900	AEG099_633_9000	0	0	AEG099_633	Asset	1	1050557900	1	0
m60_50_56_00	アイテム光000：下層峡谷_巨大敵が壊せるアセット	1050560800	AEG099_635_9000	0	1050561500	AEG099_635	Asset	2	1050567800	1	0
m60_50_56_00	アイテム光002：魔術師の塔5-2	1050560820	AEG099_990_9002	0	0	AEG099_990	Asset	2	1050567820	0	0
m60_52_41_00	宝箱000	1052410900	AEG099_630_9000	0	1052411600	AEG099_630	Asset	1	60460	1	0
m60_52_57_00	アイテム光001：峡谷終端_巨大敵が壊せる像	1052570810	AEG099_635_9000	0	1052571490	AEG099_635	Asset	2	1052577810	1	0
m61_44_45_00	宝箱000	2044450900	AEG099_630_9000	0	0	AEG099_630	Asset	1	2044457900	1	0
m61_44_45_10	宝箱000	2044450900	AEG099_630_9000	0	0	AEG099_630	Asset	1	2044457900	1	0
m61_45_46_00	宝箱000	2045460900	AEG099_630_9000	0	0	AEG099_630	Asset	1	2045467900	1	0
m61_45_46_00	宝箱001	2045460910	AEG099_630_9001	0	0	AEG099_630	Asset	1	2045467910	1	0
m61_45_46_10	宝箱000	2045460900	AEG099_630_9000	0	0	AEG099_630	Asset	1	2045467900	1	0
m61_45_46_10	宝箱001	2045460910	AEG099_630_9001	0	0	AEG099_630	Asset	1	2045467910	1	0
m61_46_45_00	宝箱000	2046450900	AEG099_630_9000	0	0	AEG099_630	DummyAsset	1		0	0
m61_46_45_00	宝箱001	2046450910	AEG099_630_9001	0	0	AEG099_630	Asset	1	2046457910	1	0
m61_46_45_00	宝箱002	2046450920	AEG099_630_9002	0	0	AEG099_630	Asset	1	2046457920	1	0
m61_46_45_10	宝箱000	2046450900	AEG099_630_9000	0	0	AEG099_630	DummyAsset	1		0	0
m61_46_45_10	宝箱001	2046450910	AEG099_630_9001	0	0	AEG099_630	Asset	1	2046457910	1	0
m61_46_45_10	宝箱002	2046450920	AEG099_630_9002	0	0	AEG099_630	Asset	1	2046457920	1	0
m61_46_47_00	アイテム光004	80600	AEG099_090_9004	0	2046471500	AEG099_090	Asset	2	580600	1	0
m61_46_47_00	アイテム光005	2046470750	AEG099_090_9005	0	0	AEG099_090	Asset	2	2046477750	1	0
m61_46_47_10	アイテム光004	80600	AEG099_090_9004	0	2046471500	AEG099_090	Asset	2	580600	1	0
m61_46_47_10	アイテム光005	2046470750	AEG099_090_9005	0	0	AEG099_090	Asset	2	2046477750	1	0
m61_47_44_00	アイテム光005　砦外野営地	2047440750	AEG099_090_9006	0	0	AEG099_090	Asset	2	2047447750	1	0
m61_47_44_00	アイテム光008　街道砦　アイテム光　ミケラ十字傍２	80600	AEG099_090_9008	0	2047441600	AEG099_090	Asset	2	580600	1	0
m61_47_44_00	宝箱000　街道砦　前半見張り塔	2047440800	AEG099_630_9000	0	0	AEG099_630	Asset	1	2047447800	1	0
m61_47_44_00	宝箱001　街道砦　城門前部屋	2047440810	AEG099_630_9001	0	0	AEG099_630	Asset	1	68790	1	0
m61_47_44_00	宝箱002　街道砦　城門の上	2047440820	AEG099_630_9002	0	0	AEG099_630	Asset	1	2047447820	1	0
m61_47_44_00	宝箱003　街道砦　教会地下室	2047440830	AEG099_630_9003	0	0	AEG099_630	Asset	1	2047447830	1	0
m61_47_44_00	宝箱004　砦外 野営地_調香師エリア	2047440840	AEG099_630_9004	0	0	AEG099_630	Asset	1	2047447840	1	0
m61_47_44_10	アイテム光005　砦外野営地	2047440750	AEG099_090_9006	0	0	AEG099_090	Asset	2	2047447750	1	0
m61_47_44_10	アイテム光008　街道砦　アイテム光　ミケラ十字傍２	80600	AEG099_090_9008	0	2047441600	AEG099_090	Asset	2	580600	1	0
m61_47_44_10	宝箱000　街道砦　前半見張り塔	2047440800	AEG099_630_9000	0	0	AEG099_630	Asset	1	2047447800	1	0
m61_47_44_10	宝箱001　街道砦　城門前部屋	2047440810	AEG099_630_9001	0	0	AEG099_630	Asset	1	68790	1	0
m61_47_44_10	宝箱002　街道砦　城門の上	2047440820	AEG099_630_9002	0	0	AEG099_630	Asset	1	2047447820	1	0
m61_47_44_10	宝箱003　街道砦　教会地下室	2047440830	AEG099_630_9003	0	0	AEG099_630	Asset	1	2047447830	1	0
m61_47_44_10	宝箱004　砦外 野営地_調香師エリア	2047440840	AEG099_630_9004	0	0	AEG099_630	Asset	1	2047447840	1	0
m61_48_44_00	宝箱000　街道砦　城壁部屋	2048440800	AEG099_630_9000	0	0	AEG099_630	Asset	1	2048447800	1	0
m61_48_44_00	宝箱001　街道砦　離れの塔	2048440810	AEG099_630_9001	0	0	AEG099_630	Asset	1	2048447810	1	0
m61_49_43_00	宝死体007 (宝箱)	2049430270	AEG099_630_9003	0	0	AEG099_630	Asset	1	2049437270	1	1
m61_49_43_00	宝箱000	2049430500	AEG099_630_9000	0	0	AEG099_630	Asset	1	2049437500	1	0
m61_49_43_00	宝箱001	2049430510	AEG099_630_9001	0	0	AEG099_630	Asset	1	68820	1	0
m61_49_43_00	宝箱002	2049430520	AEG099_630_9002	0	0	AEG099_630	Asset	1	2049437520	1	0
m61_50_46_00	宝箱000	2050460900	AEG099_630_9000	0	0	AEG099_630	DummyAsset	1	2050467900	1	0
