ap_id,flag,flag_source,category,item_id,item_name,region,crafting_material,filler,synthetic,in_matt_set
7000183,67220,map_lot,goods,9322,Nomadic Warrior's Cookbook [11],region_misc,0,0,0,0
7000184,67230,shop,shop,9323,Nomadic Warrior's Cookbook [20],region_misc,0,0,0,0
7000185,67250,map_lot,goods,9325,Armorer's Cookbook [7],region_misc,0,0,0,1
7000186,67260,map_lot,goods,9326,Armorer's Cookbook [4],region_misc,0,0,0,1
7000187,67270,shop,shop,9327,Nomadic Warrior's Cookbook [18],region_misc,0,0,0,0
7000188,67280,shop,shop,9328,Armorer's Cookbook [3],region_misc,0,0,0,0
7000189,67290,shop,shop,9329,Nomadic Warrior's Cookbook [16],region_misc,0,0,0,0
7000190,67300,map_lot,goods,9330,Armorer's Cookbook [6],region_misc,0,0,0,1
7000191,67310,map_lot,goods,9331,Armorer's Cookbook [5],region_misc,0,0,0,1
7000192,67400,map_lot,goods,9340,Glintstone Craftsman's Cookbook [4],region_misc,0,0,0,1
7000193,67410,map_lot,goods,9341,Glintstone Craftsman's Cookbook [1],region_misc,0,0,0,1
7000194,67420,map_lot,goods,9342,Glintstone Craftsman's Cookbook [5],region_misc,0,0,0,1
7000195,67430,map_lot,goods,9343,Nomadic Warrior's Cookbook [9],region_misc,0,0,0,1
7000196,67440,map_lot,goods,9344,Glintstone Craftsman's Cookbook [8],region_misc,0,0,0,1
7000197,67450,map_lot,goods,9345,Glintstone Craftsman's Cookbook [2],region_misc,0,0,0,1
7000198,67460,map_lot,goods,9346,Glintstone Craftsman's Cookbook [6],region_misc,0,0,0,1
7000199,67470,shop,shop,9347,Glintstone Craftsman's Cookbook [7],region_misc,0,0,0,0
7000200,67480,map_lot,goods,9348,Glintstone Craftsman's Cookbook [3],region_misc,0,0,0,1
7000201,67600,shop,shop,9360,Missionary's Cookbook [2],region_misc,0,0,0,0
7000202,67610,shop,shop,9361,Missionary's Cookbook [1],region_misc,0,0,0,0
7000203,67630,map_lot,goods,9363,Missionary's Cookbook [5],region_misc,0,0,0,1
7000204,67640,map_lot,goods,9364,Missionary's Cookbook [4],region_misc,0,0,0,1
7000205,67650,map_lot,goods,9365,Missionary's Cookbook [3],region_misc,0,0,0,1
7000206,67800,map_lot,goods,9380,Nomadic Warrior's Cookbook [4],region_misc,0,0,0,1
7000207,67830,shop,shop,9383,Nomadic Warrior's Cookbook [5],region_misc,0,0,0,0
7000208,67840,map_lot,goods,9384,Perfumer's Cookbook [1],region_misc,0,0,0,1
7000209,67850,map_lot,goods,9385,Perfumer's Cookbook [2],region_misc,0,0,0,1
7000210,67860,map_lot,goods,9386,Perfumer's Cookbook [3],region_misc,0,0,0,1
7000211,67870,map_lot,goods,9387,Nomadic Warrior's Cookbook [14],region_misc,0,0,0,1
7000212,67880,map_lot,goods,9388,Nomadic Warrior's Cookbook [8],region_misc,0,0,0,1
7000213,67890,map_lot,goods,9389,Nomadic Warrior's Cookbook [22],region_misc,0,0,0,1
7000214,67900,shop,shop,9390,Nomadic Warrior's Cookbook [15],region_misc,0,0,0,0
7000215,67910,map_lot,goods,9391,Nomadic Warrior's Cookbook [24],region_misc,0,0,0,1
7000216,67920,shop,shop,9392,Perfumer's Cookbook [4],region_misc,0,0,0,0
7000217,68000,map_lot,goods,9400,Ancient Dragon Apostle's Cookbook [1],region_misc,0,0,0,1
7000218,68010,shop,shop,9401,Ancient Dragon Apostle's Cookbook [2],region_misc,0,0,0,0
7000219,68020,map_lot,goods,9402,Ancient Dragon Apostle's Cookbook [4],region_misc,0,0,0,1
7000220,68030,map_lot,goods,9403,Ancient Dragon Apostle's Cookbook [3],region_misc,0,0,0,1
7000221,68200,map_lot,goods,9420,Fevor's Cookbook [1],region_misc,0,0,0,1
7000222,68210,map_lot,goods,9421,Fevor's Cookbook [3],region_misc,0,0,0,0
7000223,68220,shop,shop,9422,Fevor's Cookbook [2],region_misc,0,0,0,0
7000224,68230,shop,shop,9423,Missionary's Cookbook [7],region_misc,0,0,0,0
7000225,68400,map_lot,goods,9440,Frenzied's Cookbook [1],region_misc,0,0,0,1
7000226,68410,map_lot,goods,9441,Frenzied's Cookbook [2],region_misc,0,0,0,1
7000227,68510,map_lot,goods,2009301,Forager Brood Cookbook [6],region_misc,0,0,0,1
7000228,68520,map_lot,goods,2009302,Forager Brood Cookbook [1],region_misc,0,0,0,1
7000229,68530,map_lot,goods,2009303,Forager Brood Cookbook [2],region_misc,0,0,0,1
7000230,68540,map_lot,goods,2009304,Forager Brood Cookbook [3],region_misc,0,0,0,1
7000231,68550,map_lot,goods,2009305,Forager Brood Cookbook [4],region_misc,0,0,0,1
7000232,68560,map_lot,goods,2009306,Forager Brood Cookbook [5],region_misc,0,0,0,1
7000233,68570,map_lot,goods,2009307,Igon's Cookbook [2],region_misc,0,0,0,1
7000234,68580,map_lot,goods,2009308,Finger-Weaver's Cookbook [2],region_misc,0,0,0,1
7000235,68590,map_lot,goods,2009309,Greater Potentate's Cookbook [1],region_misc,0,0,0,1
7000236,68600,map_lot,goods,2009310,Greater Potentate's Cookbook [4],region_misc,0,0,0,1
7000237,68610,map_lot,goods,2009311,Greater Potentate's Cookbook [5],region_misc,0,0,0,1
7000238,68620,map_lot,goods,2009312,Greater Potentate's Cookbook [12],region_misc,0,0,0,1
7000239,68630,map_lot,goods,2009313,Greater Potentate's Cookbook [7],region_misc,0,0,0,1
7000240,68640,map_lot,goods,2009314,Greater Potentate's Cookbook [9],region_misc,0,0,0,1
7000241,68650,map_lot,goods,2009315,Greater Potentate's Cookbook [10],region_misc,0,0,0,1
7000242,68660,map_lot,goods,2009316,Greater Potentate's Cookbook [11],region_misc,0,0,0,1
7000243,68670,map_lot,goods,2009317,Mad Craftsman's Cookbook [2],region_misc,0,0,0,1
7000244,68680,map_lot,goods,2009318,Greater Potentate's Cookbook [8],region_misc,0,0,0,1
7000245,68690,map_lot,goods,2009319,Greater Potentate's Cookbook [3],region_misc,0,0,0,1
7000246,68700,map_lot,goods,2009320,Greater Potentate's Cookbook [13],region_misc,0,0,0,1
7000247,68710,map_lot,goods,2009321,Greater Potentate's Cookbook [14],region_misc,0,0,0,1
7000248,68720,map_lot,goods,2009322,Greater Potentate's Cookbook [6],region_misc,0,0,0,1
7000249,68730,map_lot,goods,2009323,Greater Potentate's Cookbook [2],region_misc,0,0,0,1
7000250,68740,map_lot,goods,2009324,Ancient Dragon Knight's Cookbook [1],region_misc,0,0,0,1
7000251,68750,map_lot,goods,2009325,Mad Craftsman's Cookbook [1],region_misc,0,0,0,1
7000252,68760,map_lot,goods,2009326,St. Trina Disciple's Cookbook [1],region_misc,0,0,0,1
7000253,68770,map_lot,goods,2009327,Fire Knight's Cookbook [1],region_misc,0,0,0,1
7000254,68780,map_lot,goods,2009328,Ancient Dragon Knight's Cookbook [2],region_misc,0,0,0,1
7000255,68790,map_lot,goods,2009329,Loyal Knight's Cookbook,region_misc,0,0,0,1
7000256,68800,map_lot,goods,2009330,Battlefield Priest's Cookbook [1],region_misc,0,0,0,1
7000257,68810,map_lot,goods,2009331,Igon's Cookbook [1],region_misc,0,0,0,1
7000258,68820,map_lot,goods,2009332,Battlefield Priest's Cookbook [2],region_misc,0,0,0,1
7000259,68830,map_lot,goods,2009333,Forager Brood Cookbook [7],region_misc,0,0,0,1
7000260,68840,map_lot,goods,2009334,St. Trina Disciple's Cookbook [3],region_misc,0,0,0,1
7000261,68850,map_lot,goods,2009335,Grave Keeper's Cookbook [2],region_misc,0,0,0,1
7000262,68860,map_lot,goods,2009336,Antiquity Scholar's Cookbook [2],region_misc,0,0,0,1
7000263,68870,map_lot,goods,2009337,Tibia's Cookbook,region_misc,0,0,0,1
7000264,68880,map_lot,goods,2009338,Mad Craftsman's Cookbook [3],region_misc,0,0,0,1
7000265,68890,map_lot,goods,2009339,Battlefield Priest's Cookbook [3],region_misc,0,0,0,1
7000266,68900,map_lot,goods,2009340,Fire Knight's Cookbook [2],region_misc,0,0,0,1
7000267,68910,enemy_lot,goods,2009341,Antiquity Scholar's Cookbook [1],region_misc,0,0,0,1
7000268,68920,map_lot,goods,2009342,Finger-Weaver's Cookbook [1],region_misc,0,0,0,1
7000269,68930,map_lot,goods,2009343,Battlefield Priest's Cookbook [4],region_misc,0,0,0,1
7000270,68940,map_lot,goods,2009344,Grave Keeper's Cookbook [1],region_misc,0,0,0,1
7000271,68950,map_lot,goods,2009345,St. Trina Disciple's Cookbook [2],region_misc,0,0,0,1
7000272,69600,shop,shop,8700,Note: Hidden Cave,region_misc,0,0,0,0
7000273,69610,shop,shop,8701,Note: Imp Shades,region_misc,0,0,0,0
7000274,69620,shop,shop,8702,Note: Flask of Wondrous Physick,region_misc,0,0,0,0
7000275,69630,shop,shop,8703,Note: Stonedigger Trolls,region_misc,0,0,0,0
7000276,69640,shop,shop,8704,Note: Walking Mausoleum,region_misc,0,0,0,0
7000277,69650,shop,shop,8705,Note: Unseen Assassins,region_misc,0,0,0,0
7000278,69670,shop,shop,8707,Note: Flame Chariots,region_misc,0,0,0,0
7000279,69680,shop,shop,8708,Note: Demi-human Mobs,region_misc,0,0,0,0
7000280,69690,shop,shop,8709,Note: Land Squirts,region_misc,0,0,0,0
7000281,69700,shop,shop,8710,Note: Gravity's Advantage,region_misc,0,0,0,0
7000282,69710,shop,shop,8711,Note: Revenants,region_misc,0,0,0,0
7000283,69720,shop,shop,8712,Note: Waypoint Ruins,region_misc,0,0,0,0
7000284,69730,shop,shop,8713,Note: Gateway,region_misc,0,0,0,0
7000285,69740,map_lot,goods,8714,Note: Miquella's Needle,region_misc,0,0,0,1
7000286,69750,shop,shop,8715,Note: Frenzied Flame Village,region_misc,0,0,0,0
7000287,69760,map_lot,goods,8716,Note: The Lord of Frenzied Flame,region_misc,0,0,0,1
7000288,69770,shop,shop,8717,Note: Below the Capital,region_misc,0,0,0,0
7000289,69900,shop,shop,8225,Weathered Map,region_misc,0,0,0,0
7000290,69910,shop,shop,8224,Note: The Preceptor's Secrets,region_misc,0,0,0,0
7000291,100000,shop,shop,111,Festering Bloody Finger,region_10,0,0,0,1
7000292,100020,shop,shop,1760,Ruin Fragment,region_10,0,0,0,1
7000293,100040,shop,shop,30000000,Buckler,region_10,0,0,0,1
7000294,100090,shop,shop,150,Furlcalling Finger Remedy,region_10,0,0,0,1
7000295,100100,shop,shop,1190,Silver-Pickled Fowl Foot,region_10,0,0,0,1
7000296,100110,shop,shop,15430,Stormhawk Feather,region_10,0,0,0,1
7000297,100120,shop,shop,21000000,Caestus,region_10,0,0,0,1
7000298,100130,shop,shop,51000000,Great Arrow,region_10,0,0,0,1
7000299,100140,shop,shop,53000000,Ballista Bolt,region_10,0,0,0,1
7000300,100150,shop,shop,930200,Bandit Manchettes,region_10,0,0,0,1
7000301,100160,shop,shop,930300,Bandit Boots,region_10,0,0,0,1
7000302,100170,shop,shop,931100,Bandit Garb,region_10,0,0,0,1
7000303,100180,shop,shop,10140,Ancient Dragon Smithing Stone,region_10,0,0,0,1
7000304,100250,shop,shop,10030,Memory Stone,region_10,0,0,0,0
7000305,100260,shop,shop,8000,Stonesword Key,region_10,0,1,0,0
7000306,100500,shop,shop,4000,[Sorcery] Glintstone Pebble,region_10,0,0,0,1
7000307,100510,shop,shop,4460,[Sorcery] Scholar's Armament,region_10,0,0,0,1
7000308,100520,shop,shop,4470,[Sorcery] Scholar's Shield,region_10,0,0,0,1
7000309,100530,shop,shop,4060,[Sorcery] Crystal Barrage,region_10,0,0,0,1
7000310,100540,shop,shop,4070,[Sorcery] Glintstone Arc,region_10,0,0,0,1
7000311,100550,shop,shop,4040,[Sorcery] Glintstone Stars,region_10,0,0,0,1
7000312,100560,shop,shop,4030,[Sorcery] Shard Spiral,region_10,0,0,0,1
7000313,100570,shop,shop,4020,[Sorcery] Glintstone Cometshard,region_10,0,0,0,0
7000314,100580,shop,shop,4050,[Sorcery] Star Shower,region_10,0,0,0,0
7000315,100590,shop,shop,4001,[Sorcery] Great Glintstone Shard,region_10,0,0,0,0
7000316,100600,shop,shop,4010,[Sorcery] Swift Glintstone Shard,region_10,0,0,0,0
7000317,100610,shop,shop,4300,[Sorcery] Glintblade Phalanx,region_10,0,0,0,0
7000318,100620,shop,shop,4440,[Sorcery] Carian Slicer,region_10,0,0,0,0
7000319,100750,shop,shop,10100,Ash of War: Impaling Thrust,region_10,0,0,0,1
